	SRX22253792	SRX22253793	SRX22253794	SRX22253795	SRX22253796	SRX22253797	SRX22253798	SRX22253799	SRX22253800	SRX22253801	SRX22253802	SRX22253803	SRX22253804	SRX22253805	SRX22253806	SRX22253807	SRX22253808	SRX22253809	SRX22253810	SRX22253811	SRX22253812
LOC112267855	8	3	1	3	2	0	0	0	0	0	0	0	1	0	2	0	0	5	8	5	5
LOC124900208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMCO6	177	134	212	186	256	179	170	252	60	49	36	183	109	131	182	76	128	150	187	175	198
CD14	2	4	1	3	7	3	1	3	4	3	2	0	1	3	1	7	3	0	3	3	4
NDUFA2	71	110	110	142	123	56	92	111	166	138	96	123	130	96	147	81	111	104	116	107	118
IK	1576	1868	2098	2567	3022	1608	1943	2503	2898	2409	1874	2896	2844	2830	3532	1775	2534	1541	1844	1864	2076
MIR3655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901088	1	4	2	0	5	1	2	2	7	6	8	3	7	2	5	6	7	3	8	1	3
WDR55	557	648	488	470	591	320	419	577	496	382	274	658	602	752	694	444	564	473	500	476	562
DND1	31	33	25	4	35	32	26	52	39	42	32	114	112	82	87	62	58	32	31	18	34
HARS1	1197	1265	1235	1227	1319	915	859	1169	1897	1441	1060	2116	2200	2102	2532	1328	1746	1144	1240	1417	1441
HARS2	561	613	687	682	889	526	637	764	842	708	574	1086	1061	1045	1163	720	915	537	733	698	676
ZMAT2	1099	1166	1612	1860	1971	1056	1060	1495	1412	1225	939	1520	1622	1404	1805	1078	1458	1378	1546	1657	1384
LOC105378198	1	2	0	2	0	0	0	0	0	3	0	0	0	0	1	0	0	0	2	1	0
VTRNA1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VTRNA1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VTRNA1-3	4	0	1	2	7	2	0	4	7	7	0	0	2	0	0	0	0	1	2	2	3
PCDHA1	88	122	73	59	64	16	7	3	4	17	15	22	31	19	38	6	18	103	105	154	114
PCDHA2	52	65	66	81	131	44	32	55	46	35	50	86	94	76	78	56	90	39	57	48	57
LOC124901089	31	37	67	53	78	35	25	44	42	12	46	21	27	50	30	20	29	29	39	39	51
PCDHA3	7	15	15	15	18	2	3	10	8	2	12	2	3	3	6	1	2	14	15	21	10
PCDHA4	98	100	119	155	140	71	55	100	192	111	112	219	268	357	287	226	314	86	123	141	96
PCDHA5	52	47	46	46	70	56	34	47	31	12	28	35	32	44	33	35	30	32	51	48	76
PCDHA6	141	171	149	147	217	76	85	115	211	166	149	177	273	335	437	217	262	207	197	324	182
PCDHA7	76	100	83	103	126	79	60	94	114	80	85	145	142	130	140	88	143	108	110	121	66
PCDHA8	74	69	33	40	63	30	21	27	13	28	21	31	21	18	40	13	43	32	38	26	64
PCDHA9	62	49	57	51	76	33	19	38	24	25	40	18	53	44	48	36	44	62	61	55	69
PCDHA10	452	528	552	629	707	346	391	477	757	435	491	646	1108	810	1030	534	865	437	554	532	431
PCDHA11	7	2	3	0	3	0	0	2	2	1	1	0	2	0	2	0	1	9	5	4	5
LOC112267934	2	0	1	1	0	2	1	0	0	0	1	0	0	3	2	0	1	1	0	3	0
PCDHA12	128	94	119	154	139	95	91	117	316	241	257	186	350	331	443	188	231	131	122	139	97
PCDHA13	60	65	24	18	34	12	14	11	7	4	11	10	9	11	15	4	7	57	50	75	62
PCDHAC1	101	95	46	86	59	37	35	61	203	174	200	116	272	136	390	84	177	68	97	88	106
PCDHAC2	97	122	27	46	33	30	29	57	714	727	821	489	553	203	1290	239	645	81	144	128	99
LOC124901090	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
PCDHB1-AS1	13	7	4	5	4	0	4	1	4	0	1	3	2	0	2	1	2	5	12	4	17
PCDHB1	23	22	1	7	10	5	1	2	15	4	10	2	5	5	2	2	8	6	15	13	30
PCDHB2	368	546	717	873	937	380	368	525	949	831	616	1185	2085	1830	2104	990	1468	533	512	600	424
PCDHB3	245	384	334	396	357	169	156	169	117	98	114	122	213	167	161	93	188	347	324	460	316
PCDHB4	16	21	20	10	38	25	13	32	40	28	34	32	63	60	55	24	36	17	30	32	26
PCDHB5	692	1091	1489	1817	1991	869	824	1093	1729	1233	1314	1985	2710	2824	3212	1291	2292	822	893	1031	771
PCDHB6	11	10	18	7	18	14	7	14	32	23	38	57	38	13	58	32	21	7	16	13	10
PCDHB17P	60	50	65	89	114	23	20	40	75	43	44	93	84	50	158	62	71	72	91	96	108
PCDHB7	20	17	12	9	13	5	2	9	22	17	17	14	33	16	34	10	24	12	14	23	21
PCDHB8	47	109	25	50	67	35	21	39	149	63	83	127	188	187	190	115	177	44	66	81	64
PCDHB16	54	105	87	100	90	20	40	23	165	109	137	154	301	225	341	147	230	123	101	149	84
PCDHB9	21	26	28	33	25	8	19	19	136	157	175	133	180	87	182	108	143	33	23	34	16
PCDHB10	28	31	67	42	44	29	23	31	265	264	243	218	266	178	293	148	319	52	31	55	37
PCDHB11	9	9	25	41	31	13	17	16	52	48	33	26	55	39	56	27	63	18	19	22	18
PCDHB12	29	32	65	75	70	34	30	20	115	54	74	143	109	109	181	96	137	83	94	134	33
PCDHB13	54	86	54	47	79	32	29	40	143	146	186	139	205	177	247	119	215	53	76	94	73
PCDHB14	51	72	52	64	69	25	34	42	302	374	337	264	373	291	420	245	393	61	76	78	77
PCDHB18P	66	81	73	61	83	35	34	37	141	138	201	207	248	227	230	154	276	90	105	106	106
PCDHB19P	31	32	30	22	23	13	10	19	76	57	68	74	91	66	80	76	157	41	49	54	67
PCDHB15	184	198	220	174	245	50	79	111	223	251	222	264	224	205	300	153	327	222	275	307	288
LOC105378199	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	1	0	1
SLC25A2	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	2	0	3	0	0	0
TAF7	2636	3160	3507	4388	4292	2615	2600	3638	4945	4311	3546	4378	4825	4149	4934	2876	4202	3348	3180	4326	3430
PCDHGA1	30	56	43	25	27	15	1	6	41	44	31	15	49	32	42	18	42	57	68	82	68
PCDHGA2	64	48	27	8	17	6	2	2	29	17	22	28	19	30	57	7	25	73	81	102	104
PCDHGA3	41	49	60	98	96	15	31	26	154	112	86	189	298	316	407	186	243	33	50	50	56
PCDHGB1	40	37	23	19	34	7	6	9	50	33	32	21	24	44	80	50	80	48	72	64	42
PCDHGA4	57	44	19	36	23	9	11	17	32	20	20	22	25	30	50	20	39	48	69	59	52
PCDHGB2	80	58	38	29	29	11	12	10	44	27	48	19	38	34	88	25	36	58	73	78	80
PCDHGA5	60	47	22	36	22	6	11	7	22	14	18	16	13	21	31	11	17	53	55	80	63
PCDHGB3	48	52	30	24	25	8	6	8	28	10	17	5	9	13	28	13	14	57	80	94	74
PCDHGA6	130	93	67	58	74	20	25	28	91	55	61	79	55	51	165	39	54	141	204	174	141
PCDHGA7	18	16	14	13	16	3	1	8	3	9	13	9	11	4	12	12	15	34	38	37	36
PCDHGB4	174	187	254	304	313	121	158	180	484	427	318	653	842	640	1342	555	616	132	207	234	200
PCDHGA8	45	37	21	31	28	17	18	16	38	30	25	35	39	27	58	22	25	33	25	49	43
PCDHGB5	267	298	210	272	281	92	121	116	196	88	115	264	260	346	591	248	213	278	301	312	298
PCDHGA9	42	32	7	21	15	5	17	16	22	6	18	15	12	12	24	15	11	29	47	48	59
PCDHGB6	95	96	89	86	122	59	60	96	230	188	169	356	276	313	279	215	304	96	107	120	170
PCDHGA10	172	174	324	278	391	151	178	253	403	392	271	581	551	575	806	664	647	206	220	247	226
PCDHGB7	149	131	187	143	273	91	104	140	92	95	74	396	170	206	325	111	150	124	124	129	196
PCDHGA11	195	231	256	296	374	115	99	139	76	73	52	267	108	107	378	112	76	196	239	262	259
PCDHGB8P	13	12	7	4	4	6	11	5	10	1	12	2	6	2	4	11	6	4	17	10	38
PCDHGA12	18	5	4	8	15	11	10	7	7	6	14	12	8	4	16	4	3	14	20	17	44
PCDHGC3	157	212	370	521	866	409	509	605	375	305	231	1290	562	861	1418	1419	661	245	247	277	164
PCDHGC4	37	35	77	127	181	30	47	52	28	16	16	59	30	19	58	24	25	11	20	24	60
PCDHGC5	3	8	5	11	11	7	5	11	13	3	6	20	9	15	26	35	10	5	6	0	12
DIAPH1	3247	4024	4377	5206	5135	3232	3683	4431	4226	3701	1564	4107	5626	5916	3370	3204	4599	4580	4620	5537	3713
LOC124901091	2	3	3	4	7	0	4	5	4	3	1	5	2	1	1	4	9	7	5	4	5
DIAPH1-AS1	4	2	1	3	3	2	3	1	5	0	0	0	0	0	0	1	0	4	4	0	1
HDAC3	1808	2125	1811	2104	2445	1114	1138	1488	1255	1196	907	2298	1990	1979	2291	1309	1844	1983	2239	2248	2122
RELL2	74	80	51	70	55	9	16	21	32	22	20	59	93	107	91	64	47	123	112	150	74
FCHSD1	167	196	368	333	518	284	299	387	303	274	94	665	645	805	509	639	432	377	423	476	220
ARAP3	299	424	550	708	870	319	236	413	182	97	142	1042	164	362	1159	405	355	1276	1721	1741	393
LOC124901092	0	1	1	5	1	2	0	5	0	0	0	0	0	0	0	1	0	1	2	2	1
LOC124901093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901094	0	0	3	2	12	8	13	4	1	0	0	3	0	4	0	1	0	7	12	0	3
LOC107986454	8	13	32	51	30	28	32	34	1	0	1	5	4	4	0	8	6	21	45	23	61
PCDH1	1098	454	2232	2196	2071	634	656	873	314	212	177	666	422	1130	292	540	598	3137	5079	3657	2654
LOC729080	2	3	6	2	3	1	0	2	1	0	0	0	0	0	0	0	2	4	2	1	3
DELE1	857	828	1042	982	1278	765	805	1001	1725	1445	1161	1955	1815	1639	1791	960	1870	890	978	809	1242
PCDH12	17	17	15	32	29	31	19	27	48	50	27	272	44	47	76	30	59	41	41	39	19
RNF14	637	771	571	675	748	489	527	761	2255	1584	1180	1273	1663	1336	1355	907	1237	387	511	603	625
LOC124901095	5	1	0	4	5	4	3	1	1	0	0	5	0	5	2	2	0	0	4	0	0
GNPDA1	1721	1689	1975	1947	2213	1701	1707	2289	784	621	494	1392	1192	1248	1578	845	1012	1935	2241	2209	2239
LOC105378204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDFIP1	1042	1071	2178	2169	2307	1827	1828	2610	4948	4127	3158	4602	5042	3995	5281	2902	3916	1346	1420	1566	1360
LOC107986455	4	5	14	25	10	3	11	5	21	15	20	7	9	18	17	7	8	6	9	4	9
LOC124901096	4	8	9	15	16	9	10	22	57	28	62	42	74	57	89	33	27	13	12	7	7
SPRY4	1769	2478	3714	4301	4205	676	1117	1227	1253	487	458	2097	1048	1456	1321	1412	475	3849	10217	7283	1318
SPRY4-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRY4-AS1	13	8	16	19	13	6	7	6	8	6	3	12	6	21	7	12	4	13	12	12	8
FGF1	18	15	21	32	17	11	10	20	1097	650	628	189	444	347	239	247	214	34	20	26	8
LOC124901195	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01844	279	154	11	37	19	5	4	11	50	15	72	8	19	7	45	18	9	569	715	711	236
ARHGAP26	905	971	595	567	668	324	340	576	1199	858	1283	735	749	800	869	460	875	828	1036	1041	725
ARHGAP26-AS1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
LOC107986457	13	2	4	0	3	0	7	2	0	4	17	0	0	0	0	0	8	10	21	1	4
LOC124901097	2	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC124901098	0	2	2	0	1	1	2	0	2	0	0	0	0	2	0	0	0	2	2	0	2
ARHGAP26-IT1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	3	0	0
LOC124901099	3	9	2	7	5	0	4	0	6	1	4	2	2	1	0	3	3	2	7	5	12
LOC124901100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
NR3C1	189	170	635	609	672	618	606	920	1821	1902	1022	1936	1070	1377	1011	1735	2314	292	477	391	336
LOC128966704	3	6	1	3	4	1	3	1	1	1	5	2	3	9	0	0	5	2	3	2	5
LOC105378208	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	0	0	0	0
LOC105378209	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	2	0	0	0	0
LOC105378210	0	0	0	0	0	0	0	0	1	1	0	1	2	0	0	0	2	0	0	0	0
MIR5197	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HMHB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIPF5	803	913	1127	1132	1270	1014	1221	1628	2061	1562	1395	2646	2087	2184	2476	3592	1876	835	1015	1008	882
KCTD16	227	62	26	34	46	26	27	56	189	48	231	249	141	148	433	975	193	21	34	21	334
PRELID2	97	54	154	134	172	358	336	442	163	236	103	359	257	222	128	154	468	146	177	106	198
LOC105378211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRXCR2	0	0	0	3	0	0	0	0	0	0	0	1	0	0	3	0	2	1	0	0	0
LOC107986458	0	1	1	1	1	8	14	15	7	13	5	16	11	16	13	2	19	0	0	0	1
SH3RF2	28	22	82	90	138	853	899	1423	614	885	407	838	1277	901	776	350	1219	15	18	11	19
LOC107986459	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLAC8L1	21	25	34	33	43	39	13	53	21	20	21	22	29	13	27	9	16	21	32	32	44
LARS1	11958	10490	8927	8913	9094	7487	6121	10124	5796	4292	3633	5386	4470	4678	5838	3527	4269	10037	11831	12694	14551
LOC127814297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM27	749	825	1097	876	880	514	536	776	555	378	324	449	414	410	378	286	473	996	1071	1149	894
POU4F3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCERG1	2721	2893	3760	3427	4343	2717	2482	4016	2251	2152	1679	2605	2247	2248	2195	1532	2099	3266	3375	4197	2744
GPR151	0	0	23	11	11	0	0	0	0	2	1	0	0	0	0	0	0	1	2	0	1
CTB-99A3.1	4	0	0	0	2	2	3	0	0	1	2	1	1	4	1	2	2	1	6	4	1
PPP2R2B	80	78	292	404	266	20	72	58	332	126	435	338	167	114	597	267	250	487	553	806	165
LOC107986461	0	2	4	2	1	0	1	1	0	2	9	0	0	1	0	1	4	6	3	2	1
PPP2R2B-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STK32A-AS1	3	2	1	5	9	0	2	0	3	1	2	4	3	7	4	5	3	6	3	3	2
STK32A	119	88	128	139	183	27	32	45	154	68	45	92	242	287	122	169	143	78	86	76	96
DPYSL3	18018	12850	5082	4513	4370	6083	6659	8376	41480	35358	20237	41304	50754	51297	81697	43097	29604	16042	19959	21194	21195
JAKMIP2-AS1	237	63	21	6	1	0	2	2	5	12	6	27	89	33	11	28	8	321	199	208	300
JAKMIP2	201	236	572	837	831	100	131	204	58	61	27	175	157	117	157	108	141	363	488	540	245
LOC105378218	49	38	14	30	16	12	8	18	31	34	21	38	15	19	21	11	33	29	41	19	70
SPINK1	33	26	10	26	25	6	8	9	746	247	171	212	811	1468	33	1004	797	14	14	2	49
LOC124901101	7	11	1	9	1	3	1	1	6	3	1	7	5	13	0	10	12	4	13	2	14
SCGB3A2	223	206	94	158	109	32	66	62	7	4	2	23	6	10	0	18	48	606	637	716	320
C5orf46	0	0	0	0	0	3	0	0	414	155	146	955	406	475	40	733	630	0	0	0	0
SPINK5	182	147	177	159	213	62	73	108	75	59	77	98	70	97	53	63	132	98	161	125	273
LOC124901185	44	35	27	39	50	13	34	73	11	21	18	24	14	18	29	12	25	47	48	40	64
SPINK14	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	3	4	0	0
SPINK6	1	0	0	2	0	0	1	0	0	0	0	0	3	1	0	0	0	1	2	1	0
MARCOL	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	0	0	0	0	0	0
FBXO38-DT	5	4	11	3	8	5	2	5	14	8	3	5	5	7	12	7	12	3	4	2	13
SPINK13	2	1	0	3	1	1	0	2	5	1	10	0	0	4	0	0	8	1	2	3	4
SPINK7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
SPINK9	4	1	1	0	1	2	0	1	5	5	2	0	0	4	1	1	3	0	1	0	1
FBXO38	902	800	1295	1216	1512	1068	1345	1681	1829	1578	1296	1533	1646	1695	1642	1331	1684	805	1220	1064	980
HTR4	0	0	1	0	5	3	2	9	11	15	11	29	6	12	2	19	30	0	0	2	0
LOC107986462	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	3	0	0	0	0
ADRB2	7	19	7	6	23	4	32	28	75	86	48	31	74	46	19	14	86	28	29	36	21
SH3TC2	3	8	13	12	5	8	11	11	223	268	183	128	220	150	408	38	187	14	5	8	2
MIR584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3TC2-DT	0	0	0	0	0	0	0	0	3	1	0	0	0	2	2	0	0	0	0	0	0
ABLIM3	16	9	23	21	48	15	21	42	744	738	553	401	569	1054	377	286	428	34	30	31	14
LOC124901102	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0
AFAP1L1	180	221	308	257	503	88	95	88	1997	1637	1486	1277	945	959	1500	378	1410	269	339	289	153
LOC124901103	0	0	2	0	2	0	0	0	0	0	4	2	0	1	0	0	0	0	0	3	3
GRPEL2	2132	1274	1266	997	961	791	723	1119	717	510	318	477	674	538	479	427	338	1057	2404	1346	2161
GRPEL2-AS1	0	1	2	0	1	2	0	0	4	1	0	0	1	0	0	0	0	0	0	0	1
PCYOX1L	182	166	272	332	374	253	258	377	336	259	251	715	356	461	865	442	377	207	321	245	220
IL17B	0	3	4	1	3	1	2	4	19	19	12	20	15	28	46	18	11	2	2	5	4
LOC101927046	0	0	0	0	0	0	0	1	5	11	6	14	4	5	5	3	9	0	0	0	0
CARMN	0	0	0	0	2	1	8	1	21	13	23	32	18	13	11	20	13	0	1	0	0
MIR143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR145	0	0	0	0	0	4	2	3	7	5	16	11	2	9	3	7	3	0	0	0	0
CSNK1A1	3377	3167	4704	4453	4962	3372	3466	4803	6822	5452	4201	7434	6985	6830	8104	5431	6018	3700	4713	4692	4503
LOC124901105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF37	19	15	27	20	10	8	8	10	196	250	150	287	160	199	240	110	426	10	10	10	31
LOC124901104	0	0	0	0	2	0	0	0	2	1	0	1	1	4	0	0	5	1	0	0	3
LOC124901221	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
LOC105378224	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
PPARGC1B	603	344	170	177	174	54	40	113	289	380	281	140	194	133	240	126	234	436	692	596	767
MIR378A	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE6A	0	0	0	0	0	5	3	4	36	41	27	19	22	12	47	5	11	2	7	1	1
MFFP2	1	3	0	4	1	1	1	0	0	1	1	2	0	1	3	0	0	0	1	0	1
SLC26A2	450	614	1131	1024	1198	672	725	986	1486	1024	1049	1335	1249	1391	2582	1143	1171	603	727	743	509
TIGD6	83	70	66	85	112	70	60	79	101	99	87	195	156	153	178	113	121	37	33	42	69
HMGXB3	810	895	1002	1046	1232	826	878	1251	1582	1357	1104	2033	1993	2225	2435	1819	1648	864	860	952	829
LOC124901207	6	7	14	9	23	11	7	17	1	2	9	7	8	4	3	7	3	2	6	1	6
CSF1R	2	2	4	6	4	19	10	12	105	48	43	141	232	175	23	221	107	3	0	2	7
PDGFRB	26	37	460	644	843	1412	999	1816	94	40	65	6770	162	803	1958	7110	324	272	313	282	45
CDX1	202	507	0	0	5	5	2	2	1	0	0	50	0	8	10	29	2	0	1	0	217
SLC6A7	25	24	0	0	0	1	0	0	0	2	0	3	4	0	1	2	1	2	2	1	34
CAMK2A	2	0	12	8	14	58	72	125	518	354	399	509	327	217	241	181	742	4	0	4	3
ARSI	73	126	174	286	382	49	56	100	72	20	29	1237	267	282	1279	636	382	120	79	101	57
LOC105378225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378226	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
TCOF1	7187	7520	4816	5382	5862	3263	3046	4572	1778	1233	957	2777	2700	2983	2910	1918	2490	6197	6832	7830	7688
CD74	704	772	417	486	686	301	1038	917	707	642	160	925	762	1234	282	800	1280	807	1172	857	1081
LOC124901106	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
RPS14	14831	14913	16192	18635	20728	17551	17180	21193	12489	13072	6789	18168	14526	13429	17858	9914	15761	13029	15741	14460	18914
NDST1-AS1	9	9	15	18	20	13	9	21	17	17	19	24	62	44	28	31	42	7	11	6	8
NDST1	2440	2385	4355	4726	5558	4193	4405	5200	7593	6813	4295	8955	14107	12435	9974	9451	10455	2968	2969	3367	3548
LOC124901211	1	0	0	0	2	3	0	1	1	0	3	0	1	0	0	1	0	1	0	0	2
SYNPO	42	22	244	363	422	493	292	516	3539	1215	1827	16762	2034	7858	31904	20473	1924	61	117	57	64
LOC124901108	0	0	0	0	0	0	0	0	1	0	1	1	0	1	3	0	0	0	0	0	0
LOC124901107	1	0	0	0	1	0	0	0	2	1	2	4	1	4	7	0	0	0	0	3	0
MYOZ3	223	166	356	368	383	101	110	184	75	50	44	206	44	76	230	93	100	322	351	406	358
LOC124901109	56	43	72	85	167	47	41	56	1	2	1	12	0	2	1	1	6	53	105	72	72
RBM22	769	801	1191	1259	1391	996	1024	1587	1645	1141	941	2154	1646	1798	2867	1375	1448	884	1034	955	952
DCTN4	1763	1442	1942	1967	2244	1535	1683	2336	2096	1609	1309	1987	2181	1865	2585	1573	2004	1287	1804	1420	1990
LOC124901110	1	2	2	1	2	1	0	0	1	0	1	9	2	3	7	4	5	0	2	2	4
SMIM3	222	178	160	178	194	131	126	187	482	353	314	942	404	465	509	945	471	136	236	159	309
IRGM	4	4	5	2	11	3	1	10	4	2	6	5	6	0	6	2	2	12	7	4	7
LOC124901113	0	0	1	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0
LOC124901111	0	0	0	1	0	0	1	1	1	0	0	1	1	0	3	0	2	0	1	2	0
ZNF300	724	688	906	767	1007	318	366	476	245	268	194	520	573	524	471	205	376	647	719	854	724
LOC124901112	3	4	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
ZNF300P1	7	6	3	2	9	0	5	0	1	0	0	1	2	2	0	0	0	2	5	5	14
LOC124901114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC105378228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GPX3	469	528	557	707	812	170	193	255	630	552	432	824	688	724	478	417	692	715	801	841	661
TNIP1	675	820	956	1097	1313	835	874	1143	2421	2301	1123	3858	2962	4394	2551	2400	3423	735	770	683	755
ANXA6	2069	2191	4875	6116	7956	5030	6205	8435	9363	9954	7607	12951	8318	8255	12363	7412	9213	2463	3044	2814	2401
LOC107986463	0	2	2	0	1	2	11	10	37	52	21	27	31	20	29	18	25	1	5	6	5
CCDC69	204	280	256	325	374	265	391	467	4402	4247	3627	2517	2539	2626	3117	1331	3540	432	491	444	284
LOC105378230	1	1	0	2	1	1	3	1	5	3	6	3	5	1	4	8	9	0	1	0	1
LOC124901115	0	0	0	0	0	0	1	0	1	1	5	1	0	0	0	0	1	0	0	0	2
GM2A	1053	1328	1222	1481	1694	946	1496	1489	1299	1713	794	1923	1919	1824	1398	1265	1979	1232	1366	1407	1148
SLC36A3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	1	0
SLC36A2	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
SLC36A1	341	280	411	411	476	268	223	325	558	576	361	711	854	770	623	625	836	161	264	249	355
LOC105378234	0	1	0	0	2	0	1	0	0	0	0	3	0	0	0	0	0	2	0	2	0
FAT2	15	22	68	68	83	34	44	50	172	158	72	255	695	358	186	401	838	46	64	73	29
MIR6499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378231	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC124901116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPARC	4953	5289	12978	17489	22535	29444	32302	39467	38177	29236	19088	139292	117817	95771	127738	211054	72799	7050	8238	8255	5010
CLMAT3	0	0	1	5	3	7	9	5	1	0	0	9	14	13	7	7	2	1	2	1	1
ATOX1	219	319	346	400	457	335	415	446	410	348	209	796	749	715	764	547	678	243	260	269	245
ATOX1-AS1	4	6	3	2	6	7	3	2	0	1	1	3	7	0	1	6	1	2	2	2	0
LOC100652758	9	8	17	15	22	9	14	10	29	8	27	29	44	19	35	18	34	13	16	13	15
G3BP1	10234	9804	13927	12943	13202	7788	8210	11470	5883	4662	3912	5418	5840	5747	5819	4096	5184	13659	13984	16994	12281
GLRA1	1	1	0	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1
LINC01933	0	1	0	1	0	1	0	0	0	0	2	2	1	0	0	0	3	0	1	0	0
LOC105378236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378237	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
NMUR2	2	1	0	0	2	1	0	3	0	0	0	6	1	4	0	0	5	0	1	1	2
LINC01470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
LOC124901117	0	1	0	1	0	0	0	0	0	2	2	0	2	1	0	0	1	0	0	1	0
GRIA1	19	18	6	7	2	2	2	0	25	14	9	14	14	11	15	8	7	70	98	94	32
LINC01861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986464	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107983980	0	0	0	0	1	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0
FAM114A2	412	356	539	509	560	429	397	609	659	557	505	768	629	717	905	643	615	251	274	319	453
MFAP3	1054	945	1453	1457	1621	1036	974	1402	2027	1514	1215	1530	1997	1714	2218	1344	1625	921	1106	1058	1114
LOC124901118	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GALNT10	726	811	804	789	1192	2092	1969	3139	2681	1662	1683	2989	3803	4872	6943	5004	2011	565	797	866	513
LOC107986465	73	66	38	47	42	21	38	42	22	20	22	22	52	42	78	21	15	56	45	54	54
MIR1294	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAP30L-AS1	21	16	15	18	25	18	30	39	61	23	40	33	62	35	57	52	20	14	25	11	14
