	SRX2023641	SRX2023642	SRX2023643	SRX2023644	SRX2023645	SRX2023646	SRX2023647	SRX2023648	SRX2023649	SRX2023650	SRX2023651	SRX2023652	SRX2023653	SRX2023654	SRX2023655	SRX2023656	SRX2023657	SRX2023658	SRX2023660	SRX2023661	SRX2023662	SRX2023663	SRX2023664	SRX2023665	SRX2023666	SRX2023667
LOC101927691	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
LOC124901236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01622	0	0	0	0	0	0	1	1	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC124901237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC105374879	0	1	0	0	0	0	6	13	13	9	3	7	2	0	13	8	15	28	0	0	0	0	1	0	0	0
FOXQ1	0	0	0	0	0	0	1	6	9	5	19	14	14	0	59	45	61	62	1	1	0	0	0	0	0	0
LINC01394	0	0	2	0	0	0	3	2	1	0	1	3	1	0	6	6	10	7	0	0	0	0	0	0	0	0
FOXF2	0	0	0	0	0	0	46	53	92	60	45	30	41	0	103	92	107	110	3	4	9	22	1	0	0	2
MIR6720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723944	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	2	0
LOC105374883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC124901238	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC107986555	0	0	0	0	0	0	2	2	1	0	6	0	6	0	1	0	1	0	0	1	0	0	0	0	1	0
FOXCUT	0	0	0	0	0	0	4	3	6	6	4	5	3	0	5	0	10	7	0	0	0	1	0	0	1	0
FOXC1	1	0	0	0	3	1	196	235	318	284	241	275	211	0	226	330	358	302	66	82	56	48	2	2	1	2
GMDS	141	91	111	54	136	113	222	236	110	111	157	119	142	0	50	68	60	78	33	38	21	43	25	37	29	27
LOC107986514	12	11	11	11	6	12	77	91	26	34	42	56	36	0	36	34	31	36	7	17	9	6	9	8	9	4
LOC124901239	3	4	11	3	4	8	7	14	8	7	13	9	12	0	3	1	1	2	2	3	3	4	4	3	3	0
LOC107986512	9	5	7	3	9	3	13	13	2	4	11	6	10	0	0	3	2	3	2	1	1	1	1	1	0	1
GMDS-DT	8	8	8	3	9	12	32	30	28	27	27	41	20	0	4	7	7	20	41	36	28	34	39	63	38	53
LINC01600	11	1	3	2	5	2	5	4	1	0	5	6	4	0	1	4	0	0	9	5	0	4	2	4	2	0
LINC02521	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYLK4	7	0	2	1	2	6	35	23	28	29	54	41	46	0	65	31	32	28	43	35	14	22	18	34	26	31
LOC124901240	0	0	0	0	1	0	2	2	2	0	1	4	1	0	1	3	4	4	0	0	0	1	1	6	1	4
WRNIP1	197	152	189	56	190	170	400	536	603	574	695	904	628	0	320	194	236	241	400	376	209	313	336	399	353	397
LOC124901241	11	13	14	7	26	20	163	168	73	48	142	179	128	0	46	55	27	41	151	151	63	99	94	78	87	81
SERPINB1	79	53	43	28	49	52	91	105	35	19	104	55	90	0	77	88	48	78	116	106	38	39	74	93	61	64
MIR4645	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SERPINB9P1	6	2	1	0	0	4	12	17	3	6	19	21	16	0	2	6	4	5	4	12	8	5	3	2	8	4
SERPINB9-AS1	3	4	2	1	2	3	194	221	19	32	19	20	17	0	12	12	13	11	11	11	3	2	3	5	1	0
SERPINB9	194	251	258	122	290	317	8043	8480	777	737	883	989	784	0	782	729	623	604	222	297	141	171	59	75	44	46
SERPINB6	117	84	91	38	125	94	199	233	790	713	994	1100	883	0	470	445	765	887	390	445	245	325	356	424	325	323
LINC01011	20	20	12	6	29	27	47	38	46	45	46	62	42	0	45	21	34	25	37	45	16	19	14	20	18	33
NQO2	148	195	274	121	215	195	169	153	196	139	160	147	141	0	204	202	225	250	65	73	60	66	56	48	60	51
HTATSF1P2	40	25	41	25	49	43	49	60	34	40	54	61	44	0	71	43	62	51	21	17	20	18	7	16	12	17
LOC101927759	2	5	8	6	8	9	24	28	11	22	20	21	18	0	8	20	8	11	9	8	5	7	1	3	9	7
LOC124901242	5	1	2	2	3	3	0	1	0	1	0	1	0	0	0	1	1	1	0	4	0	0	1	0	0	0
RIPK1	115	166	193	62	189	149	254	398	501	468	530	596	471	0	230	265	242	273	103	109	103	115	108	106	126	113
LOC107986556	3	3	2	2	3	1	3	12	12	16	11	18	10	0	2	7	3	12	2	2	1	0	5	3	4	5
BPHL	223	132	120	81	204	153	267	297	405	377	284	305	248	0	187	181	166	163	132	99	73	98	101	88	121	132
TUBB2A	259	275	351	160	364	404	1513	1593	544	603	654	763	555	0	162	227	262	266	90	77	284	240	144	150	202	191
LOC105374889	7	10	3	4	5	5	27	23	19	16	16	19	12	0	0	7	4	11	8	10	1	4	2	11	7	2
LINC02525	32	8	9	3	11	15	31	52	2	3	5	0	3	0	8	11	10	10	16	10	2	2	0	0	0	1
TUBB2B	1841	2287	2043	1060	2512	2162	6632	7432	2506	3270	2761	3353	2323	0	665	621	1177	1094	306	318	306	332	79	98	36	45
LOC100422781	9	2	4	2	7	8	29	30	14	4	7	8	6	0	11	7	6	8	3	6	0	1	0	5	1	1
PSMG4	138	97	128	54	113	96	138	114	109	97	113	125	90	0	65	43	56	55	58	51	30	29	33	52	39	45
SLC22A23	353	286	293	172	389	332	575	647	478	398	770	780	678	0	279	302	297	305	693	694	309	351	1014	1035	617	680
LOC105374890	3	1	4	1	0	2	9	12	2	5	10	3	10	0	4	4	3	2	9	16	3	12	14	14	11	7
LOC643327	2	0	0	0	2	0	1	3	0	1	5	0	3	0	0	1	0	1	1	3	1	1	1	5	2	0
LOC100507336	0	2	0	1	3	3	14	14	6	5	15	12	11	0	5	6	6	3	0	8	3	6	4	6	2	3
LOC124901243	0	4	1	1	0	5	7	11	8	8	6	5	6	0	0	2	2	1	2	3	4	4	1	0	2	3
PXDC1	11	3	3	1	3	2	20	17	138	139	191	246	172	0	41	37	55	50	53	53	66	85	56	54	50	39
LOC124901244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
FAM50B	8	3	3	0	1	3	0	3	0	5	5	0	4	0	3	1	2	0	1	2	0	1	5	5	2	1
LOC107986557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
LOC107986558	0	2	0	0	3	1	3	0	22	11	8	7	6	0	6	5	17	13	9	5	32	27	134	120	299	276
LOC124901245	246	108	111	66	161	135	400	407	306	257	330	318	286	1	94	131	108	154	301	301	104	198	236	213	190	184
PRPF4B	1493	511	1250	610	1240	1035	3333	3672	2813	2684	3135	3217	2801	0	951	1076	1039	1284	1423	1292	747	1162	1011	1069	990	960
FAM217A	0	0	0	0	0	1	2	8	1	1	2	4	2	0	0	2	0	3	1	2	0	2	2	1	1	1
TEX56P	4	0	2	2	2	1	17	30	20	26	20	23	18	0	4	8	2	6	19	10	2	12	11	13	4	10
ECI2	143	142	144	57	143	131	217	239	360	346	337	405	300	0	121	129	95	74	226	186	136	151	211	271	279	251
ECI2-DT	0	1	0	4	1	2	7	10	5	12	12	8	9	0	1	8	9	8	5	8	0	1	10	8	6	5
LOC107986559	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0
LOC124901246	2	1	0	0	2	0	8	8	14	23	26	12	24	0	6	6	6	9	5	5	6	7	12	8	5	9
LOC102724096	0	0	0	0	1	0	4	1	0	1	3	4	3	0	1	5	0	2	3	3	1	0	2	2	2	1
LOC101927888	0	0	0	0	1	0	4	6	1	8	8	6	8	0	7	4	0	4	52	61	18	28	40	68	37	52
LOC107986560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
LOC105374894	1	0	0	0	0	0	2	0	8	3	5	19	4	0	3	1	1	1	2	1	0	2	3	2	4	4
LOC107986561	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0
LOC124901247	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	1	4	3	1	3
LINC02533	0	0	0	0	0	0	1	0	0	4	2	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0
KU-MEL-3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CDYL	2057	1027	1123	600	1639	1321	1615	1720	1434	1159	1373	1512	1237	0	1110	979	897	819	883	888	783	807	590	696	584	541
CDYL-AS1	16	8	8	2	7	11	6	5	0	0	2	0	2	0	0	0	0	1	1	3	0	0	0	1	0	0
LOC105374897	417	223	282	160	282	249	855	938	402	358	512	416	451	0	263	303	191	291	422	424	220	281	306	320	241	200
RPP40	57	31	66	37	59	36	91	99	131	116	114	110	98	0	28	25	29	20	28	24	20	25	35	40	39	41
LYRM4-AS1	21	12	5	8	14	5	56	55	107	77	73	139	64	0	35	37	27	29	29	47	20	22	28	25	31	44
LOC124901248	0	0	0	2	0	3	4	3	6	2	2	1	2	0	3	0	2	1	0	0	1	4	2	0	2	1
LYRM4	189	149	129	88	222	164	227	225	276	217	333	384	298	0	224	161	192	217	131	152	94	154	136	158	170	200
PPP1R3G	2	2	1	2	7	4	8	5	5	7	21	14	15	0	3	3	2	1	17	18	8	9	14	12	19	13
MIR3691	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC124901249	13	4	6	10	5	8	24	46	40	19	27	33	24	0	7	12	5	9	18	10	10	16	16	14	13	15
FARS2	102	58	115	50	86	77	667	703	438	462	554	528	490	0	171	226	172	274	265	268	154	256	320	363	420	391
FARS2-AS1	0	0	4	2	1	0	17	17	10	14	9	13	8	0	2	11	7	6	12	6	0	2	11	4	4	2
LOC101927950	1	1	0	0	0	0	8	7	5	7	6	6	4	0	1	1	1	2	1	3	1	0	8	6	5	5
LOC124901250	0	0	0	0	0	1	0	0	1	0	3	2	3	0	1	0	0	0	0	1	2	0	0	2	1	0
LOC124901251	1	0	0	0	0	0	4	4	1	2	4	8	4	0	0	0	2	1	6	3	3	7	4	4	3	2
LOC124901252	0	0	0	0	0	0	5	2	2	2	3	0	3	0	0	1	0	0	2	1	0	0	0	0	0	1
LOC107986516	17	6	8	2	9	5	11	12	9	13	5	15	4	0	3	4	6	3	5	5	6	4	12	4	3	7
LOC105374898	6	2	2	0	0	1	2	3	0	0	1	0	1	0	0	2	1	1	4	4	0	4	2	1	1	5
NRN1	1	1	0	0	0	1	4	1	0	1	0	0	0	0	1	0	2	1	2	2	0	0	0	1	0	1
F13A1	0	0	9	3	7	1	18	14	0	0	0	0	0	0	2	4	3	3	1	5	0	0	0	0	4	1
MIR7853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR5683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901253	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LY86-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
LY86	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC101928004	2	4	0	1	0	0	2	3	0	5	0	1	1	0	2	3	1	0	4	3	7	2	28	19	2	1
LOC101928047	0	0	2	3	4	2	5	3	0	0	0	3	0	0	0	1	0	0	2	3	1	0	12	12	2	2
LOC105374901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
LOC124901254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374903	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC03055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC105374904	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RREB1	493	356	320	171	485	412	1191	1329	1368	1208	1288	1208	1155	0	1289	1402	1132	1052	614	692	972	835	735	821	730	757
SSR1	1512	911	1252	653	1512	1282	3459	3716	6926	6306	9521	11025	8416	0	1845	1942	1533	1948	1327	1615	1272	1459	1351	1482	1367	1287
CAGE1	4	1	1	1	3	2	8	4	1	4	3	8	3	0	6	1	2	2	1	2	0	1	1	1	1	3
RIOK1	672	316	532	238	514	405	1304	1600	1011	881	1133	1240	1022	0	711	735	803	1020	409	485	270	342	344	397	404	397
LOC102724234	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSP-AS1	10	11	5	1	7	14	76	83	73	48	73	90	66	0	74	63	29	47	120	113	40	65	58	82	62	83
DSP	2291	1359	1021	507	1538	1453	15525	17224	11839	10483	12132	11211	10758	0	6330	7159	5597	8021	18875	18543	7388	9536	10734	11399	9204	9546
SNRNP48	417	135	216	93	307	219	633	664	788	740	912	962	819	0	148	201	192	266	404	395	329	440	273	329	295	267
LOC105374906	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0
BMP6	10	6	6	4	14	10	8	3	148	142	154	165	138	0	9	18	43	30	6	5	59	49	0	1	0	1
BLOC1S5-TXNDC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TXNDC5	5	3	3	0	1	5	0	0	6	2	3	8	2	0	3	4	5	5	3	3	1	0	0	0	0	1
PIP5K1P1	5	1	4	0	5	3	18	19	17	23	18	18	16	0	3	1	2	5	14	15	5	8	9	3	7	9
EEF1E1-BLOC1S5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLOC1S5	1	1	0	0	0	0	5	16	6	11	2	4	2	0	0	0	3	3	6	4	1	3	1	0	2	1
EEF1E1	71	42	70	37	86	54	89	98	115	89	118	128	107	0	64	46	38	42	44	36	25	34	34	46	41	33
SCARNA27	6	2	8	4	5	4	24	19	20	35	16	15	16	0	6	0	4	4	5	3	3	5	8	4	8	5
LOC105374910	0	0	0	0	0	0	5	3	92	99	200	161	171	0	14	11	69	101	0	0	2	1	0	2	0	1
LOC105374911	0	0	0	0	0	0	1	0	64	62	130	94	114	0	3	1	16	21	0	0	1	0	0	1	0	0
SLC35B3	91	28	66	29	54	42	269	247	599	580	577	600	517	0	79	73	69	81	171	155	84	119	122	141	123	93
LOC100506207	3	1	3	0	2	1	13	11	37	40	82	74	66	0	5	17	18	14	9	15	3	10	6	4	14	7
HULC	0	0	1	0	0	0	1	3	14	5	15	11	13	0	0	1	0	4	1	7	1	3	3	1	4	0
LOC112267952	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	2	2	1	1	0	0	1	1	0	0
LOC105374914	0	0	1	0	0	0	0	0	0	0	2	2	2	0	2	1	0	0	0	0	0	0	0	0	1	0
LOC107986562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901484	2	0	1	0	0	0	3	5	1	4	2	4	1	0	0	0	2	0	0	0	0	0	0	1	0	0
OFCC1	2	0	1	0	0	2	10	15	3	0	0	3	0	0	0	1	1	1	0	0	0	0	0	0	0	1
LOC105374919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124900218	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
LOC105374918	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374920	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1
LOC105374921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC124901485	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFAP2A	0	0	0	1	1	0	55	56	16	23	21	23	19	0	9	14	16	16	3	12	3	1	1	0	2	1
TFAP2A-AS2	2	1	1	0	4	0	21	16	5	9	11	12	11	0	2	1	3	5	2	1	4	1	0	4	1	2
TFAP2A-AS1	0	0	0	0	0	0	3	2	0	1	2	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC107986564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00518	0	0	1	0	0	0	0	0	0	1	1	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0
MIR5689HG	0	0	0	0	0	0	1	0	3	2	3	4	2	0	0	1	0	0	0	0	0	2	1	0	0	0
MIR5689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02522	0	0	0	1	0	0	3	4	88	95	154	162	143	0	4	2	6	4	0	0	2	4	3	3	0	4
LOC101928146	0	2	0	0	0	0	0	0	5	5	2	3	2	0	0	0	0	0	1	2	2	0	3	3	1	2
GCNT2	757	508	541	262	525	550	793	916	3465	2615	2490	2640	2246	0	1286	1276	877	964	752	801	998	1093	1243	1166	903	885
C6orf52	11	1	2	2	7	5	9	11	27	30	20	13	16	0	18	12	16	18	22	12	1	9	12	13	9	17
PAK1IP1	456	206	577	203	427	371	797	784	703	507	445	522	392	0	328	318	305	386	263	250	149	198	200	207	170	176
TMEM14C	890	476	510	278	697	522	809	882	1982	1674	1842	2032	1606	0	1924	1899	1573	1505	1084	1463	976	964	1032	1197	1011	1044
TMEM14B-DT	8	4	1	1	6	8	14	14	29	16	17	30	15	0	6	5	4	10	7	5	0	1	6	4	4	1
TMEM14B	431	260	358	157	412	349	598	593	1291	1137	1214	1324	1027	0	2057	2148	1659	1548	724	850	713	763	651	784	664	672
MAK	230	84	107	64	154	118	563	559	734	556	817	878	721	0	599	613	437	534	529	522	361	560	204	188	187	200
GCM2	4	1	0	0	0	1	2	0	6	1	12	8	12	0	4	1	0	2	13	11	10	18	1	2	0	3
SYCP2L	143	7	23	5	39	22	47	47	67	73	99	89	91	0	39	54	71	84	75	80	43	76	10	17	21	18
LOC101928191	10	1	3	0	2	1	3	4	5	2	6	6	5	0	2	1	2	8	9	10	7	7	3	1	2	1
ELOVL2	27	13	24	8	25	13	171	169	911	864	885	1222	794	0	43	50	119	157	70	61	33	57	19	22	13	16
ELOVL2-AS1	1	0	0	0	0	1	1	1	0	2	5	3	4	0	0	1	0	1	0	0	0	1	0	0	0	0
SMIM13	54	41	89	38	72	51	167	170	282	259	267	286	234	0	79	107	76	99	139	149	179	214	183	238	212	205
ERVFRD-1	8	7	14	7	8	11	50	62	65	54	66	64	60	0	25	14	22	27	17	12	4	13	13	16	11	7
NEDD9	35	32	73	28	67	50	187	216	1286	1362	1283	1684	1163	0	441	434	946	950	203	215	551	637	218	256	417	378
LOC124901256	2	3	0	1	1	1	10	4	27	24	39	32	36	0	5	3	1	8	2	5	15	11	6	5	3	6
LOC105374925	10	1	2	3	5	7	35	51	13	11	10	26	10	0	2	2	2	3	11	17	6	10	4	13	14	9
LOC105374927	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
LOC105374928	0	1	0	0	1	0	0	2	1	3	0	2	0	0	1	0	0	2	2	0	0	0	1	1	0	3
LOC105374929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
TMEM170B	172	39	73	36	109	67	89	87	385	379	400	444	360	0	25	31	25	61	152	160	161	233	134	148	126	127
LOC340184	0	0	0	0	0	0	0	0	1	7	3	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124900221	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADTRP	0	0	0	1	0	0	3	1	55	53	108	122	101	0	2	2	2	1	0	1	6	4	1	0	6	2
LOC124901258	0	0	0	1	0	0	0	3	14	22	36	65	30	0	1	0	3	0	0	0	0	2	0	0	0	1
LOC107986567	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
LOC124901257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
LOC102724379	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	1	2
LOC107986570	1	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101928253	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
HIVEP1	789	474	738	375	711	592	2010	2078	6376	5308	5759	5955	5141	0	1004	1162	1750	1956	2097	2354	2258	2661	2111	2155	1661	1718
EDN1	9	4	1	4	1	7	13	12	2956	2657	2388	2951	2110	0	22	36	210	251	87	133	440	423	37	33	28	35
LOC124901260	0	0	0	1	0	0	3	0	0	0	0	3	0	0	0	0	1	0	1	0	0	1	0	0	1	1
LOC105374931	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0
LINC02530	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC107984015	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PHACTR1	45	72	52	25	83	64	92	110	46	58	55	77	47	0	85	71	111	142	112	152	156	193	105	104	186	198
LOC105374935	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC105374934	4	5	3	2	1	5	13	10	0	2	2	2	2	0	0	0	1	2	1	0	0	0	0	0	0	0
LOC124901262	6	6	3	5	7	4	17	33	15	3	8	8	7	0	0	3	5	0	21	20	36	56	21	28	62	66
LOC105374933	7	3	3	2	6	2	24	12	5	4	7	10	7	0	1	3	6	15	28	24	16	18	14	16	31	40
TBC1D7-LOC100130357	14	4	5	0	1	6	11	19	7	2	12	16	9	0	3	9	7	8	23	29	14	25	14	18	24	28
LOC100130357	14	11	10	4	13	9	57	75	28	15	26	47	24	0	30	25	19	29	93	85	45	54	42	49	72	74
TBC1D7	12	4	12	8	11	6	63	73	83	47	49	58	48	0	18	26	19	22	32	42	24	29	21	32	34	21
LOC124901261	0	1	0	0	1	0	1	3	2	1	1	0	1	0	0	0	2	0	1	0	0	0	2	0	4	2
LOC105374936	0	0	0	0	1	0	1	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	2	1	5	3
GFOD1	84	74	72	50	110	99	235	289	379	333	476	524	432	0	175	217	90	62	254	251	310	297	420	425	577	576
GFOD1-AS1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC105374937	5	1	0	0	11	3	9	6	13	12	4	3	4	0	5	8	5	3	15	15	8	5	13	16	15	11
SIRT5	63	23	42	32	55	33	168	210	154	117	124	141	110	0	63	63	55	90	195	180	96	140	162	151	170	124
LOC105374938	3	4	1	2	4	3	18	13	14	15	12	6	10	0	6	6	1	7	11	12	7	11	17	14	14	16
LOC124901263	1	0	2	0	0	1	0	1	0	0	4	5	4	0	1	1	0	1	0	3	1	2	4	1	4	4
NOL7	1415	834	1454	640	1405	1127	1607	1768	2942	2568	3427	3858	2899	0	1371	997	1382	1573	946	946	926	1287	1081	1293	1367	1505
RANBP9	443	299	326	180	402	317	1100	1072	1550	1290	783	728	689	0	1022	1026	818	901	1046	1038	881	997	795	850	937	958
LOC124901523	0	0	1	0	2	0	3	5	1	3	7	2	7	0	0	1	2	2	1	0	4	4	3	2	1	0
LOC124901264	0	0	1	0	0	1	3	1	5	2	2	4	2	0	2	1	1	3	2	2	2	0	1	2	2	0
MCUR1	252	209	298	111	325	251	745	812	1411	1196	1140	1346	972	0	865	981	705	771	598	618	667	682	476	560	633	717
LOC107986571	3	4	5	2	5	5	7	11	4	7	4	5	3	0	3	5	4	4	4	10	5	0	2	9	4	6
RNF182	46	38	42	27	38	41	79	85	139	104	102	120	90	0	57	52	44	38	14	21	8	6	4	13	1	1
LOC105374939	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC124901265	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD83	35	57	65	26	87	52	28	27	34	32	25	17	19	0	42	22	29	17	23	19	6	13	13	6	13	13
LOC105374940	4	2	2	2	4	1	3	0	1	2	1	2	1	0	3	1	0	1	0	1	1	0	2	3	3	2
LINC01108	2	28	22	8	29	23	30	31	0	0	1	0	1	0	5	2	3	4	1	0	0	0	1	1	1	0
LOC124901266	3	21	18	4	18	26	28	19	0	0	1	0	1	0	5	2	0	1	0	5	0	1	1	2	2	1
LOC105374943	16	7	4	4	15	16	3	4	0	3	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0
LOC105374942	24	18	22	6	15	16	24	26	2	0	0	2	0	0	0	0	0	0	4	1	0	2	0	0	1	3
LOC101928331	45	28	36	7	48	25	34	34	1	6	0	3	0	0	7	10	4	6	11	14	2	4	2	2	4	3
LOC101928354	21	15	21	7	23	9	14	22	5	0	1	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0
LOC102724463	8	6	5	1	0	13	3	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
LOC105374945	27	42	88	10	31	29	35	43	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0
LOC105374946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JARID2	3249	2721	3180	1331	3547	2741	2746	2904	1599	1278	1177	1120	1049	0	875	896	1546	1491	374	370	448	407	235	277	478	494
JARID2-AS1	3	1	3	0	0	0	8	4	1	0	0	1	0	0	0	1	3	1	5	0	0	1	0	0	0	0
DTNBP1	61	42	50	15	65	47	90	133	156	149	202	167	186	0	67	30	125	139	51	42	71	104	55	61	116	103
LOC105374947	41	22	32	13	30	21	81	78	87	72	87	76	75	0	28	39	59	65	28	18	37	47	31	31	45	53
LOC124901267	22	10	15	8	16	12	125	154	104	97	124	101	115	0	19	21	32	45	44	40	61	102	30	41	85	62
LOC102724520	0	0	0	0	0	0	0	1	0	0	0	0	0	0	19	36	0	0	44	43	0	0	58	37	0	0
LOC105374948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	0	41	30	0	0	22	18	1	0
LOC105374949	3	7	4	0	8	6	1	3	0	0	1	0	0	0	4	3	0	0	56	48	0	0	20	17	0	0
LINC02543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	10	0	0	3	1	0	0
MYLIP	317	155	237	128	296	231	163	180	294	233	229	209	203	0	144	137	94	108	390	347	239	286	338	370	542	469
