	day30_rep1_gfp_oe	day30_rep1_control	day30_rep1_epi	day30_rep2_gfp_oe	day30_rep1_hey2	day30_rep2_hey2_ge	day30_rep2_hey2	day30_rep1_hey2_ge	day30_rep2_hey2_oe	day30_rep1_hey2_oe	day30_rep1_tbx5	day30_rep3_tbx5_ge	day30_rep2_tbx5	day30_rep1_tbx5_ge	day30_rep2_tbx5_ge	day30_rep1_tbx5_oe	day30_rep2_tbx5_oe	day30_rep1_nr2f_ge	day30_rep2_nr2f_ge	day30_rep1_nr2f	day30_rep2_nr2f	day30_rep3_nr2f_ge	day30_rep4_nr2f_ge	day30_rep1_nr2f_oe
ZKSCAN7-AS1	7	11	15	10	21	14	19	5	26	13	21	40	18	8	15	19	21	0	12	10	10	12	10	28
ZNF660-ZNF197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF660	212	71	270	171	220	123	173	60	171	220	152	65	151	82	221	238	196	40	130	98	123	143	51	279
ZNF197-AS1	7	1	6	5	9	5	9	5	7	5	5	7	8	1	4	15	7	7	2	9	7	9	7	6
ZNF197	0	2	10	0	5	3	4	5	2	0	0	6	4	5	2	2	5	1	2	2	1	11	0	1
ZNF35	454	120	346	415	391	319	271	235	503	425	294	853	313	200	488	455	484	117	242	316	282	324	134	566
LOC124905403	52	43	54	29	80	54	89	27	40	44	56	35	60	42	43	60	46	92	23	38	52	40	67	55
ZNF502	166	56	196	155	171	99	154	63	160	177	156	122	134	146	151	192	201	74	127	65	131	119	30	213
LOC105377056	1	0	3	1	6	1	0	0	0	3	3	3	4	0	2	0	3	1	3	2	8	3	0	6
ZNF501	128	53	128	110	154	78	176	43	92	102	96	71	75	75	121	155	107	29	60	31	60	81	56	167
KIAA1143	1802	646	1811	1702	1621	1164	1712	1051	1869	2126	1450	1523	1477	874	1089	2181	1871	407	912	1248	1279	1103	674	1928
KIF15	618	37	419	188	296	124	172	120	184	515	160	93	136	95	270	578	227	201	210	119	111	269	118	804
MIR564	1	0	3	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	1	0	0
TMEM42	215	182	302	175	233	184	476	210	159	162	36	65	96	93	64	243	158	277	132	97	120	200	206	141
TGM4	4	1	7	3	1	5	2	2	6	1	3	9	1	1	9	2	4	3	4	1	2	3	0	2
ZDHHC3	1340	874	2520	1710	2608	1823	2322	1744	1883	1435	2871	2112	2824	1946	2066	1490	1818	786	1894	1497	2354	1922	1090	1534
EXOSC7	1031	292	941	800	830	519	887	832	871	773	848	1643	927	659	691	794	842	791	740	684	812	678	455	850
CLEC3B	2	10	10	1	2	8	20	7	7	3	5	14	19	21	1	3	6	8	1	2	4	7	13	9
LOC124906233	0	0	2	0	0	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDCP1	13	80	153	31	20	56	37	12	54	4	117	121	11	66	964	9	50	5	433	9	16	15	35	18
LOC101928636	0	0	3	0	1	0	0	0	1	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0
TMEM158	189	813	591	170	91	128	102	61	170	45	163	194	95	146	855	82	257	165	1025	45	152	86	63	211
LOC124906378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377061	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	1	0	3	0	0	0	0
LOC105377062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
LARS2	1116	596	1500	1376	1717	1566	1599	1383	1857	1035	1037	1464	1410	606	914	1134	1450	257	682	1517	1405	1012	710	1253
LARS2-AS1	1	0	0	1	0	0	1	0	1	3	1	7	0	1	0	3	0	10	0	3	0	1	0	2
LIMD1	830	465	845	749	799	589	761	599	984	1093	661	890	851	458	449	1044	830	126	257	1045	683	519	345	829
LIMD1-AS1	5	0	3	2	4	0	5	1	3	1	2	5	3	1	1	2	2	1	3	6	7	4	0	4
TRR-ACG2-1	3	0	0	2	1	0	0	0	0	1	1	3	0	0	1	0	0	0	2	0	2	0	0	1
SACM1L	1505	436	1408	1650	1472	988	1016	709	1833	1499	1297	2011	991	778	1222	1826	1835	255	793	1313	998	700	377	1650
SLC6A20	35	36	23	12	17	27	28	15	24	61	14	11	82	7	4	55	20	3	5	17	30	40	39	30
LOC107986082	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0
LZTFL1	463	248	882	621	496	183	456	203	573	663	853	1400	410	593	311	704	786	195	553	330	457	310	150	561
LOC124909374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCR9	8	5	4	2	6	1	4	2	1	8	2	2	5	2	0	6	0	0	0	0	1	3	1	6
FYCO1	1779	2026	3003	3243	3943	1858	4034	2860	4197	2998	2813	2380	3623	2523	939	3165	4136	278	1341	3261	3054	2101	1672	2494
CXCR6	4	3	6	7	7	6	5	3	7	0	10	11	4	7	8	2	12	2	2	8	7	1	8	8
LOC105377063	9	0	2	1	1	0	3	0	2	2	1	3	0	2	1	3	2	4	1	0	1	2	0	1
XCR1	1	1	0	0	0	0	1	0	0	6	1	1	0	2	1	0	1	1	2	0	4	0	2	1
LOC105377067	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	2	2	0	0	0	0	0
CCR1	1	1	6	0	0	2	0	5	1	0	0	4	1	0	4	1	4	1	0	0	0	1	1	0
CCR3	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0
CCR2	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	0	0	1	0	0	1	0	1	0
CCR5AS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CCR5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCRL2	1	2	8	1	0	1	3	1	2	3	0	1	1	0	1	4	0	0	1	5	0	5	2	1
LINC02009	1	0	0	3	0	1	1	0	3	1	0	0	0	0	0	1	1	0	0	3	0	6	0	1
LTF	0	1	1	0	0	0	3	0	0	0	1	5	3	0	1	1	0	1	0	2	0	1	0	0
RTP3	0	2	1	2	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	2	1	1	0	0
LRRC2	540	349	148	488	225	141	123	163	516	560	433	52	816	184	92	567	374	204	85	413	592	166	75	356
LRRC2-AS1	4	0	1	0	0	3	1	0	2	1	1	0	1	0	4	1	0	0	0	0	4	0	0	2
TDGF1	26	28	28	11	3	75	1	82	12	18	6	18	25	12	26	13	14	20	10	235	322	41	28	7
FAM240A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	2	0	0
ALS2CL	120	133	267	91	139	112	259	152	147	119	239	205	534	305	230	137	117	145	150	210	430	353	279	104
TMIE	33	11	34	16	8	8	16	8	9	21	7	2	9	16	5	21	8	21	10	13	28	15	22	15
PRSS50	24	30	67	25	10	65	28	46	25	14	35	4	68	14	15	15	27	26	25	12	97	30	28	10
PRSS46P	8	7	12	4	2	16	4	0	10	5	3	0	9	1	2	5	6	1	1	2	16	7	0	0
PRSS45P	9	15	12	7	1	17	9	5	14	18	2	1	2	0	1	13	15	2	1	9	28	7	6	6
PRSS43P	32	47	21	15	11	26	16	26	26	45	24	5	39	8	19	39	22	8	3	24	43	14	20	17
PRSS44P	617	1065	953	1138	347	1030	381	1061	1226	927	910	61	1373	164	92	1025	1161	108	100	2795	1563	340	784	495
PRSS42P	312	657	707	717	253	682	278	637	715	581	592	21	734	83	64	636	767	23	48	1748	1104	212	431	363
MYL3	38346	32012	28072	26598	11517	36227	10060	53586	37583	24083	8998	7617	18820	6984	4210	23587	24425	19877	5120	41966	24528	32877	36622	17678
PTH1R	1066	1012	1888	626	3069	2354	4690	2848	777	1108	1299	438	3785	977	382	1224	720	3320	624	2462	3298	3337	2940	615
CCDC12	1509	735	1350	1157	1290	983	1289	1296	1269	1209	1059	1940	1311	875	1079	1200	1147	1299	1097	1307	1434	1556	453	926
LOC124909375	4	2	0	1	1	1	0	2	1	1	3	2	1	0	1	2	0	0	0	1	0	0	0	3
NBEAL2	576	800	1480	699	682	452	1304	570	921	797	679	360	765	461	988	865	848	257	611	946	753	665	449	624
NRADDP	2	4	3	4	6	4	11	4	1	4	5	1	8	3	5	11	5	0	1	6	3	2	0	3
SETD2	2715	921	2953	3477	2480	1387	2020	1258	3740	2796	2635	4211	2236	1396	1910	3242	4292	668	1611	2237	1686	1375	968	4328
KIF9-AS1	109	81	194	116	119	94	175	90	119	71	133	217	103	64	71	113	157	28	95	129	88	86	61	94
KIF9	245	78	259	161	181	213	199	138	196	193	154	256	184	97	113	207	216	110	121	138	150	155	96	175
SNORD13J	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
KLHL18	1304	612	1253	1445	1249	1217	1021	1183	1784	1160	1214	3221	1301	654	1451	1279	1634	296	833	1612	1207	1071	430	1446
PTPN23	1512	1866	3038	1642	2139	1079	2469	1397	2058	1302	2384	3066	3300	1294	1709	1437	1866	980	1813	1981	2174	1545	1740	1735
SCAP	1983	2972	4984	1999	4435	2474	6041	2908	2409	1808	4106	2632	5338	2512	2474	2010	2505	2158	3101	3024	3988	3202	2613	1580
LOC124906372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377073	1	0	8	1	1	1	2	2	3	2	4	2	3	0	0	2	4	0	2	1	0	0	0	1
ELP6	1107	490	1164	889	1360	1065	1293	1042	1165	1067	675	704	1035	610	803	1067	1044	870	746	956	970	1071	531	1090
LOC105377074	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSPG5	1089	1140	954	984	984	301	774	591	1139	1414	626	87	1786	381	808	1479	1224	53	375	1234	933	1556	659	1011
SMARCC1	4757	1857	7665	4201	5241	2697	4767	2764	4691	4771	5680	3380	5468	3051	5532	5116	5101	1305	4281	3284	4665	4330	2594	6349
LOC124906234	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SNORD146	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
HIGD2AP2	2	5	2	2	4	1	4	5	4	2	0	2	7	0	0	2	5	9	2	1	8	2	5	0
DHX30	4534	3287	5011	4025	5126	3400	5414	4487	5492	3828	3654	7681	4997	2336	3423	4006	4269	2787	3271	4264	4617	4266	2799	3995
MIR1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP4	22904	21962	29736	30159	21049	16108	17993	15798	36238	30144	21768	14358	23725	17366	16110	31302	34716	6182	13485	35020	26575	14767	13677	24725
CDC25A	956	183	851	400	778	671	456	498	565	816	443	1717	521	153	835	779	439	306	336	733	571	699	251	1086
MIR4443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMP	0	0	0	0	1	1	0	0	0	1	0	2	1	1	0	0	1	0	0	2	0	0	0	2
ZNF589	381	197	568	232	472	258	708	295	248	398	364	121	414	268	219	423	315	199	206	185	352	308	312	612
NME6	644	378	833	670	1043	843	981	805	745	696	599	1116	652	494	610	678	643	330	581	826	780	743	384	698
FCF1P2	238	67	221	198	212	160	212	143	188	218	122	304	129	97	132	237	193	118	107	166	171	137	48	188
SPINK8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	1
MIR2115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXW12	5	1	3	0	3	3	4	0	1	0	2	0	0	0	1	1	0	0	1	1	0	3	0	2
PLXNB1	1693	1303	4090	1435	2537	1114	4456	1584	1933	1699	3635	2846	3492	2073	1842	1728	1860	475	2345	2207	2437	1767	1093	2176
CCDC51	592	258	646	394	613	425	656	469	536	461	558	778	567	354	494	491	472	248	464	473	651	526	196	467
TMA7	4970	1070	4314	3350	3247	4399	5134	4485	3844	3677	2525	9193	5373	3542	4031	3942	3387	2419	3726	2193	2851	4961	989	3425
ATRIP	10	8	22	8	16	15	17	2	6	8	11	8	8	5	2	10	11	11	12	7	10	18	1	10
ATRIP-TREX1	0	6	15	2	3	4	8	3	1	6	10	3	5	0	12	4	2	0	8	7	1	2	0	7
TREX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHISA5	2215	2474	5195	2459	3760	2341	4138	3180	2807	1763	4122	11797	4544	3889	5484	1647	2995	3669	4491	2355	4329	4923	2416	2027
PFKFB4	133	213	705	83	174	173	680	140	105	97	210	242	258	123	348	95	124	189	162	165	132	220	1053	149
MIR6823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UCN2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0
COL7A1	959	2188	1653	1076	1997	1399	4259	2074	1747	650	1227	797	2446	614	587	830	1386	611	416	2479	3688	1367	1640	894
MIR711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UQCRC1	11583	7188	9249	9631	12499	11062	12806	11058	13465	9161	6172	6510	10983	4232	4668	9725	8900	8135	4536	10161	12076	10160	7936	8046
SNORA94	2	0	0	2	1	1	3	0	3	0	3	1	2	0	0	0	2	0	0	0	1	1	0	0
TMEM89	1	2	6	2	1	0	2	3	2	0	0	0	2	0	0	0	3	0	0	3	1	2	2	2
SLC26A6	274	364	763	228	724	596	933	598	398	221	569	415	851	329	523	293	316	363	259	608	760	546	652	279
MIR6824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELSR3	823	213	844	386	517	311	550	380	552	648	1006	819	1096	428	409	848	463	161	738	346	665	505	332	1365
MIR4793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02585	18	5	21	10	13	19	13	12	21	13	16	12	24	9	10	18	15	0	13	15	22	13	2	15
NCKIPSD	992	1302	2279	920	1539	1252	2424	1462	1160	1114	1554	487	2103	1359	1062	1021	1103	1039	1211	1650	1848	1612	2231	796
IP6K2	2361	1007	3028	2059	2414	1532	2454	1716	2189	2031	2975	2929	2697	2142	2531	2099	2444	2012	2860	1400	2351	2692	1308	2406
PRKAR2A	3181	1662	4179	2929	3577	2266	3165	2298	3533	3298	3082	2961	3661	2223	3511	3351	3625	1240	2511	4001	3382	2438	1505	3278
PRKAR2A-AS1	42	33	56	30	44	23	84	31	51	50	29	14	39	15	14	41	38	14	21	40	36	22	36	33
SLC25A20	685	381	746	719	711	536	471	570	780	681	906	934	866	638	492	653	757	363	734	751	1033	691	222	461
ARIH2OS	119	64	120	73	124	45	192	102	115	88	79	119	116	52	20	108	106	78	91	70	97	71	44	62
ARIH2	3460	1789	3801	3651	3447	2188	3245	2182	4094	3677	2847	3890	3906	2048	2259	3783	3966	1043	1805	2857	3286	2233	1368	3920
LOC124909376	7	5	16	5	17	6	17	9	11	19	6	4	10	9	3	11	5	20	8	0	9	13	3	5
P4HTM	968	1450	2118	964	1558	1201	2883	1407	1193	1024	1345	426	2216	1116	623	1132	1056	1412	1319	1150	1748	1305	1266	751
LOC124906235	22	28	68	35	40	62	56	37	22	23	29	14	63	34	25	27	41	30	17	44	54	34	37	39
WDR6	4641	5507	10012	5057	9311	4448	9959	6881	6467	5036	7038	7619	8401	4390	4434	5362	6325	2881	5162	8343	8501	6009	4404	4962
DALRD3	559	776	1370	534	1258	635	1556	839	711	527	791	421	1267	533	506	640	553	525	737	777	1116	918	751	546
MIR425	2	0	0	0	0	0	0	1	1	1	0	3	1	0	0	0	0	2	0	1	0	0	1	0
NDUFAF3	3036	2628	3250	2667	3750	2564	4101	3682	3469	2838	2077	1222	3884	1692	1644	2662	2726	2689	2349	3260	3569	3718	1784	1802
MIR191	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IMPDH2	5486	2829	7384	4661	4600	2198	6444	2416	5745	4225	4562	3284	6221	4343	3917	4214	5075	4986	3530	2920	4783	2899	2262	4459
QRICH1	3060	1982	3774	2883	3322	1966	3098	2668	3535	2984	3103	7028	3202	2240	2841	3128	3323	1284	2387	2760	2762	2921	1907	3375
QARS1	4580	5750	9784	4833	8336	3524	10290	4939	5779	4403	6531	2995	10016	5333	2891	4559	5156	5736	5280	4713	9704	5891	5312	4465
MIR6890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP19	2367	2570	4104	2437	3343	1944	3975	2680	3282	2401	2675	5031	3668	1982	1466	2579	2801	1538	2019	2506	3610	2406	2073	2597
LAMB2	8835	11021	20443	10422	16761	11159	31870	14839	15279	7968	19396	17434	33034	9332	7774	10470	14112	5828	8043	24844	20143	9652	9512	8869
LOC124909377	5	4	12	13	9	3	15	5	12	2	4	2	13	3	6	13	9	10	7	3	9	1	8	5
LAMB2P1	31	0	18	17	9	6	17	6	25	19	2	38	10	3	1	19	19	13	8	5	10	7	26	24
CCDC71	1069	642	1082	827	1054	613	1099	800	1112	848	836	496	1159	678	866	838	906	887	895	694	883	1077	587	739
KLHDC8B	7507	4569	6020	5182	6058	6130	5892	5534	6578	6430	4185	2943	7642	2463	3290	5837	4964	3997	2322	7054	6955	7818	3540	3961
C3orf84	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0
IHO1	31	0	38	28	3	3	3	5	26	35	3	5	3	1	2	41	32	0	0	7	7	2	1	27
C3orf62	292	148	313	274	309	303	384	192	290	225	235	370	317	120	144	233	355	121	123	232	247	182	107	231
MIR4271	0	0	0	0	0	0	0	1	1	0	0	1	2	0	0	0	2	0	1	1	0	0	0	1
USP4	1553	866	2118	1900	2053	1491	2058	1222	2095	1524	1567	1645	2213	1045	1390	1594	2050	781	1070	1728	1739	1471	1153	1530
LOC124906236	65	42	107	87	73	90	132	67	87	59	51	34	101	37	67	60	87	19	36	78	79	62	43	67
GPX1	7071	3925	6297	4903	7554	6047	8107	7231	6172	3958	4340	11272	6151	3862	4656	4087	4837	7210	6248	4923	7166	7055	3675	4591
RHOA	11588	5742	16506	11671	13657	9587	11091	7887	12556	10472	12993	14033	15092	10671	14836	10002	13078	8364	10950	10174	12122	11204	6542	9952
TCTA	644	580	928	909	1361	1196	1375	1026	1153	769	1066	766	1327	757	741	662	1044	412	1046	898	1285	1214	486	602
AMT	443	887	1112	446	1049	563	1626	789	479	467	518	166	1138	423	202	479	531	913	306	608	1187	944	1069	306
NICN1	719	635	1502	749	1317	943	1601	1058	843	813	842	356	1265	643	456	857	859	532	569	1012	1237	1017	703	768
DAG1	4699	6408	11012	5359	13044	7614	14967	9173	6763	5795	10346	5041	16389	6186	6688	6266	6779	1351	6100	14962	11194	7904	6051	6008
BSN-DT	10	12	8	7	11	14	23	17	20	11	9	7	14	11	2	11	13	11	9	7	24	9	14	11
BSN	296	105	323	139	204	182	249	146	126	297	169	131	199	91	92	408	174	53	335	199	338	152	101	610
APEH	3155	2900	4773	3533	5134	3163	4989	3737	4709	3319	3494	1865	5259	2245	2339	3135	3578	2431	2962	3655	5204	3807	3186	2948
MST1	377	699	1097	464	905	546	1960	811	540	414	595	739	845	473	446	482	602	1099	620	595	959	739	857	301
RNF123	1310	1561	1955	1537	2232	949	2125	1509	2169	1519	2225	971	2891	1417	670	1655	1743	293	1400	2416	3404	1337	988	1441
AMIGO3	148	222	509	182	335	180	339	239	269	145	424	5821	522	243	304	155	263	163	313	264	431	257	144	194
GMPPB	431	534	1326	659	1025	714	1029	772	670	394	1073	6323	1230	733	1634	408	726	628	1120	878	1073	1043	527	463
IP6K1	2460	1239	3122	2553	2422	1779	2254	1751	2984	2330	2147	5607	2587	1392	2086	2412	2841	898	1842	2088	2574	1775	925	2528
CDHR4	3	2	24	8	1	8	3	4	3	4	4	15	6	3	9	6	6	4	9	0	6	12	14	1
INKA1	69	81	316	175	264	225	272	159	198	65	298	94	508	212	381	64	263	855	513	123	304	869	124	54
UBA7	194	1075	2012	570	670	74	1287	171	524	181	1130	238	1675	1285	188	250	818	1509	1476	193	757	611	406	156
MIR5193	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAIP	294	93	331	131	245	168	248	129	132	230	169	155	237	85	232	244	147	250	156	119	179	285	92	325
CAMKV	476	6	95	17	3	0	9	0	17	333	1	4	5	0	7	378	18	0	34	14	20	4	0	717
MST1R	9	1	14	1	10	3	16	8	2	8	19	29	15	10	13	8	7	2	12	7	4	7	8	6
MON1A	334	184	408	282	475	301	382	373	324	281	423	756	571	289	380	269	290	245	328	491	506	387	115	253
RBM6	2770	1305	4377	2795	3046	1697	3293	1571	3100	2711	2096	2541	2548	1355	2055	3313	3491	1035	1791	2916	2966	2029	1185	3482
RBM5	4155	1985	4896	4106	3257	2091	3741	1925	4456	4090	2656	3431	3251	2172	1875	4384	4319	1889	1991	2478	2619	2169	1767	4735
RBM5-AS1	182	176	454	315	282	159	297	148	326	272	231	64	256	176	102	344	383	13	162	166	203	148	182	351
SEMA3F-AS1	54	23	71	24	33	35	61	28	29	47	39	55	61	30	29	38	36	15	27	45	30	37	7	50
LOC124909484	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SEMA3F	213	118	911	199	317	231	1128	353	206	240	853	197	903	788	254	240	203	445	1374	194	321	809	550	234
GNAT1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0
SLC38A3	174	172	132	124	239	68	308	139	223	159	76	89	191	56	7	156	116	31	34	143	198	53	95	102
GNAI2	6953	7791	15551	6413	9478	4527	9423	5662	7238	6041	11329	9779	15117	11169	12365	6371	7926	10880	11286	7600	12105	11995	7237	5669
MIR5787	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0
SEMA3B-AS1	26	30	54	40	46	34	156	78	50	46	43	10	89	22	12	42	59	14	21	50	69	40	30	29
SEMA3B	575	901	1887	726	912	389	2405	1080	801	541	1681	409	1402	1563	545	551	860	568	1811	1026	1090	608	707	362
MIR6872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LSMEM2	1051	1086	484	1049	678	451	717	940	1256	1335	512	31	1171	256	9	1207	965	334	123	776	1019	399	609	605
IFRD2	1540	1395	1879	1348	2067	1621	1786	1663	1780	1155	1456	1678	1660	1109	1682	1192	1356	774	1302	1762	2272	1674	1044	1108
HYAL3	141	108	159	121	118	101	136	87	153	112	159	136	208	98	79	127	124	140	107	84	191	140	69	131
NAA80	127	310	308	142	298	163	553	261	158	120	201	60	344	135	105	116	158	525	224	191	276	321	490	131
HYAL1	36	61	128	41	82	25	87	40	45	42	35	24	75	25	20	42	44	53	51	57	56	54	67	28
HYAL2	1218	1133	2418	1106	3206	1907	2969	2358	1255	1156	2525	530	2902	1274	2129	1223	1267	1658	2139	1759	2528	3050	1548	1005
TUSC2	1276	936	1544	987	1845	1453	1756	1705	1281	998	1514	3289	1946	1189	1378	1050	1014	1220	1322	1431	2049	1659	807	998
RASSF1	1307	411	1035	832	919	727	811	831	1130	760	1073	4584	1120	681	1623	893	916	519	971	835	999	873	481	860
RASSF1-AS1	3	2	6	2	1	3	4	4	1	1	5	7	4	0	3	3	2	7	9	1	3	8	12	2
ZMYND10	44	29	170	50	32	14	38	9	44	42	20	55	61	23	14	51	37	23	37	15	37	19	2	78
NPRL2	412	331	660	374	581	394	723	392	451	354	484	490	632	346	381	397	389	474	409	327	642	453	337	502
CYB561D2	140	103	178	117	156	118	163	142	125	114	193	241	205	144	221	99	122	150	206	80	139	172	62	89
LOC127898564	0	1	2	0	0	0	2	0	0	1	1	1	4	0	0	0	0	0	0	0	2	2	0	0
TMEM115	1047	979	1369	1050	1201	962	1412	1156	1229	785	1038	4269	1547	872	1080	926	1096	1107	1208	933	1389	1238	584	943
CACNA2D2	228	106	370	225	1190	97	2528	264	300	197	301	217	1000	136	70	306	377	61	248	441	516	156	242	450
LOC101928965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC124909378	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	1	0	0	0	3	0	0	1
LOC105377083	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C3orf18	316	590	836	470	849	564	1326	684	584	402	480	238	1013	421	238	414	491	402	316	509	818	639	653	280
HEMK1	587	748	1757	741	884	722	1673	735	770	553	1166	672	1421	879	666	591	779	821	839	660	1037	765	594	607
CISH	477	1238	790	497	438	215	414	279	647	431	389	186	598	266	269	519	548	371	289	436	559	259	336	248
MAPKAPK3	2390	5313	3374	3296	5525	2308	4863	2920	4195	2690	2552	1798	4552	2084	1183	2432	3425	1737	1773	2997	3601	2248	2611	1440
LINC02019	32	34	26	34	26	20	26	30	28	34	20	45	46	5	7	41	29	21	8	27	37	6	11	25
DOCK3	153	111	184	103	305	64	294	101	123	209	266	178	376	133	45	243	115	25	152	141	105	60	48	389
MIR4787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANF	1653	837	3572	1569	2902	2863	3377	3972	1602	1206	2978	29029	4070	1991	4377	1136	1823	2441	2484	2222	2630	2865	812	1377
RBM15B	2821	3974	5905	3012	5647	2742	6823	4217	3601	2802	4057	4989	6562	2976	3669	2746	3561	2744	4508	3692	5571	4891	2763	2996
DCAF1	944	451	1166	1094	925	636	574	624	1263	1033	877	1346	761	585	786	1178	1245	161	565	898	833	588	320	1404
LOC105377085	6	0	2	0	0	8	1	7	2	3	4	14	0	0	1	4	0	1	0	4	0	0	0	3
RAD54L2	1303	602	2420	1551	2263	1312	1702	1466	1747	1427	1704	2993	2108	1000	1736	1497	1776	491	1176	1943	1649	1215	552	2034
LOC124906237	0	0	6	3	0	6	0	3	2	1	0	9	3	3	4	2	3	0	1	1	4	4	0	2
TEX264	870	794	1454	959	1797	1184	2487	1546	1101	769	1133	973	1958	870	674	834	1004	1320	1031	863	1522	1333	870	615
GRM2	77	14	104	15	89	18	233	76	28	94	106	45	104	70	25	88	37	5	58	38	49	28	68	131
LOC105377087	0	0	4	2	2	0	0	0	2	1	6	1	10	1	0	0	2	0	0	2	5	2	0	1
IQCF6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0
IQCF4P	0	0	2	0	3	0	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1
IQCF3	0	0	0	1	0	3	1	0	1	1	3	2	0	0	0	0	0	1	0	0	1	0	0	0
IQCF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IQCF5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
IQCF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCF1	0	0	0	1	1	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	1	0	0	1
RRP9	1063	314	961	741	813	795	757	748	1118	571	827	1901	950	510	1353	601	880	451	748	545	785	797	291	788
PARP3	195	287	398	256	413	352	620	371	266	172	242	290	380	242	160	191	262	224	204	210	319	341	412	157
GPR62	9	4	18	9	7	7	22	8	8	17	9	12	13	3	5	13	6	0	5	1	5	13	9	12
