	BOR_1	BOR_2	BOR_3	BOR_4	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	CTRL_12	GEF_1	GEF_2	GEF_3	GEF_4
LINC01119	1	6	2	0	17	17	8	7	3	9	10	7	9	4	12	10	15	7	18	4
LOC107985880	1	1	0	5	0	0	1	0	1	1	1	1	0	0	1	2	0	0	2	1
LOC124906004	0	0	0	0	2	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0
MCFD2	2192	2178	1291	6059	4441	3261	1673	1951	1186	1650	1315	1190	1791	1157	2524	2403	1275	1529	1582	830
TTC7A	146	126	134	236	450	420	282	605	230	286	303	133	266	114	429	439	203	334	206	115
STPG4	3	0	1	0	0	0	0	5	2	0	1	1	3	0	0	0	1	1	0	1
CALM2	1999	1848	1480	6757	19799	15699	8017	15411	5670	7576	4817	3775	9397	4890	10100	10384	4761	4948	6986	3137
EPCAM-DT	0	1	1	2	14	24	9	20	20	14	28	23	19	1	20	27	17	21	4	10
LOC105374588	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
LOC124907763	0	2	0	0	5	0	1	0	1	0	0	0	0	2	3	0	0	3	0	0
LOC107985882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCYRN1	0	0	0	0	1	0	2	0	0	0	0	2	3	0	1	3	0	3	0	1
EPCAM	50	42	63	56	437	151	95	368	78	189	111	94	143	70	167	165	107	136	83	71
MIR559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSH2	286	267	258	703	2900	2077	1150	1664	726	1015	700	780	1276	1056	2422	1984	703	732	1464	654
KCNK12	0	0	0	0	6	13	4	0	1	5	3	8	1	0	2	9	0	6	1	0
MSH2-OT1	0	0	0	0	1	1	1	0	0	0	0	1	0	4	4	0	1	1	2	2
LOC105374589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSH6	1097	908	986	3046	5385	4029	1995	4177	1319	1687	1280	1422	2287	1732	4136	3752	1215	1395	2930	1281
FBXO11	1010	990	965	3384	4582	3392	1541	3300	1277	1812	1252	1438	2317	1419	2806	2832	1337	1490	2109	1039
LOC100506235	12	2	0	8	32	41	12	50	14	14	16	5	18	7	30	22	25	22	20	1
LOC105374590	0	0	1	0	4	2	0	2	0	1	4	3	3	2	2	2	2	6	5	1
LOC105374592	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105374591	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
LOC124907765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724008	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
LOC124907766	0	1	1	6	0	2	1	0	0	1	0	1	2	0	0	0	0	1	0	0
FOXN2	90	81	127	458	463	497	199	260	126	227	152	140	348	195	402	385	193	180	245	175
PPP1R21	123	132	159	355	1142	764	405	720	366	416	347	316	543	357	843	571	316	368	529	211
STON1-GTF2A1L	0	0	2	0	3	3	2	9	1	3	3	2	1	2	1	4	1	5	1	1
STON1	44	26	64	154	755	723	441	408	263	496	384	297	500	256	553	592	267	406	424	230
GTF2A1L	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
LHCGR	0	3	1	0	4	4	1	9	2	11	3	1	8	7	4	3	4	4	4	3
LOC105374594	0	0	0	4	4	0	0	0	1	1	0	0	1	3	6	0	2	4	6	1
FSHR	0	0	0	0	4	8	5	0	4	4	1	2	7	15	25	6	2	1	18	0
MIR548BA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374595	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0
LOC124906005	0	0	0	0	1	0	0	0	0	2	1	0	0	1	1	0	1	0	2	1
NRXN1	6	6	10	5	244	116	79	203	97	118	88	124	330	14	18	102	101	88	16	42
LOC101927089	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
MIR8485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906006	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC730100	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LOC105377627	0	0	0	0	4	6	2	0	1	2	0	0	0	0	0	0	1	0	0	0
LOC105374597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374598	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369165	0	0	0	2	0	0	0	2	1	1	0	0	1	1	0	0	0	0	0	0
LOC124900528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374600	0	1	1	0	1	0	0	0	0	1	1	2	0	2	2	2	0	0	0	0
ASB3	23	29	13	44	74	36	31	61	25	35	29	19	48	23	40	48	35	37	28	23
GPR75-ASB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAC2	36	32	24	77	147	95	57	104	43	62	22	21	76	39	97	72	31	22	54	15
ERLEC1	676	673	409	2113	2884	2296	1109	1741	820	1069	763	610	1393	815	1642	1401	869	852	1140	580
LOC112268415	9	6	12	9	17	12	6	0	2	3	9	1	4	1	5	10	6	11	8	2
MIR3682	15	4	7	50	9	9	8	12	3	2	5	2	4	3	4	7	3	0	4	3
GPR75	114	95	100	387	115	117	45	24	41	66	80	33	88	23	62	109	37	66	44	37
PSME4	4456	5439	5125	17212	5669	5178	2436	4759	1769	1984	1699	1404	3741	2098	4293	4022	1907	1783	3060	1584
ACYP2	65	65	28	133	1056	510	232	673	295	263	263	107	397	151	432	561	290	274	263	158
LOC105374615	3	1	1	2	10	3	2	20	2	1	3	8	7	5	7	6	7	4	9	3
LOC105374610	0	1	0	0	8	1	1	1	4	3	1	3	4	3	1	3	2	4	4	0
TSPYL6	1	0	1	4	8	2	1	13	1	1	4	3	3	2	3	5	2	4	2	2
C2orf73	0	0	0	0	5	2	1	0	1	4	1	5	1	1	2	0	0	1	2	0
LOC102724072	0	1	0	4	4	1	0	9	0	3	0	0	3	2	1	2	0	4	3	3
SPTBN1	10617	14644	7410	36445	62371	49951	25033	59654	24277	24413	19598	14792	46243	23167	57987	50725	19580	21875	36547	14557
RPL23AP32	3	6	7	18	5	5	3	11	2	8	4	1	3	3	6	6	3	0	4	3
LOC124906008	1	7	10	66	12	10	3	18	3	18	4	6	10	3	10	13	17	9	10	4
LOC105374653	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
EML6	1	1	11	20	65	49	22	61	16	39	31	21	23	18	23	25	10	30	27	9
EML6-AS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
RTN4	7216	8559	5869	24603	36646	24549	12719	28385	11115	13732	10730	10168	20589	11278	23559	22301	13101	11496	16624	8265
LOC105374662	0	2	1	0	0	3	1	1	1	1	2	1	1	0	0	3	0	7	1	0
CLHC1	53	55	63	158	782	524	282	529	207	308	168	256	347	189	345	401	259	257	264	148
RPS27A	6535	4963	4879	10483	28198	14477	7806	20337	6041	9218	6631	5836	8191	5574	16329	13323	6087	7610	9512	3878
MTIF2	343	381	213	1045	1520	1134	551	1376	381	458	360	356	720	561	1183	850	449	394	870	316
PRORSD1P	15	5	7	10	78	60	32	81	23	39	29	52	43	18	52	54	39	53	59	33
CCDC88A	574	714	596	1859	5162	3440	2025	4409	1781	2047	1444	1539	3453	2096	4012	3307	1647	1668	2806	1170
LOC124907768	0	1	0	0	7	3	2	13	2	6	4	2	9	3	9	8	2	5	4	4
CFAP36	311	290	169	789	766	633	328	549	183	331	173	217	283	205	478	363	167	228	256	126
PPP4R3B	858	850	832	2904	3170	2049	1141	1953	788	1182	886	855	1417	850	1993	1610	951	1039	1303	707
LOC124900537	2	2	6	1	4	3	2	0	0	3	1	3	4	2	5	4	1	1	6	4
PNPT1	455	445	279	1406	1417	1113	562	1869	416	531	410	299	786	479	1146	926	401	449	736	336
LOC107985811	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
LOC112268416	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
EFEMP1	40	16	55	151	485	3385	1381	496	153	674	452	365	616	98	127	477	209	284	102	120
LOC105374690	0	0	0	0	0	3	2	3	0	2	0	0	0	0	0	2	0	1	0	0
MIR217HG	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR216A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR216B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100129434	0	3	2	0	175	91	32	68	36	126	94	71	73	14	64	121	54	89	42	27
CCDC85A	3	10	53	1	957	352	176	330	152	416	279	299	319	95	237	500	224	393	217	206
LOC101927213	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC124906180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124900539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374697	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377628	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
LOC124907769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VRK2	89	102	81	362	673	442	238	509	169	212	166	126	281	144	430	359	196	202	290	143
LOC124907770	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC107984043	0	0	0	0	5	4	0	4	0	3	1	0	6	2	1	9	0	5	3	2
FANCL	134	129	104	366	1047	675	353	712	309	375	278	255	411	299	812	718	326	332	474	208
LINC01795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01122	0	0	0	2	4	4	6	0	0	5	2	6	6	0	4	5	7	6	4	3
LOC124907771	0	0	0	1	23	24	6	7	14	14	9	10	9	10	24	20	23	26	9	9
LINC01793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4432HG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR4432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724142	0	0	0	0	5	1	2	4	3	5	7	6	4	0	5	22	6	17	3	10
LOC124906010	0	0	0	0	0	0	0	6	1	0	0	1	2	0	0	4	1	0	0	3
BCL11A	44	36	33	116	1045	596	383	627	298	437	307	343	641	431	1007	883	291	376	888	299
PAPOLG	392	406	412	1438	1359	930	445	810	364	535	368	383	702	428	872	918	441	532	657	348
REL-DT	0	0	0	0	0	0	2	0	2	0	0	2	3	0	2	2	2	0	1	1
REL	224	321	298	929	555	520	242	386	304	405	275	278	444	419	697	550	358	357	588	184
PUS10	41	45	26	166	197	134	96	162	55	88	90	89	109	93	132	154	88	98	95	41
PEX13	375	313	392	1086	1925	1197	581	1078	458	630	446	487	935	515	1078	1030	488	543	776	404
SANBR	465	529	387	1617	947	694	354	877	296	464	288	240	577	274	689	607	384	373	433	222
LOC105374759	0	1	1	0	2	0	0	0	0	2	0	0	1	0	2	0	0	1	0	0
C2orf74-DT	39	26	24	75	225	204	111	124	76	103	94	79	147	35	84	160	88	98	46	55
C2orf74	77	64	44	144	853	357	202	624	206	241	157	183	347	151	377	444	203	217	285	147
C2orf74-AS1	1	2	9	6	35	23	13	5	9	12	13	18	11	16	23	13	15	18	15	13
AHSA2P	853	486	1373	1971	2874	2107	1114	3873	1167	1337	1196	1106	1380	817	2448	1884	1646	1615	1553	658
USP34	2067	2723	2643	6726	8847	6147	2983	5692	2801	3764	2730	3089	4631	3107	5530	5912	3018	3479	4135	2161
SNORA70B	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	2	0	0	1	0
XPO1	3338	3418	3373	10464	7364	7227	3534	5845	2374	3532	2731	3223	4222	2750	5847	5018	2346	2826	3587	1695
LOC124907772	3	3	6	3	24	16	8	12	5	11	9	2	18	10	18	14	9	11	10	3
LOC107985767	0	2	1	0	14	14	2	3	6	5	10	3	4	8	14	9	6	3	1	0
LOC105374760	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FAM161A	64	73	43	164	449	322	194	405	126	196	136	127	205	111	300	298	106	146	190	117
CCT4	1418	1068	1202	3362	7825	6047	2987	6761	2263	2438	2131	1918	3565	2373	5484	4568	2062	1831	3497	1508
LOC124907773	0	0	3	2	13	6	0	5	1	2	7	2	2	2	13	8	4	2	4	8
COMMD1	295	270	127	478	2017	1212	682	1726	547	639	493	239	808	419	1360	1386	444	506	700	386
LOC124906012	0	0	1	2	31	20	10	27	22	14	5	2	6	7	4	10	14	7	7	0
LOC124906013	3	0	1	2	69	61	22	71	17	30	22	15	46	15	57	52	23	46	35	16
B3GNT2	201	199	267	654	3424	2667	1257	2576	1137	1135	807	601	2038	928	2185	1691	933	629	1375	702
MIR5192	0	1	0	0	0	3	0	7	2	3	0	0	4	1	0	1	1	1	1	1
LOC105374761	0	0	1	2	3	2	3	4	3	3	1	2	2	2	2	2	0	0	2	0
LOC124906156	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
LOC105374764	0	0	0	0	4	4	0	0	2	6	5	2	3	0	4	1	2	1	5	2
TMEM17	38	30	8	63	147	117	47	108	58	78	56	38	70	67	132	110	75	65	98	44
EHBP1	416	692	310	1331	1853	1524	790	1576	578	782	562	570	1271	724	1596	1411	582	635	1275	529
EHBP1-AS1	12	16	13	41	41	40	18	24	18	37	21	10	19	15	68	31	11	24	29	10
OTX1	0	0	0	6	1	17	20	0	0	3	3	0	0	1	5	1	1	1	6	0
DBIL5P2	2	1	0	0	3	11	2	5	4	3	1	4	7	2	3	12	4	7	9	2
WDPCP	92	94	98	307	728	600	294	669	265	373	303	250	484	279	561	607	324	366	424	203
LOC107985769	0	0	0	0	0	0	0	1	1	2	0	0	1	1	0	2	0	3	2	1
MDH1	4277	4354	4021	8694	51066	23066	12690	34185	13573	14623	11906	7005	20242	12357	32504	28491	12481	11251	21114	9205
UGP2	2700	3667	3667	8722	24012	13422	6968	14511	6303	6800	5375	3601	10667	7812	17067	14674	6750	5448	11208	5584
VPS54	696	646	581	1943	2469	1688	894	1616	670	888	641	662	1159	759	1807	1477	785	831	1210	572
LOC124907774	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PELI1	92	85	197	299	293	493	185	231	118	178	150	121	196	137	280	153	122	160	220	70
LINC00309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507006	0	0	1	6	4	0	2	1	1	2	4	4	1	2	4	2	0	1	4	0
LOC105374769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4433B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4433A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LGALSL-DT	0	0	1	0	12	21	8	12	8	3	4	7	10	4	14	10	9	14	11	4
LOC124907775	0	0	0	0	1	0	0	0	0	0	0	1	0	4	1	0	0	0	0	0
LGALSL	33	35	76	202	614	676	295	385	217	213	162	169	399	191	349	393	215	178	299	187
LINC01805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFTPH-DT	1	4	0	0	8	13	5	6	2	10	11	3	8	7	9	17	6	5	5	4
AFTPH	278	317	335	665	996	578	328	681	314	370	334	303	470	251	608	563	360	354	405	231
MIR4434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC105374773	18	40	74	105	115	100	32	77	52	83	44	51	78	52	69	103	62	69	75	26
LINC02579	0	3	1	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0
SERTAD2	842	962	732	2749	3150	2869	1253	1946	1027	1395	1062	917	2254	1359	3053	2667	1114	1118	2192	1110
LOC105374775	51	85	40	181	59	35	15	34	24	43	33	20	36	50	44	43	30	57	31	28
LOC124907776	7	10	2	10	16	11	3	14	7	3	5	0	7	3	5	16	4	6	5	2
LOC105374777	0	0	0	0	5	1	0	0	0	1	0	2	3	0	4	0	1	2	1	0
LOC105374776	0	3	0	0	2	0	0	4	0	0	3	0	0	0	2	0	0	0	1	0
LINC01800	1	0	0	1	3	3	2	8	0	3	2	0	1	0	3	0	0	1	1	1
LINC02245	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	0	0	0	0
LOC124906172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC1A4	744	688	209	1003	9847	4143	2277	5566	2309	3280	2866	1308	5188	1049	2998	6894	2305	3291	1597	2018
LINC02576	4	3	1	5	10	4	1	3	2	5	4	4	5	3	10	2	7	5	3	2
CEP68	440	493	312	1160	1957	1373	726	1835	725	1028	897	766	1298	746	1820	1868	809	969	1031	578
RAB1A	2383	2384	1732	6171	7812	5704	2670	4430	2229	3093	2558	1691	3440	1996	4764	4140	2285	2443	3232	1562
LOC124906140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907779	0	1	1	0	3	1	0	8	2	2	2	1	1	3	7	4	0	2	3	0
ACTR2	2591	2685	2550	8677	8495	8324	4098	6279	2647	3620	2743	2284	4816	3222	6156	5175	2451	2751	3754	1933
LOC124907781	0	1	0	0	2	10	5	9	2	0	2	1	0	0	2	0	0	8	2	0
SPRED2	113	84	141	418	690	904	399	266	226	279	262	169	476	174	408	348	75	161	165	69
LOC105374780	1	2	0	0	1	2	1	10	0	0	1	1	0	0	0	1	0	0	0	1
LOC124907784	0	1	3	1	0	1	2	0	0	1	0	1	0	0	0	0	1	0	0	0
LOC105374781	1	3	0	9	1	2	1	0	0	3	1	1	1	1	0	0	1	0	3	0
LINC03050	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
LOC107985889	0	0	1	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369167	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02934	0	0	0	0	0	1	1	3	1	0	0	0	1	0	0	5	0	1	1	0
LOC107985890	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	2	0	0
LOC107985812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01873	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
MEIS1-AS3	3	3	3	3	123	42	21	42	26	45	65	32	42	8	28	29	28	53	11	16
MEIS1	350	330	312	583	3094	1717	1090	2125	961	1420	1032	797	1574	845	2255	2111	911	1124	1542	698
MEIS1-AS2	3	4	6	5	12	9	15	28	9	15	13	6	16	7	26	25	11	18	12	7
LOC124900511	14	28	44	132	251	106	80	142	74	155	74	116	200	137	230	271	65	99	196	64
LINC01798	1	0	1	0	14	5	5	17	1	11	5	5	7	5	11	12	2	5	5	1
LINC01797	0	0	0	0	3	2	0	0	0	1	1	3	3	2	1	2	2	2	3	3
LINC01799	0	0	0	0	3	1	0	0	1	0	0	2	1	0	1	0	1	1	1	0
LINC01628	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
LOC105374785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01828	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0
LINC01829	1	0	0	0	1	3	0	0	1	0	2	1	0	0	0	0	0	0	0	0
LOC101927661	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	2	0	0	0	0
ETAA1	99	108	101	388	1222	865	361	887	280	459	278	352	515	332	849	697	431	347	579	306
LOC107985891	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0
LOC124907804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC124906017	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC105374786	0	0	1	18	2	0	0	2	0	0	1	1	1	0	2	5	0	4	1	0
LINC02831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
C1D	94	129	71	298	667	495	205	607	222	326	179	145	352	219	473	401	270	231	318	133
LOC105374789	2	7	6	3	35	14	7	36	15	14	10	11	15	18	47	17	10	19	19	11
DNAAF10	133	129	51	260	797	535	324	648	247	310	256	157	421	214	512	442	250	252	314	141
PNO1	442	426	230	885	950	720	311	629	291	284	250	156	468	291	727	551	253	236	430	190
PPP3R1	1426	1239	1138	4977	4868	3446	1764	2260	1148	1409	1101	1112	2616	1687	3317	2832	1256	1262	2260	1215
LOC107985892	0	0	1	0	2	1	1	0	0	0	1	2	1	0	1	4	1	1	3	0
CNRIP1	7	2	10	15	46	124	61	46	24	69	46	36	42	3	12	44	52	90	12	18
LOC102724389	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	4	0	0
LOC101927723	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	2	0	0
PLEK	0	1	0	7	2	33	17	12	2	1	6	4	1	1	1	2	2	14	0	0
FBXO48	12	15	10	35	138	66	42	80	37	48	44	26	45	42	72	82	36	47	48	12
APLF	16	6	9	49	145	96	47	112	34	63	35	47	57	33	83	86	33	53	49	35
PROKR1	0	0	0	0	4	8	2	0	2	5	2	1	2	1	0	0	0	3	2	0
ARHGAP25	7	2	5	0	63	70	24	60	28	45	46	46	17	1	0	60	35	53	0	26
LOC105374790	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	3	0	1	0	0
LINC01890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01888	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
BMP10	0	5	0	15	107	329	151	168	61	5	14	48	429	41	45	78	29	7	12	34
LOC105374792	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GKN2	0	2	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0
GKN1	2	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANTXR1	1122	1048	419	3689	8452	11241	5669	5959	3477	4306	3403	2145	6720	2607	5243	7451	1908	2757	3023	2175
MIR3126	0	0	0	0	1	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0
LOC124906019	18	39	22	158	149	110	90	173	83	124	71	63	120	67	89	185	54	83	102	44
LOC124907821	0	0	1	4	1	1	1	0	1	1	1	0	1	0	4	1	0	0	0	1
GFPT1	957	927	1333	3230	6894	5383	2345	5048	1878	2334	1761	1677	4027	2405	4714	3937	1965	1816	3327	1699
NFU1	395	299	231	698	2132	1209	621	1437	542	734	545	293	783	448	1185	1179	569	518	734	385
LOC124906020	12	6	1	35	7	5	1	2	4	0	5	3	6	3	1	5	4	3	2	2
AAK1	2718	4353	2817	13033	5758	4462	2129	3853	2045	2422	2078	1619	3973	1856	3784	3570	2023	2116	2597	1319
SNORA36C	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ANXA4	147	121	75	318	891	846	453	987	338	443	425	284	540	172	513	501	361	553	315	187
LOC124906149	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
SMANTIS	13	11	5	16	171	159	106	194	72	99	78	103	157	71	174	50	121	144	120	25
LOC124906021	0	0	1	0	0	2	0	2	0	0	2	1	0	0	0	1	0	1	0	0
GMCL1	156	139	150	372	941	738	330	543	334	344	249	233	577	352	684	531	317	280	434	200
SNRNP27	675	588	519	1920	1596	1029	492	884	399	566	391	326	733	504	1115	839	527	490	784	300
LOC124906176	8	8	7	1	24	6	15	4	8	8	11	4	18	11	9	15	12	7	11	3
MXD1	557	719	643	2411	563	539	232	331	193	239	234	169	349	152	380	422	181	249	251	126
ASPRV1	21	17	21	23	329	115	49	127	60	128	112	77	161	42	98	145	87	180	63	43
LOC124906177	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4	1	1	0	0
PCBP1-AS1	57	50	30	112	574	354	177	326	159	266	188	145	271	113	303	297	179	237	236	124
PCBP1	1740	1265	1390	3003	7680	5626	2877	3753	2509	3322	2630	2113	4463	2126	5870	5709	2685	2650	3640	1734
LOC124906022	0	0	0	2	1	3	0	0	1	2	0	0	1	3	0	3	0	1	1	2
LINC01816	1	2	1	0	17	22	7	31	11	25	15	8	22	16	29	39	7	13	13	6
C2orf42	92	92	52	143	520	253	147	230	137	231	193	115	199	74	254	263	145	180	143	92
TIA1	1467	1326	1611	4265	8563	5414	2791	6419	2985	4582	2943	3019	4377	3057	7111	5242	4046	4145	4605	1972
TRG-CCC2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1285-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCYOX1	888	1097	710	2951	4600	3841	1923	3895	1660	2240	1784	1372	2927	1749	3647	3896	1651	1912	2416	1388
SNRPG	238	121	108	272	1202	819	364	855	335	411	259	183	466	249	657	715	305	321	432	201
LOC124906023	0	0	0	0	0	2	0	0	0	1	2	0	2	1	0	0	0	1	0	0
FAM136A	420	493	239	1022	2211	1500	813	1720	636	706	535	458	941	607	1627	1187	585	605	1008	407
TGFA	0	1	0	0	3	17	4	8	2	0	2	1	4	3	1	0	6	4	1	0
TGFA-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADD2	292	287	371	667	3255	3221	1734	2866	1128	1516	1205	1151	2820	1664	3483	3924	1059	1338	2608	1199
LOC105374794	0	0	0	0	1	0	0	0	2	2	1	0	1	2	1	0	1	0	0	0
FIGLA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC4F	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
CD207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VAX2	0	0	3	0	5	38	18	2	4	10	4	5	4	0	6	15	2	4	3	2
ATP6V1B1	1	0	1	0	0	16	4	0	1	1	3	2	2	2	2	4	1	2	2	1
