	SRX3375391	SRX3375392	SRX3375393	SRX3375394	SRX3375395	SRX3375396	SRX3375397	SRX3375398	SRX3375399	SRX3375400
LOC105374113	0	0	0	1	5	7	0	1	1	2
MIR5704	0	0	0	0	2	0	0	0	0	2
LOC124906288	1	1	1	0	5	11	0	1	3	3
LOC105374111	0	0	0	0	2	2	0	0	2	1
TRC-GCA6-1	0	0	0	0	3	2	1	0	0	1
TRC-GCA9-1	0	0	0	0	2	0	0	1	1	0
ACP3	45	20	34	59	405	266	53	66	67	50
LOC124909435	15	14	24	42	64	37	9	23	1	3
DNAJC13	1901	1971	1254	1617	3006	2372	4048	4410	4420	4256
LOC124909436	9	1	6	6	6	11	5	3	14	22
NPHP3-ACAD11	1	0	0	3	0	1	0	0	4	5
ACAD11	0	0	0	0	0	0	0	0	0	0
ACKR4	26	8	9	7	11	19	0	1	28	66
UBA5	1116	1090	999	1245	1510	1213	855	1065	967	1279
NPHP3	63	52	68	107	136	105	78	108	188	268
NPHP3-AS1	3	5	1	10	3	6	4	4	10	10
LOC105374115	0	1	1	0	1	0	0	0	0	4
TMEM108	197	130	99	85	74	37	19	11	233	278
TMEM108-AS1	3	5	3	1	3	8	0	0	44	96
LOC101927432	9	6	3	1	6	11	2	1	96	198
BFSP2	1	0	0	0	1	2	0	0	3	2
BFSP2-AS1	0	1	0	0	0	0	0	0	0	1
CDV3	5714	6121	3375	4923	5588	4598	4595	5595	5380	5090
LOC124909437	5	2	7	3	5	1	2	1	9	14
TOPBP1	2900	2772	2257	2629	3528	3073	1015	1307	2194	2318
LOC124909487	29	10	15	14	30	24	7	11	35	27
TF	5	4	6	14	27	26	1607	25	327	171
SRPRB	839	1218	507	585	1012	873	790	1001	830	766
LOC105374116	0	0	0	0	2	0	0	0	0	0
RAB6B	189	123	55	61	26	33	126	273	258	172
C3orf36	1	1	1	0	2	1	3	0	10	17
SLCO2A1	92	91	412	494	250	150	149	88	561	625
LINC02000	0	0	0	0	0	0	0	0	0	0
LOC105374117	3	5	1	1	1	1	0	1	8	2
RYK	2412	2968	2106	2583	3064	2580	1820	1975	2566	2311
LINC02004	0	0	1	0	4	3	0	1	1	1
LOC105374118	4	3	5	3	4	12	0	1	3	6
AMOTL2	2568	3374	3589	3841	4748	3348	2636	2572	4019	2885
MIR6827	0	1	1	1	1	0	0	0	2	2
MIR4788	0	0	0	0	0	0	0	0	0	0
ANAPC13	357	474	278	302	811	649	930	1096	777	747
CEP63	729	574	509	607	1106	887	630	750	945	955
KY	5	1	9	4	79	87	88	76	434	164
EPHB1	266	116	100	82	43	35	50	73	46	61
LOC105374121	4	1	1	1	1	3	0	0	0	2
LOC102724019	3	0	1	2	1	4	0	0	0	1
LOC105374122	17	24	17	23	49	43	21	18	1	3
LOC105374123	0	0	0	0	0	0	0	0	0	0
LOC105374124	0	1	0	0	0	0	0	0	0	1
PPP2R3A	1111	1151	607	785	2456	2190	2127	2687	4491	3099
MSL2	1368	1228	1091	1482	1943	1843	639	641	1419	1432
PCCB	1942	1877	1179	1478	1702	1211	1919	2375	1798	1201
STAG1	1108	1390	1183	1494	2421	1791	2009	2309	3747	3693
SLC35G2	209	208	42	44	50	69	40	50	111	157
NCK1-DT	38	41	15	21	48	63	14	34	23	45
NCK1	458	448	375	459	587	558	311	388	332	405
IL20RB-AS1	3	2	1	3	4	6	1	2	3	7
IL20RB	34	43	29	34	26	33	14	14	20	19
LOC105374126	0	0	0	0	0	1	0	0	0	0
SOX14	12	24	24	6	1	0	0	0	0	0
LINC01210	4	2	1	0	0	0	0	0	0	0
CLDN18	14	4	85	137	29	60	17	10	362	335
LOC105374127	22	4	9	17	42	87	11	8	160	286
LOC105374128	17	5	19	13	47	97	7	11	197	367
DZIP1L	216	207	294	348	864	810	245	342	1115	1396
A4GNT	0	0	0	0	1	1	1	0	3	1
DBR1	484	676	425	527	751	528	401	474	347	357
ARMC8	1334	1482	965	1153	1903	1538	1487	1893	1860	1722
NME9	34	25	32	22	44	72	29	31	102	134
LOC124909438	0	0	1	0	1	1	2	1	0	1
MRAS	251	334	171	220	575	481	3745	3357	4453	2664
ESYT3	167	208	163	110	185	172	121	152	375	396
CEP70	772	780	698	1075	1523	1133	603	724	1300	1450
FAIM	95	177	138	171	242	161	70	104	164	207
PIK3CB	735	489	1309	1147	509	510	259	272	1095	910
LOC124906289	4	1	6	14	7	4	1	1	11	4
LINC01391	6	12	1	1	0	1	1	1	0	1
FOXL2	31	65	14	14	3	5	2	4	0	1
FOXL2NB	111	168	15	12	0	0	3	8	2	1
PRR23A	0	0	0	0	0	0	0	0	0	1
PRR23B	0	0	0	0	0	0	0	0	0	0
PRR23C	0	0	0	0	0	0	0	0	0	1
BPESC1	0	1	0	0	0	0	0	0	0	0
PISRT1	0	0	0	0	0	0	0	0	0	1
LOC124906290	1	0	1	0	1	1	0	0	1	0
LOC124909439	0	0	0	0	0	0	0	0	0	0
MRPS22	862	1037	757	1057	1028	713	931	1233	923	806
COPB2	5411	6180	4750	5692	7405	5947	9276	8058	4082	4052
COPB2-DT	45	43	79	109	147	151	115	137	101	117
RBP2	4	2	2	4	9	21	10	5	17	27
RBP1	646	739	1918	1615	801	421	920	657	906	869
NMNAT3	100	102	15	20	33	34	100	110	203	166
CLSTN2	28	21	22	18	2970	2121	7366	1524	365	740
LOC124909440	0	0	1	0	2	6	5	1	0	3
LOC124900599	0	0	0	0	0	0	0	1	2	0
LOC105374132	0	0	0	0	0	2	0	0	0	3
CLSTN2-AS1	0	2	1	1	4	5	4	0	1	4
LOC102724068	2	0	2	1	17	25	21	3	5	12
TRIM42	0	0	1	0	1	2	0	0	0	0
SLC25A36	3056	1810	2289	2987	2434	2717	1329	1996	2073	2777
SPSB4	449	650	240	235	1671	1206	1427	2109	1292	1087
PXYLP1	736	788	915	733	1824	1203	542	441	849	784
LOC124909441	10	3	9	4	13	11	7	7	32	28
ZBTB38	967	1064	1409	1894	1538	1369	1581	1727	3083	2278
LOC124906291	10	4	4	9	13	9	2	0	23	38
RASA2	1177	1159	919	1442	1376	1211	376	354	741	1060
LINC02618	0	0	10	10	10	12	3	3	1	0
RNF7	1448	1464	1227	1999	1853	1294	1354	1715	922	841
GRK7	5	5	3	2	9	8	6	3	8	16
LOC105374134	0	0	0	0	0	0	0	0	0	0
ATP1B3	5176	5487	2736	3419	3423	2457	1235	1550	1121	1174
LOC124909442	2	0	1	0	2	2	3	0	5	4
TFDP2	1774	2661	948	1118	3042	2444	2666	3012	3173	2636
GK5	656	673	497	580	871	1007	287	354	600	837
XRN1	1292	975	1349	1510	2568	2663	1575	1660	2571	2923
ATR	2118	1961	1074	1096	2069	1857	1139	1504	1249	1811
LOC105374136	6	5	0	2	5	11	3	2	5	11
PLS1	1282	1233	565	556	476	446	206	196	83	122
TRPC1	621	565	810	1128	1286	1064	1202	1962	1187	1090
PCOLCE2	201	238	140	190	541	568	43	64	51	77
LOC124909443	6	3	1	0	3	2	0	0	0	0
LOC100507389	0	0	0	0	1	2	0	0	0	0
PAQR9	88	94	32	30	548	1400	42	23	71	46
PAQR9-AS1	2	3	1	0	15	25	3	3	1	2
LOC100289361	9	15	12	8	21	18	7	10	17	7
U2SURP	5793	7213	3959	4729	6563	6385	2023	2724	3153	3997
LOC105374138	1	0	0	0	0	0	0	0	1	1
CHST2	515	700	1446	1051	165	127	171	131	323	625
LOC105374137	4	2	7	3	1	0	0	1	3	18
SLC9A9	154	183	118	114	98	54	39	26	227	288
SLC9A9-AS1	0	0	2	0	0	1	0	0	1	13
LOC124906294	0	0	1	0	0	1	0	0	2	4
LOC102724120	3	0	0	1	0	0	0	0	3	4
DIPK2A	3325	2358	2752	2550	1798	1527	917	989	1619	2300
LOC105374140	43	9	43	26	35	85	25	18	168	458
LOC124909444	0	0	0	3	1	1	2	0	1	6
LOC105374141	0	0	1	0	1	3	0	0	0	0
LOC105374142	1	0	0	0	0	0	0	0	0	0
LOC105374143	0	0	0	0	0	0	0	0	0	0
LOC105374144	0	0	0	0	0	0	0	0	0	2
LOC107986138	0	0	0	0	0	0	0	0	0	0
LNCSRLR	28	12	43	34	28	32	12	22	54	107
PLOD2	4874	1966	7034	10489	5038	3391	2462	3654	2396	2880
LOC105374145	1	0	1	1	1	0	0	0	23	52
PLSCR4	46	42	157	188	105	115	16	15	949	1688
PLSCR2	10	12	271	522	27	29	5	6	7	10
PLSCR1	928	1008	1096	1334	840	651	147	148	777	926
PLSCR5	0	0	0	0	68	15	67	15	2	1
LINC02010	0	0	0	0	0	0	0	0	0	0
LOC112268449	0	0	0	0	0	0	0	0	0	1
LOC124909494	0	0	0	0	0	0	0	0	0	2
ZIC4	2	0	0	0	5	3	0	0	2	0
ZIC4-AS1	0	0	0	0	0	0	0	0	0	0
ZIC1	3	7	1	0	2	3	0	0	2	1
LOC440982	0	0	0	0	0	0	0	0	0	0
LOC124909495	6	2	0	0	0	0	2	0	1	0
LOC102724145	0	0	0	0	0	0	0	0	0	0
LOC124909496	0	1	0	0	0	2	0	1	2	1
LOC124906206	0	0	0	0	0	0	0	1	0	1
LINC02032	0	0	0	0	0	0	0	0	0	0
LINC02045	0	0	0	0	0	0	0	0	0	1
LINC02046	0	0	0	0	0	0	0	0	0	0
LOC105374148	0	0	0	0	0	0	0	0	0	0
LOC105374147	2	7	0	0	0	0	0	0	1	1
LOC105374150	0	1	0	1	0	0	0	0	1	0
AGTR1	10	6	0	1	3	0	39	0	38	67
CPB1	0	0	0	0	0	0	0	0	1	4
CPA3	0	0	0	1	0	0	1	0	7	14
LOC107986045	0	0	0	0	0	0	0	0	0	0
GYG1	762	764	324	338	454	378	1275	2421	2821	2041
HLTF	3163	2838	2010	2605	3635	3107	2482	3220	2502	2199
HLTF-AS1	0	0	0	0	0	1	0	0	0	0
HPS3	2204	2056	1371	1246	1373	1089	396	498	352	487
CP	75	60	10	14	17	26	38	4	25	118
LOC101927942	0	0	0	0	0	0	0	0	0	0
LOC107986140	2	2	3	3	27	23	0	0	0	0
TM4SF18	42	91	101	198	273	203	29	30	335	232
TM4SF1	3	18	29	26	51	115	90	41	1733	2065
TM4SF1-AS1	0	0	0	0	0	2	0	0	4	4
LOC105374151	0	0	0	0	1	0	0	0	0	0
TM4SF4	0	0	0	0	1	0	148	0	9	2
WWTR1	665	552	517	585	710	602	967	1131	4151	4056
WWTR1-IT1	20	13	8	7	29	20	6	7	158	244
WWTR1-AS1	12	23	8	13	28	37	15	28	18	8
COMMD2	1022	1607	779	993	1726	1436	950	1109	1051	1072
ANKUB1	0	0	0	0	0	0	0	0	0	2
RNF13	761	913	487	600	765	579	461	591	666	758
PFN2	2422	2636	1566	2224	5464	4415	1848	2131	2294	2737
LOC646903	52	59	25	36	138	125	40	53	91	88
LOC124909445	0	2	0	0	1	0	0	0	0	2
LOC105374153	3	4	2	1	0	1	0	0	1	0
LINC01998	0	0	1	0	3	1	0	0	0	0
LOC105374313	1	1	4	3	5	7	1	0	0	0
LINC01213	0	0	0	4	6	9	0	0	2	1
LINC01214	0	0	0	0	1	0	0	0	2	0
LOC105374154	0	0	0	0	0	1	0	0	2	0
LOC107986141	0	0	0	0	0	1	1	0	4	5
LOC107986142	0	0	0	0	0	0	1	0	2	0
TSC22D2	1071	968	749	796	1491	1451	1891	2000	4880	3589
SERP1	2977	3896	2076	2900	4156	3932	944	934	1126	1647
EIF2A	2800	2788	2947	3959	3557	2525	1096	1274	2203	1878
LOC124900547	109	80	117	174	208	184	78	92	198	310
SELENOT	966	1256	769	972	1479	1218	1825	2444	1453	1200
ERICH6	1	0	1	0	6	3	5	2	1	1
ERICH6-AS1	4	11	15	23	19	26	37	48	26	21
LOC101928105	2	1	0	0	1	1	0	3	6	4
SIAH2	860	897	660	810	715	617	897	1318	1275	794
SIAH2-AS1	11	27	10	8	18	22	8	5	24	34
LOC124909447	3	1	0	0	0	2	0	0	2	1
MINDY4B	0	0	0	1	0	0	0	0	2	2
LOC124909446	0	0	0	0	0	0	0	0	1	0
CLRN1	0	1	1	0	2	1	0	0	3	3
CLRN1-AS1	2	3	1	1	3	3	1	0	8	3
LOC124909448	0	0	3	0	1	5	0	0	2	1
MED12L	1053	833	555	353	1006	923	502	470	346	401
GPR171	25	24	10	8	37	55	9	4	47	63
P2RY14	7	5	4	3	11	29	7	35	30	62
GPR87	12	8	4	4	5	9	19	4	10	13
P2RY13	3	0	3	4	3	10	0	1	36	46
P2RY12	0	1	1	1	4	11	1	1	21	38
IGSF10	150	94	15	8	48	60	64	15	91	290
LINC02066	0	0	0	0	0	1	0	0	1	2
MIR5186	0	0	0	0	0	0	0	0	0	0
LOC105374157	0	0	0	0	0	0	0	0	0	0
AADACL2	0	0	0	0	2	3	1	0	0	1
AADACL2-AS1	0	0	0	0	1	0	0	0	0	1
AADACP1	0	0	0	0	0	0	0	0	0	1
AADAC	0	0	0	0	0	2	1	0	2	2
SUCNR1	0	0	0	0	0	1	51	0	2	10
LOC105374159	0	0	0	0	2	0	0	0	0	0
LOC107986047	0	0	0	0	0	0	0	0	0	1
LOC101928166	0	0	0	0	0	0	0	0	0	2
MBNL1	396	446	36	33	116	88	845	968	3001	3659
MBNL1-AS1	2	13	1	1	5	0	41	55	69	137
TMEM14EP	7	3	0	0	2	4	8	5	82	192
LOC105374163	0	0	0	0	0	1	0	0	0	1
LOC102724289	0	1	0	0	0	0	0	0	0	3
LOC124909449	0	0	0	0	0	0	0	0	0	0
P2RY1	5205	4701	2618	1978	1208	1393	823	883	944	1086
LOC124909450	6	0	1	0	0	0	0	0	0	0
LOC124909451	1	0	2	0	3	1	0	1	0	3
RAP2B	2041	2354	4968	6225	2593	2210	758	758	815	913
LOC105374164	1	0	5	0	2	2	0	0	0	0
LOC105374166	0	0	7	7	3	2	1	0	6	2
LINC02006	0	1	3	2	0	2	0	0	3	0
LINC02083	0	0	0	0	0	0	0	0	0	0
LINC02877	0	0	0	0	0	0	0	0	0	0
LOC124900552	0	0	0	0	0	0	0	0	0	0
ARHGEF26-AS1	2	1	0	1	4	3	1	3	9	3
ARHGEF26	544	631	242	245	768	623	82	88	549	668
LOC105374167	35	26	21	22	42	67	4	4	58	84
DHX36	2754	2612	1506	1702	2734	2586	1468	1760	2288	2356
LOC124906350	0	0	0	0	0	0	0	0	0	0
GPR149	1	0	6	0	1	0	0	0	0	3
LOC105374170	0	0	0	0	0	0	0	0	0	0
LOC105374171	0	0	0	0	2	0	0	0	0	0
MME	792	848	1126	1566	1538	1173	109	35	107	943
LINC01487	77	56	38	32	2	0	0	0	0	0
STRIT1	7	11	1	0	0	0	1	1	6	3
LOC105374172	0	0	0	0	0	0	0	0	0	1
PLCH1-AS1	1	0	0	1	1	0	0	0	0	0
PLCH1	795	809	364	380	1182	863	68	78	90	179
PLCH1-AS2	0	0	0	0	0	0	0	0	0	0
LOC124906297	3	4	3	3	15	12	0	0	1	0
C3orf33	111	122	103	148	187	168	103	140	80	102
SLC33A1	998	1090	803	1089	1418	1200	468	651	1105	1036
LOC105374174	1	1	0	7	13	5	5	8	4	12
GMPS	6096	6897	4196	5207	6420	5026	2297	2732	3255	3474
KCNAB1	93	62	40	28	140	135	53	48	487	449
KCNAB1-AS2	0	0	0	0	0	2	0	0	5	2
KCNAB1-AS1	0	0	0	0	0	0	0	0	4	1
LOC124906298	1	10	0	1	3	0	0	0	8	4
SSR3	5713	6839	3805	5234	7514	6281	7956	9197	7648	5060
TIPARP-AS1	11	6	15	24	40	25	19	19	32	19
TIPARP	283	286	417	595	2888	2100	2872	3777	2821	2190
LINC00886	19	29	5	3	38	24	23	39	42	30
PA2G4P4	9	6	2	5	10	15	5	7	67	35
LEKR1	0	1	9	16	19	22	5	27	27	20
LINC00880	0	0	0	1	12	9	16	14	14	24
LINC02029	0	0	3	3	17	10	5	13	4	9
LINC00881	0	0	2	0	9	7	227	486	923	347
CCNL1	1769	1524	1596	1778	2974	3152	790	940	1632	2581
LOC101928236	21	21	14	21	31	35	14	11	67	69
LOC105374179	3	1	1	2	1	4	1	2	5	14
VEPH1	200	172	36	26	64	42	62	31	105	118
PTX3	110	56	38	20	11	10	4	8	104	189
SLC66A1L	9	12	8	8	6	3	3	6	6	8
SHOX2	10	9	11	33	1	0	0	0	140	280
RSRC1	640	688	697	797	1168	839	428	576	579	613
UC.134	1	2	0	0	4	13	2	1	15	20
MLF1-DT	0	0	1	0	1	1	0	0	4	3
MLF1	672	583	680	999	921	667	1976	3078	4039	2378
GFM1	1827	2211	913	1013	1600	1389	2119	2301	2145	1795
LXN	73	79	136	175	295	201	125	102	217	266
RARRES1	9	6	4	7	17	40	7	7	47	74
LOC100287290	8	9	7	4	28	32	9	16	38	64
MFSD1	175	250	222	331	605	432	505	443	760	687
LOC105374181	12	1	7	2	13	29	21	23	116	137
LOC124909452	0	1	4	3	4	13	18	15	57	58
IQCJ-SCHIP1	0	0	0	0	0	0	0	0	0	1
IQCJ	1	0	0	0	2	1	0	1	6	7
SCHIP1	25	26	9	8	31	34	135	104	253	202
MIR3919	0	0	2	0	0	0	0	0	0	0
IQCJ-SCHIP1-AS1	1	7	0	2	6	13	3	2	34	31
LOC101928351	10	2	4	2	8	12	6	2	73	109
LOC124906299	2	0	0	0	0	0	2	0	16	9
IL12A-AS1	2	0	0	0	0	0	0	0	1	2
IL12A	3	1	0	0	4	1	2	1	1	3
LINC01100	0	0	0	0	0	0	0	0	0	0
LOC124906252	0	2	0	0	0	2	0	0	0	0
C3orf80	22	20	1	7	33	27	12	5	5	0
TRIM59-IFT80	14	25	16	14	28	6	5	10	43	36
IFT80	3	2	1	4	10	5	1	4	7	8
SMC4	5565	4813	3544	3739	7786	6983	1400	1407	6971	7269
MIR15B	0	2	2	1	2	2	1	0	3	1
MIR16-2	1	0	0	0	0	1	0	0	1	1
TRIM59	811	1036	550	705	1179	907	109	136	501	513
KPNA4	3733	4020	2322	2811	4172	3749	3278	3995	4172	3630
SCARNA7	1024	1136	1060	1562	2416	1833	1584	2608	5917	4133
ARL14	0	0	2	1	1	0	0	0	0	0
LOC124900554	0	0	0	0	0	0	0	0	0	0
PPM1L	972	842	328	337	1470	1074	659	642	934	799
B3GALNT1	141	267	295	389	1194	946	671	899	3409	2144
LOC124909453	6	1	3	5	14	18	6	11	187	220
LOC124906300	1	4	4	2	25	25	15	34	276	300
LOC105374186	0	1	1	0	3	10	0	0	36	49
NMD3	2141	1958	1698	2452	2094	1667	1324	1751	1427	1517
LOC105374187	61	40	52	25	89	130	30	32	133	275
LOC112268450	18	10	18	15	15	34	5	4	56	83
SPTSSB	124	120	30	30	53	41	62	1	17	45
LOC107986150	7	1	3	0	3	4	1	1	4	14
LINC02067	40	64	55	50	83	69	22	27	54	32
OTOL1	0	0	0	0	0	0	0	0	0	0
LOC107986048	0	0	0	0	0	0	0	0	0	0
LOC107986049	0	0	1	0	0	0	0	0	0	1
LINC01192	0	1	1	0	0	0	0	0	0	0
LOC124906371	0	0	0	0	0	0	0	0	0	0
LOC105374188	0	0	0	0	0	0	0	0	0	1
LOC102724419	4	4	628	1336	529	453	133	196	9	8
MIR1263	0	0	3	4	1	3	1	0	1	0
LOC105374189	0	0	6	6	1	1	0	0	1	0
LOC105374190	0	0	0	0	1	0	0	0	0	0
LOC105374191	0	1	3	6	2	4	0	0	2	1
LOC107986151	0	0	0	0	0	0	0	0	0	0
LINC01324	0	0	0	0	0	0	0	0	3	3
LOC107986050	0	0	0	0	0	0	0	0	0	0
SI	0	0	0	0	0	0	7	0	1	1
LOC105374192	0	0	0	0	0	0	0	0	0	0
SLITRK3	59	57	36	54	20	13	13	8	76	126
LINC01322	0	0	0	0	0	0	0	0	0	3
BCHE	143	146	156	139	158	63	71	52	603	1022
LOC124909497	0	0	0	0	0	0	0	0	0	0
LOC124909498	0	0	0	0	0	0	0	0	0	0
LOC105374194	0	0	0	0	0	0	0	0	1	0
LOC105374193	0	0	0	0	0	0	0	0	0	0
LOC105374196	0	0	0	0	1	2	1	0	0	1
ZBBX	63	17	94	185	171	161	72	126	8	27
LINC01327	0	0	0	0	0	0	0	0	0	0
SERPINI2	8	5	21	20	0	0	0	1	1	13
LOC105374197	5	13	30	35	0	0	0	1	0	1
WDR49	18	22	7	8	11	12	20	34	22	34
PDCD10	1474	1520	875	1062	1247	1125	607	842	735	774
SERPINI1	232	201	359	393	254	419	158	249	175	203
LRRC77P	0	0	0	0	0	0	0	0	11	3
GOLIM4	1648	1664	619	606	2495	1844	3609	5407	4280	3411
EGFEM1P	23	25	4	10	96	142	73	168	749	894
MIR551B	0	0	0	0	0	1	0	0	3	4
LOC105374200	0	1	0	0	6	21	4	11	93	92
LINC02082	1	0	0	0	1	3	5	4	60	67
LINC01997	0	0	1	0	0	0	0	1	1	2
LOC107986051	0	0	0	0	0	0	0	0	0	2
MECOM	6	10	12	8	674	476	548	291	1706	2479
LOC124909454	0	0	0	0	3	5	3	0	8	22
LOC105374206	0	0	1	1	16	34	6	1	42	180
MECOM-AS1	0	0	0	0	3	4	0	1	10	32
LOC124906301	0	1	0	0	23	33	6	4	30	83
TERC	1968	2067	1972	2985	2800	2023	341	384	563	451
ACTRT3	90	152	35	42	28	25	48	65	39	54
TRV-AAC1-1	0	0	1	0	0	0	0	0	0	1
MYNN	571	636	487	719	845	712	545	731	860	855
LRRC34	273	300	214	217	274	210	53	72	129	228
LRRIQ4	3	6	3	4	3	4	2	0	5	6
LRRC31	3	0	0	0	3	0	0	0	0	3
SAMD7	0	1	0	0	1	0	0	0	0	1
FHL1P1	10	7	4	2	12	13	4	0	7	15
SEC62	1518	1658	1252	1473	2314	2073	1546	1522	1628	2040
GPR160	761	455	208	213	72	65	12	5	26	43
LOC124909455	27	11	2	1	2	3	0	0	1	4
LOC124909456	10	2	3	0	4	4	2	0	7	5
PHC3	1102	665	919	953	2140	2245	1141	1370	2799	2979
LOC105374209	12	6	7	6	3	14	0	0	14	23
PRKCI	5759	5521	4292	5316	4069	3451	1416	2029	1491	1580
SKIL	5886	5555	3730	3949	3523	3056	2050	1836	2096	2960
CLDN11	232	208	285	405	81	78	11	3	137	177
MIR6828	0	0	0	0	0	0	0	0	0	0
SLC7A14	125	97	146	246	9	15	2	1	9	32
SLC7A14-AS1	1	4	1	2	1	0	0	0	0	5
LOC124906302	0	0	1	0	1	0	0	0	1	0
LOC105374211	0	0	0	1	0	0	0	0	0	0
RPL22L1	2896	3935	744	832	995	694	232	374	763	693
EIF5A2	238	252	232	245	482	358	142	237	564	493
SLC2A2	4	0	0	0	4	1	30	3	12	8
TNIK	3116	2688	2021	1938	4035	3843	2716	2549	3232	2290
LOC105374216	20	20	20	8	45	56	11	14	74	119
MIR569	5	4	0	1	8	9	0	1	12	7
LOC124906303	65	41	33	21	94	177	13	17	301	387
LOC102724479	52	55	14	12	56	43	50	59	61	36
PLD1	62	49	92	123	603	386	1001	1144	2472	2107
LOC124906352	0	0	0	0	0	0	0	0	7	9
TMEM212	0	0	0	0	0	1	0	0	0	2
TMEM212-AS1	0	0	0	0	0	0	0	0	0	0
LOC105374218	0	0	0	0	0	0	0	0	0	0
LOC105374217	0	0	0	0	1	1	0	0	0	0
FNDC3B	1512	1444	1917	2061	3807	3270	3277	3116	4971	6944
LOC124906304	85	30	95	62	186	342	41	28	641	1280
GHSR	0	0	0	0	0	1	0	0	1	0
TNFSF10	2	5	4	26	10	17	3	1	90	97
LINC02068	0	0	0	0	0	0	0	0	0	0
NCEH1	163	167	130	160	164	121	175	228	160	126
LOC124909457	4	1	0	2	2	5	0	2	6	6
ECT2	3913	4412	2351	2905	4502	3437	585	701	2098	1922
LOC124900555	5	3	2	0	5	5	1	0	4	5
LOC107986052	0	1	0	0	0	0	0	0	1	0
SPATA16	59	56	281	297	0	2	0	1	0	5
LOC105374221	0	0	0	0	0	0	0	0	0	0
LOC124906369	0	0	2	1	0	0	0	0	0	0
LOC105374220	0	0	1	0	0	0	0	0	0	0
LOC105374224	1	2	4	0	0	0	0	0	0	0
LOC124909458	0	0	0	0	0	0	0	0	0	0
NLGN1	1108	766	773	510	473	473	806	818	1181	1173
LOC105374225	4	0	0	2	0	1	0	0	5	3
NLGN1-AS1	4	1	3	2	4	6	2	2	31	75
LOC105374226	10	4	7	5	16	5	5	9	2	7
NAALADL2	24	19	31	43	76	87	50	59	474	755
LOC107986027	1	0	1	0	2	4	0	3	34	81
LOC124906305	0	0	0	0	0	0	0	0	3	5
NAALADL2-AS3	0	0	0	0	0	0	0	0	2	5
NAALADL2-AS2	0	0	0	0	0	0	0	0	2	9
MIR4789	0	0	0	0	0	0	0	0	0	1
LOC124906366	0	0	0	0	0	0	0	0	1	0
NAALADL2-AS1	0	0	0	0	0	0	0	0	0	1
LOC124909459	15	32	5	3	0	1	0	0	2	2
LOC124909460	19	24	17	19	10	13	4	5	0	0
MIR7977	0	0	0	0	0	0	0	0	0	0
LOC105374230	1	0	4	6	3	0	5	2	0	0
LINC01208	2	0	8	8	6	1	1	0	0	0
LINC01209	1	1	1	1	0	1	0	0	0	1
TBL1XR1	3970	3878	7020	9288	5864	5639	2816	3697	5661	6344
TBL1XR1-AS1	13	13	18	29	11	19	3	2	44	67
LOC107986053	0	0	0	0	0	0	2	1	1	0
LINC00501	1	0	1	1	0	1	1	1	22	9
LINC00578	0	0	0	2	0	2	0	0	2	2
LOC124906306	0	0	0	0	0	0	0	0	1	0
LOC124900562	0	0	0	0	0	0	0	0	0	0
LINC02015	0	0	0	0	1	0	1	0	2	3
LOC107986154	0	0	0	0	0	0	0	0	1	1
LOC105374234	0	0	0	0	0	0	0	0	0	0
LOC107986155	10	6	258	293	49	44	1	0	2	1
LOC107986156	0	0	0	0	0	0	0	0	0	1
LOC105374235	0	0	0	0	0	0	0	0	17	29
LINC01014	0	0	0	0	0	0	0	0	2	0
KCNMB2-AS1	24	21	11	20	12	5	2	1	10	14
KCNMB2	14	8	13	15	9	11	2	7	205	173
LOC124909461	31	25	24	14	17	35	6	5	76	134
LOC124906307	66	35	15	9	13	5	34	36	18	20
ZMAT3	1300	760	248	358	658	752	1218	1493	810	903
PIK3CA-DT	0	1	1	0	1	0	0	0	1	0
PIK3CA	635	631	675	857	1143	1055	878	990	2045	2007
LOC124900560	4	0	2	0	1	4	1	0	9	12
KCNMB3	54	59	47	44	113	99	60	87	100	149
ZNF639	1112	1409	1035	1315	1806	1430	803	981	1254	1174
MFN1	1523	1705	1273	1647	2344	2023	1633	2293	2427	2311
GNB4	2770	2347	2539	2708	1858	1918	1426	1813	2557	3008
ACTL6A	1816	2159	1022	1065	1671	1229	567	660	946	856
LOC124909462	14	12	3	8	12	13	7	7	17	15
MRPL47	1248	1755	878	1018	1245	933	1187	1511	746	617
NDUFB5	1257	1402	1320	1843	2346	1739	2930	3493	3212	2124
LOC124906348	1	1	0	1	1	3	1	0	6	11
USP13	1100	1060	970	1069	1333	1210	2697	3030	5620	3643
LOC124909464	13	4	12	11	19	16	8	8	57	54
PEX5L	48	37	15	23	35	27	18	13	46	57
PEX5L-AS2	2	0	0	0	0	2	2	0	0	0
LOC124909463	0	0	0	0	0	0	0	0	0	1
LOC124909465	0	0	0	0	0	0	0	0	0	0
LINC02053	0	0	0	0	0	0	0	0	0	0
TTC14-DT	0	0	2	5	11	7	4	1	3	6
LOC124900551	0	0	0	0	0	0	0	0	0	0
TTC14	557	621	564	732	1241	1246	536	547	1215	1572
CCDC39	69	62	39	43	63	69	14	14	20	83
LOC101928882	2	1	1	0	1	0	0	0	1	4
LOC105374240	0	1	1	0	0	0	0	0	1	1
LOC124909466	0	0	0	0	0	0	0	0	0	0
FXR1	7750	6727	7041	9716	10298	8442	4535	5893	5718	4990
DNAJC19	596	752	456	511	685	525	532	585	485	396
SOX2-OT	60	77	13	17	6	10	4	1	6	11
LOC102724604	0	0	0	0	0	1	0	0	0	3
