	day0_rep1	day0_rep2	day2_rep1	day2_rep2	day5_rep1	day5_rep2	day14_rep1	day14_rep2	fetal_rep1	fetal_rep2
LINC01740	0	1	0	0	0	2	0	0	0	0
ATF3	424	451	148	237	226	148	541	534	281	239
GARIN4	2	1	3	0	2	1	1	0	1	2
LINC02773	1	5	0	4	5	1	1	4	1	9
BATF3	27	50	16	10	9	10	1	4	15	16
LOC124904694	0	0	0	0	0	0	0	0	0	0
NSL1	1581	1717	1411	1612	2634	2324	1025	1159	1433	1483
TATDN3	319	319	330	441	496	323	401	689	338	290
SPATA45	6	4	5	5	4	2	6	12	4	9
FLVCR1-DT	275	259	91	83	96	65	59	70	30	71
FLVCR1	3431	4221	1964	2465	2002	1664	470	489	600	857
LOC124904507	156	157	58	51	4	1	0	1	0	0
VASH2	6106	5589	1435	1028	676	571	65	82	412	831
ANGEL2	1151	1474	1474	1915	2720	2269	935	1200	1299	1549
RPS6KC1	1581	1618	1032	1337	2285	1953	1326	1446	1680	1816
PROX1-AS1	4	9	21	14	216	122	124	273	145	103
LINC00538	0	0	1	1	7	6	0	3	17	14
LOC124904651	0	0	0	0	0	1	0	0	3	2
PROX1	295	226	367	355	1325	982	2011	2325	5958	4570
LINC02775	0	0	0	0	2	0	0	0	2	1
LOC124904509	43	43	35	69	113	83	26	27	132	150
SMYD2	429	508	665	811	1000	718	1248	1847	4790	2871
PTPN14	7789	5826	6952	5927	9668	8035	1355	903	4522	4755
LOC124904508	15	7	10	4	27	53	1	2	44	66
CENPF	21877	21716	12640	11682	22751	18304	2354	1846	20648	16520
LOC105372916	2	0	1	0	1	0	0	0	0	2
LOC124904510	0	0	0	0	0	0	0	0	1	0
KCNK2	22	24	2	0	1	4	3	0	8	37
LOC124904511	0	0	0	0	0	0	0	0	0	3
LOC124904598	0	2	1	0	0	0	0	0	0	0
LOC124904599	8	12	2	2	7	3	1	4	4	0
KCTD3	4323	4084	2572	3157	4031	3363	1846	2372	2868	2426
USH2A	62	62	200	145	40	41	50	46	402	431
LOC124904778	0	0	0	0	0	0	0	0	0	0
USH2A-AS2	0	0	2	0	0	0	0	0	1	1
USH2A-AS1	0	0	0	0	0	0	1	0	6	1
LOC107985596	0	0	0	1	0	0	0	4	7	8
ESRRG	76	74	1286	1730	611	449	2020	2151	3064	2571
LOC124904512	0	0	45	50	8	31	22	11	252	379
LOC107985461	0	0	0	0	0	0	0	0	0	0
LOC105372920	0	0	0	0	0	0	0	0	0	0
LOC124904807	0	0	0	0	0	0	0	0	0	0
GPATCH2	800	926	704	784	1799	1590	884	960	1119	1336
SPATA17	14	32	62	64	92	56	56	74	42	39
SPATA17-AS1	0	1	0	0	0	0	0	0	0	0
LINC00210	0	0	0	0	0	0	0	0	0	0
LOC105372922	0	0	0	0	0	0	0	0	0	0
LINC01653	0	0	0	0	0	0	0	0	0	1
LOC105372923	3	0	2	1	1	5	0	0	9	25
RRP15	1639	2031	1110	1065	1692	1879	776	1006	1343	1448
TGFB2-AS1	2	1	0	1	20	16	28	47	7	8
TGFB2	26	23	28	42	6262	4905	21748	20387	620	1438
TGFB2-OT1	0	0	0	0	0	0	0	0	0	0
LINC02869	1	0	0	0	4	5	71	39	0	1
LOC124904666	0	0	0	0	0	0	0	0	0	0
LOC105372924	0	0	0	0	4	1	16	21	0	0
LINC01710	0	0	0	0	0	0	0	0	0	1
LOC124904513	0	0	0	0	0	0	0	0	0	0
LYPLAL1-DT	6	2	2	4	8	11	18	11	5	14
LYPLAL1	621	490	866	1116	1787	2241	995	1437	1624	2243
LOC107984018	1	1	5	8	20	16	4	3	14	38
LYPLAL1-AS1	0	0	0	1	4	6	0	2	5	6
LOC124904514	0	0	0	0	0	0	0	0	0	0
ZC3H11B	7	7	7	6	13	20	28	15	26	13
LOC105372926	0	0	0	0	7	2	21	10	4	6
SLC30A10	48	13	6	5	0	0	45	26	54	445
LOC107985281	0	0	0	0	0	0	0	0	1	3
LOC124904668	0	0	0	0	0	0	0	0	0	0
EPRS1	15583	15760	6447	8120	9131	7706	8632	13612	6177	5782
LOC124904819	2	0	0	0	1	1	0	0	4	0
BPNT1	491	667	377	492	711	574	699	813	729	622
IARS2	7144	6373	6201	8817	7006	5199	6074	7348	6562	4403
LOC105373475	2	4	8	4	1	5	0	2	1	17
LOC124904515	10	3	3	5	3	2	0	1	8	21
MIR215	0	0	0	0	1	0	0	0	0	0
MIR194-1	2	2	1	3	5	7	2	2	4	14
LOC124904824	0	3	1	5	7	1	1	2	0	8
RAB3GAP2	4590	4319	2959	3377	3713	3130	2768	3147	2184	2450
MIR664A	0	0	0	0	0	0	0	0	0	0
SNORA36B	0	1	0	0	0	0	0	0	1	1
AURKAP1	37	49	25	27	55	62	13	18	78	165
LOC105372928	0	0	0	0	0	0	0	0	0	0
MARK1	1036	1065	484	553	1148	1035	2179	2184	1789	1895
C1orf115	322	407	138	138	429	273	258	406	851	516
LOC124904516	5	7	4	3	5	1	7	5	9	6
MTARC2	197	204	77	85	96	68	396	669	1041	874
MTARC1	1466	2122	1095	1071	1515	1252	472	635	211	451
RNU6ATAC35P	19	18	12	4	15	15	11	17	3	25
LINC01352	5	0	4	2	6	5	1	3	7	19
HLX-AS1	0	0	1	1	0	1	0	1	3	4
HLX	4	5	33	132	69	77	41	15	133	209
LOC105372930	0	0	0	0	0	0	0	0	0	0
LOC101929750	0	0	1	0	0	2	0	0	1	3
LOC105372932	0	0	2	2	1	1	0	0	1	0
LINC02817	3	1	3	2	3	4	0	2	1	0
LOC105372934	0	0	0	0	1	0	0	0	1	0
LOC107985462	0	0	1	1	2	1	0	0	2	0
LOC105372937	0	0	0	0	0	0	0	1	0	0
DUSP10	249	372	451	710	312	214	1351	1135	132	215
LINC01655	0	1	4	10	0	0	0	0	0	0
LOC124904517	0	1	3	3	0	2	0	0	0	0
LINC02257	4	5	35	29	4	5	4	4	0	0
LINC02474	1	2	17	29	0	0	0	0	0	0
LINC01705	0	0	4	0	1	0	0	2	0	1
LOC124904518	0	0	0	4	2	3	0	0	2	1
TRT-TGT2-1	0	0	0	0	0	2	0	0	0	0
LOC105372956	0	0	0	1	1	0	0	0	0	0
LOC124904519	4	4	1	7	9	7	0	1	2	11
HHIPL2	7	9	53	65	594	332	3	1	6	8
TAF1A	457	488	488	571	610	547	128	147	232	352
TAF1A-AS1	13	20	30	48	81	53	55	108	31	15
MIA3	3657	3381	3588	4744	6018	5089	3623	4202	3434	3492
AIDA	1731	1508	1049	1443	1400	1216	738	982	778	809
BROX	1572	1663	1663	2201	2142	1567	1277	1541	1401	1364
FAM177B	5	1	3	2	5	3	1	2	9	11
LOC105372984	1	0	0	0	0	0	0	0	1	6
DISP1	545	504	490	568	1786	1209	552	596	693	916
LOC124904830	0	0	0	0	4	0	1	0	2	3
LOC124904520	19	20	28	42	123	86	51	46	1	0
LOC124904521	1	5	3	1	6	10	2	1	3	1
LOC102724046	0	1	0	5	6	17	1	0	2	4
LOC107985323	1	0	1	1	5	6	1	0	1	1
TLR5	83	32	54	94	327	226	101	76	39	145
LOC124904522	2	0	1	2	2	2	6	15	2	5
SUSD4	85	70	3	4	207	394	579	451	197	215
LOC105373025	0	0	0	0	0	1	0	0	0	0
CCDC185	2	1	0	0	4	2	0	0	3	1
LOC105373034	0	1	0	0	0	0	0	0	0	1
CAPN8	0	1	0	1	13	9	2	2	8	45
LOC105373281	0	0	1	0	1	5	2	3	3	7
CAPN2	1314	1045	2868	3478	6821	5542	5373	5285	6510	5541
LOC105373046	6	6	8	6	29	24	9	4	40	77
LOC105373041	22	8	10	16	43	46	11	13	55	67
TP53BP2	2307	2280	2168	2560	3926	3761	4213	4237	3138	3078
GTF2IP20	119	123	155	204	240	200	127	180	167	234
SEPTIN7P13	107	73	93	117	154	226	83	127	178	299
LOC105373061	0	0	0	0	0	0	0	0	0	0
LOC105373056	0	5	3	3	8	2	0	2	0	2
FBXO28	1916	2134	1578	2131	2528	2176	920	992	1003	1186
LOC124903813	13	11	4	7	11	17	0	2	13	23
LOC124900425	0	0	0	0	0	0	0	0	0	0
DEGS1	671	1075	610	657	1669	1378	1504	1716	1739	1960
LOC101927143	0	0	2	3	6	9	1	0	7	9
LOC101927164	1	1	2	2	6	8	3	0	5	13
NVL	1118	1476	940	1031	1621	1247	884	994	868	1000
MIR320B2	2	3	1	2	1	7	1	1	4	1
LOC124904838	0	0	0	0	0	0	0	0	0	0
CNIH4	1533	2075	1050	1466	2067	1622	1197	1603	1162	939
WDR26	3114	2755	2921	3736	5275	4466	3768	4409	4370	4666
MIR4742	0	0	0	0	0	1	0	0	0	1
CNIH3	258	291	211	286	84	82	33	48	47	60
CNIH3-AS2	46	47	21	11	2	1	1	1	0	13
CNIH3-AS1	7	2	1	2	1	1	0	0	1	4
LOC124904523	11	2	9	7	0	3	0	0	2	3
LINC02813	6	2	10	4	3	0	1	0	3	1
LOC105373108	1	1	11	8	0	0	0	0	0	0
LOC105373109	0	0	0	0	0	0	0	0	0	0
LOC124904524	1	0	1	3	0	1	0	2	1	4
DNAH14	797	793	641	769	1178	1226	565	843	573	1202
LOC124904525	1	4	0	1	3	2	1	1	2	13
LBR	3337	4202	3405	2880	4752	3396	1057	847	1729	2459
LINC02765	7	9	1	0	1	0	0	0	1	8
LOC124900415	0	1	0	1	0	0	0	0	3	0
LOC124904526	13	11	3	2	8	7	0	3	2	11
ENAH	13389	13553	11468	13576	18805	16576	5838	6907	5597	6828
LOC102723834	1	1	0	0	7	9	0	0	2	1
LOC107985352	1	0	0	2	2	2	0	0	1	1
LOC124904527	2	0	1	2	11	4	0	0	3	2
SRP9	5886	5582	3672	4019	5803	5038	1874	2436	2268	3048
EPHX1	1129	1365	1766	1496	696	468	493	455	555	584
TMEM63A	2321	2785	917	1438	1615	1439	623	785	1290	1545
LEFTY1	1338	2404	234	304	16	12	8	8	31	12
PYCR2	2334	3366	1010	1438	1623	1381	1127	1556	1098	872
MIR6741	0	0	0	0	0	0	0	0	1	1
LEFTY2	435	714	221	1192	34	9	1436	486	237	175
SDE2	1213	1252	1221	1346	1747	1423	875	1201	1044	960
H3-3A-DT	32	38	19	32	78	55	18	18	31	38
H3-3A	2345	2393	1304	1461	2949	2060	1548	1464	1542	1404
LINC01703	22	13	17	19	23	26	10	15	4	6
ACBD3	1273	1263	1188	1415	1483	1183	1227	1412	1024	990
LOC124904586	0	0	0	0	0	0	0	0	0	0
ACBD3-AS1	8	4	4	11	9	17	0	2	13	30
LOC101927247	0	0	2	1	0	1	1	0	1	2
LOC124904528	0	0	9	7	3	1	0	1	0	1
MIXL1	682	928	21774	24448	138	58	161	194	108	106
LIN9	808	870	638	866	974	782	496	770	1783	1280
LOC124904831	3	1	4	0	2	3	0	0	7	7
LOC124904814	0	0	0	0	0	0	0	0	0	0
PARP1	24166	26044	8003	8284	11909	9695	8531	10758	8712	6275
LOC105373115	4	0	0	0	0	0	1	1	0	0
LOC105373116	0	0	0	0	0	0	0	0	5	3
STUM	87	65	12	21	18	21	149	301	303	426
ITPKB	945	597	344	524	606	448	408	526	1554	1511
ITPKB-IT1	1	2	1	0	2	3	0	0	14	21
LOC124904529	6	1	1	4	4	6	0	1	43	79
LOC124904530	0	2	1	1	2	1	1	1	1	1
LOC105373119	2	0	0	0	0	0	0	3	0	0
PSEN2	634	987	153	136	407	268	849	1133	338	363
LOC107985354	47	39	2	10	9	22	12	14	37	50
COQ8A	1660	1959	569	911	1444	1246	1469	1668	1573	797
CDC42BPA	2412	2591	1520	1703	3134	2844	1968	2440	5269	5905
LOC124904531	21	18	14	13	24	21	7	3	12	6
LINC01641	0	0	0	0	0	0	0	0	0	0
LOC105373122	0	1	4	2	9	15	3	3	8	13
ZNF678	2356	1993	1589	1517	2304	2062	560	618	929	1211
ZNF847P	0	3	0	3	1	1	0	0	1	0
SNAP47	1436	1742	1050	1518	2070	1518	1114	1397	1302	991
JMJD4	43	75	25	76	99	80	60	61	103	84
LOC105373289	29	22	6	6	29	25	4	23	11	18
PRSS38	0	0	0	1	2	1	0	0	1	2
WNT9A	61	75	37	19	46	33	71	111	201	120
MIR5008	1	2	1	0	3	2	0	0	1	6
LOC124904533	12	16	8	8	33	14	5	5	28	21
LOC107985355	1	1	0	3	0	1	0	0	1	4
LOC124904532	1	0	1	2	1	0	0	0	0	10
WNT3A	11	21	2067	2143	23	14	1	0	3	1
LINC02809	19	20	15	22	44	45	6	10	32	44
ARF1	8531	8538	7959	9830	15523	11547	11355	12097	8411	6722
MIR3620	0	0	0	0	0	0	0	0	0	0
C1orf35	560	757	431	531	838	610	404	454	419	376
MRPL55	693	1026	666	802	1227	986	652	797	688	503
GUK1	2173	2053	1763	2290	2601	1979	3302	4116	3170	2144
GJC2	33	42	26	46	70	46	18	18	78	57
LOC124904534	17	17	28	31	104	69	6	7	19	27
IBA57-DT	0	1	5	3	6	7	0	0	4	2
IBA57	641	568	633	924	614	456	506	502	1014	913
LOC124904536	117	88	71	71	52	41	19	37	98	125
OBSCN-AS1	24	19	37	78	87	65	4	14	38	55
OBSCN	3652	2398	5208	7044	9430	10238	24403	24937	23688	14900
LOC124904535	59	65	52	79	78	74	23	21	135	240
LOC101927401	80	56	115	133	193	206	67	88	1079	908
TRIM11	822	1054	565	818	1214	896	673	754	476	435
MIR6742	0	0	0	0	0	0	0	0	0	0
TRIM17	43	97	85	118	519	365	67	105	172	237
LOC124904537	22	32	18	21	59	61	12	23	114	159
H3-4	7	19	4	0	7	4	0	2	6	3
LOC124904538	1	2	1	4	5	10	1	5	6	15
H2AC25	1107	1446	345	319	469	268	267	207	344	282
H2BC26	961	1328	485	253	425	297	120	112	519	451
MIR4666A	0	1	0	0	0	0	0	0	1	0
RNF187	1994	2806	1662	1831	2479	1653	3003	3538	1637	1328
BTNL10P	0	0	0	2	2	0	0	0	0	3
LOC105373124	0	0	0	1	0	2	0	0	0	1
RNA5S1	0	0	0	0	0	0	0	0	0	0
RNA5S2	0	0	0	0	0	0	0	0	0	0
RNA5S3	0	0	0	0	0	0	0	0	0	0
RNA5S4	0	0	0	0	0	0	0	0	0	0
RNA5S5	0	0	0	0	0	0	0	0	0	0
RNA5S6	0	0	0	0	0	0	0	0	0	0
RNA5S7	0	0	0	0	0	0	0	0	0	0
RNA5S8	0	0	0	0	0	0	0	0	0	0
RNA5S9	0	0	0	0	0	0	0	0	0	3
RNA5S10	0	0	0	0	0	0	0	0	0	0
RNA5S11	0	0	0	0	0	0	0	0	0	0
RNA5S12	0	0	0	0	0	0	0	0	0	0
RNA5S13	0	0	0	0	0	0	0	0	0	0
RNA5S14	0	0	0	0	0	0	0	0	0	0
RNA5S15	0	0	0	0	0	0	0	0	0	0
RNA5S16	0	0	0	0	0	0	0	0	0	0
RHOU	385	334	684	927	2478	1671	370	7	608	989
DUSP5P1	0	3	1	4	2	1	3	0	9	20
RNA5S17	0	0	0	0	0	0	0	0	0	0
LOC124904539	0	0	0	0	1	0	0	0	0	1
LOC105373143	0	0	0	0	1	0	0	0	0	0
LINC02815	58	43	36	23	20	51	8	0	3	28
LOC102723935	1	0	2	1	1	0	0	0	0	1
TMEM78	3	4	0	0	1	0	0	0	0	1
LOC124904540	0	1	0	0	0	0	0	0	0	1
RAB4A-AS1	45	47	33	36	72	82	67	89	69	73
RAB4A	1157	1234	819	1066	1997	1541	1149	1434	1270	1010
CCSAP	1387	865	1145	1515	951	760	370	513	578	669
LOC124904541	2	2	22	21	0	0	0	0	1	0
ACTA1	48	136	62	70	43	67	8774	76851	1024	806
NUP133	5939	6878	4864	6819	7219	5416	4301	4999	3166	2811
NUP133-DT	4	3	4	0	6	4	2	1	0	2
ABCB10	630	796	680	808	1295	1000	951	1102	1129	1196
TAF5L	1040	1363	566	734	977	829	695	661	778	799
URB2	2205	3246	798	867	1755	1877	653	700	730	937
LOC105373161	0	0	0	0	0	0	0	0	0	0
LOC107985464	0	0	0	0	0	0	0	0	0	1
LOC105373162	0	0	0	0	1	0	0	0	0	0
LINC01682	0	0	0	0	0	0	0	0	1	0
LOC105373163	0	0	0	0	0	0	0	0	1	0
LINC01736	0	0	0	0	0	0	0	0	1	1
GALNT2	7502	7280	2956	3023	5273	4780	5824	4304	3303	5787
LOC124904748	0	0	0	0	0	0	0	0	0	0
LOC124904542	36	19	8	6	23	24	6	7	48	104
PGBD5	677	770	55	44	71	48	56	38	275	235
LOC124904543	18	3	0	2	2	4	0	1	18	10
LOC105373164	0	0	0	0	0	0	0	0	0	0
LOC105373165	0	0	0	0	0	0	0	0	1	0
LOC107985357	0	0	0	0	0	0	0	0	0	3
LINC01737	0	0	0	0	0	0	0	0	0	0
LOC124904544	7	12	0	2	0	0	0	0	0	0
LOC124904545	1	3	0	1	8	5	27	25	23	16
COG2	1310	1643	777	1003	1552	1149	1175	1396	1218	1084
LOC107985358	1	2	0	0	1	2	2	0	0	8
AGT	5	6	5	7	29	28	602	341	1563	977
CAPN9	5	9	14	26	171	147	19	19	88	78
LOC107985359	0	2	0	1	1	1	2	0	10	10
LOC124904546	0	0	0	0	0	3	1	1	16	7
LOC124904548	1	0	5	1	7	9	2	1	52	55
C1orf198	2004	2989	1464	1975	3925	3115	4460	6084	9988	8087
LOC101927604	9	11	3	6	31	17	32	45	63	29
LOC124904547	0	0	0	0	0	0	1	0	2	0
LOC105373167	0	0	1	0	1	1	1	0	1	1
TTC13	386	466	332	415	785	649	474	609	569	645
ARV1	291	441	371	509	708	445	629	725	490	449
FAM89A	35	43	1009	2114	4133	2798	329	316	129	148
MIR1182	0	0	0	0	0	0	0	0	0	0
TRIM67	4	1	25	8	19	21	2	6	17	83
TRIM67-AS1	0	0	0	0	0	0	0	0	2	5
C1orf131	216	324	394	472	564	361	306	357	268	234
GNPAT	2172	2643	2743	4324	3930	2629	3122	3780	3349	2204
EXOC8	749	770	492	607	891	813	856	954	952	934
SPRTN	387	515	362	396	722	631	496	535	455	492
LOC107985360	105	47	73	61	125	154	43	56	149	215
EGLN1	3260	1244	4112	5329	1688	1094	3839	6013	3429	3040
SNRPD2P2	0	0	0	0	0	0	0	1	0	1
LOC122526782	67	67	29	37	69	51	33	26	44	28
TSNAX-DISC1	2	0	0	1	0	0	0	0	1	2
TSNAX	814	799	816	1013	1070	862	678	724	489	525
LINC00582	0	0	0	0	2	2	0	1	3	5
DISC1	12	9	21	18	13	26	6	2	44	100
LOC105373170	10	5	16	25	11	21	410	718	9159	5082
DISC2	1	0	2	0	3	4	18	27	917	979
DISC1-IT1	1	1	2	2	4	1	0	2	13	16
LOC124904549	13	13	41	47	30	51	26	11	80	156
LOC105373172	7	2	8	9	10	5	3	1	25	55
LOC105373171	1	3	6	9	1	5	2	2	15	17
LOC124904550	21	5	8	7	3	2	0	0	0	2
LOC101929902	31	9	18	23	15	6	21	7	3	0
LOC105373196	5	2	4	11	3	1	0	1	1	1
LOC105373198	0	0	1	1	0	0	0	4	1	0
SIPA1L2	2299	2296	5674	7528	8635	4908	25650	31192	20031	13693
LOC124904551	1	3	0	4	7	7	4	6	9	2
LINC01745	0	0	0	0	0	0	0	0	0	0
LINC01744	0	0	0	1	0	0	0	0	0	0
LOC107983960	0	0	0	0	0	0	0	0	0	0
MAP10	199	246	246	227	588	412	624	705	392	361
LOC101927711	1	2	2	0	9	6	0	2	5	12
LOC105373201	0	3	0	1	1	1	0	1	1	1
LOC107985361	15	18	17	15	30	21	27	12	5	14
NTPCR	1520	1517	1013	1234	1674	1055	1843	2238	1264	995
PCNX2	4347	2943	1734	1939	1481	1215	560	627	213	490
MAP3K21	2993	2491	913	750	737	605	55	105	73	111
KCNK1	476	398	531	716	598	535	46	17	75	81
MIR4427	1	1	2	2	5	3	0	1	1	0
LOC107985362	0	0	5	8	1	3	0	0	47	70
LOC124904552	0	2	0	0	0	1	0	1	1	4
SLC35F3	107	116	252	344	183	138	133	91	5	44
LOC107985363	6	3	6	11	27	61	2	0	3	9
LOC124904553	13	20	37	33	17	15	0	0	0	1
SLC35F3-AS1	2	1	4	3	1	8	3	0	1	8
LOC105373206	3	4	7	7	5	16	9	0	0	14
MIR4671	2	1	2	0	0	0	0	0	0	0
COA6-AS1	8	18	10	7	42	31	9	18	41	30
COA6	370	464	203	273	283	241	199	256	230	217
TARBP1	1571	1744	1250	1447	2101	2041	796	960	1927	2651
LINC01354	2	0	0	0	0	0	0	0	16	32
LOC107985465	1	0	0	0	0	0	0	0	3	5
LOC124900421	0	0	0	1	0	0	0	0	0	0
IRF2BP2	2783	3095	1478	1848	4695	3963	4569	4975	5994	5620
LINC00184	2	1	2	0	0	0	1	1	2	0
LOC101927787	0	0	1	0	0	0	0	0	0	0
LOC105373207	0	0	0	0	0	1	0	0	0	1
LOC124904554	0	0	0	0	0	0	0	0	0	0
LOC124904555	2	0	0	0	0	0	0	0	1	0
LOC105373209	0	1	1	1	1	1	0	0	0	0
LOC105373208	0	1	1	0	1	1	0	0	0	1
LOC124904556	0	0	0	0	1	1	1	0	0	4
LINC01132	1	4	1	3	9	7	17	11	22	18
LOC105373210	0	0	1	0	0	0	0	1	0	4
LOC107985364	0	1	0	0	0	2	0	0	1	0
LINC02961	6	13	7	3	7	3	0	0	0	0
LOC124904557	0	0	0	0	0	0	0	0	0	1
LOC107985365	0	0	0	1	1	2	0	2	4	1
LNCATV	1	1	2	3	1	0	0	0	1	4
LOC124904558	0	0	0	1	0	0	1	0	0	2
LINC01348	0	0	0	0	0	0	0	0	2	1
TOMM20	11672	9497	11732	16024	17289	14606	5819	7693	6174	5292
LOC105379283	52	40	14	28	35	46	6	8	17	39
SNORA14B	0	0	0	0	0	0	0	0	0	0
RBM34	1402	1946	1214	1688	1835	1485	1047	1681	867	906
ARID4B	2096	2411	1858	2492	3968	3284	1874	2058	2097	2408
MIR4753	1	0	0	3	3	0	0	0	2	7
GGPS1	1440	1550	1240	1712	2169	1784	1576	2042	1105	1015
LOC124904559	1	1	1	3	4	3	6	5	0	4
TBCE	953	929	602	692	826	702	548	621	624	615
B3GALNT2	1295	1686	837	915	1492	1083	731	963	1391	949
GNG4	1804	1651	363	341	142	133	32	8	35	150
LOC124904560	26	21	12	9	5	2	0	1	5	5
LYST	59	33	81	69	339	309	741	571	1518	2540
MIR1537	0	0	0	0	0	0	0	0	0	0
LOC105373215	0	0	0	0	1	3	1	1	0	0
LINC02768	0	3	1	6	6	4	1	1	6	1
NID1	3479	2408	2157	2217	6762	5816	2663	5478	21692	18497
GPR137B	302	250	111	122	148	140	23	47	288	280
ERO1B	107	137	151	218	275	204	50	62	322	338
LOC124904561	2	0	1	0	0	1	0	1	1	9
LOC124904562	1	1	1	1	3	5	0	0	4	20
EDARADD	322	358	227	213	354	328	69	56	157	150
LGALS8	551	581	560	562	959	871	934	1264	2943	2543
LGALS8-AS1	4	8	13	20	16	10	13	24	39	39
HEATR1	10657	11795	5747	6863	7253	6348	1977	2176	2283	2724
ACTN2	91	84	35	52	438	485	38577	75888	48108	33299
MTR	4592	3796	3283	3818	7646	6799	7129	8144	6601	5892
LOC105373218	5	4	3	5	12	11	103	104	62	94
LOC124904563	0	0	0	0	0	0	3	1	0	1
LOC124904564	0	0	0	0	0	0	4	5	1	0
LOC107985368	1	3	0	5	0	0	19	11	2	6
MT1HL1	5	1	0	0	0	0	3	2	0	0
RYR2	1714	2031	511	633	2392	2692	25338	30160	74015	43002
MIR4428	1	2	0	0	1	2	2	1	15	16
LOC100130331	3	4	8	5	9	3	0	0	3	0
ZP4	0	0	0	0	0	0	0	0	0	1
LOC105373220	0	0	0	0	0	0	1	0	0	2
LINC01139	72	63	56	45	78	53	26	16	1	51
LOC124904565	0	0	0	0	0	0	0	1	3	3
LOC105373222	0	0	0	0	0	0	0	0	0	0
LOC124904566	1	1	0	0	10	6	1	2	8	20
LOC105373223	0	0	0	0	0	0	0	0	0	0
CHRM3	878	589	609	610	892	654	228	297	91	184
LOC105373225	8	5	3	4	12	9	1	0	1	0
CHRM3-AS2	3	2	17	7	10	23	3	1	5	13
LOC124904567	11	1	6	3	8	20	2	0	2	8
CHRM3-AS1	2	1	3	1	4	4	0	0	1	3
LOC105373224	5	0	2	0	3	0	0	0	0	1
RPS7P5	0	0	1	0	0	0	0	0	1	0
FMN2	56	47	8	14	92	80	58	23	3	39
GREM2	8	6	3	5	243	102	409	172	5	144
LOC124904600	0	0	0	0	3	1	2	0	0	1
LOC105373228	0	0	0	0	0	0	0	0	0	0
LOC100506929	0	0	0	1	0	0	0	0	0	0
RGS7	204	187	442	339	6	4	2	3	2	6
LOC124904602	0	1	1	2	0	0	0	0	0	0
MIR3123	0	0	0	0	0	0	0	0	0	0
LOC124904601	23	20	36	29	0	1	0	0	0	0
FH	3314	4292	2013	2104	3761	2720	6514	8633	6388	3808
KMO	10	3	4	4	6	13	4	2	17	27
OPN3	125	99	44	79	203	133	90	119	97	82
CHML	1	2	0	1	0	2	0	0	1	4
WDR64	0	2	2	1	5	4	2	4	7	7
LOC124904603	1	0	1	2	2	5	1	2	1	1
LOC105373231	0	0	0	0	0	0	0	0	0	0
EXO1	1810	2531	879	729	2091	1776	185	249	796	898
LOC124904604	14	9	4	5	12	19	2	3	18	38
BECN2	0	0	0	0	0	1	0	0	0	0
MAP1LC3C	3	11	3	2	9	1	3	9	30	19
PLD5	57	82	13	11	5	1	27	18	20	218
LOC105373235	0	0	0	0	0	0	0	0	0	0
LOC105373234	12	5	0	2	1	2	3	2	1	35
LOC107985466	0	0	0	0	0	0	0	0	0	0
LINC01347	21	21	16	14	31	24	19	22	30	35
LOC124904568	0	0	0	0	0	0	0	0	0	0
CEP170	4941	4340	4050	4922	5264	4440	3596	4302	5778	5910
SDCCAG8	314	282	317	410	617	523	695	858	943	1079
MIR4677	3	2	1	2	4	5	0	0	6	11
LOC124904569	9	3	1	3	9	12	8	3	16	67
AKT3	1439	1249	900	1160	2867	2585	1924	2006	2492	3186
AKT3-IT1	7	0	2	1	5	12	0	1	9	29
LINC02774	1	0	3	0	2	0	0	0	0	3
LOC105373258	0	0	0	0	0	0	0	0	1	0
LOC124904570	7	2	0	3	10	1	2	3	0	7
ZBTB18	977	927	750	760	1733	1355	1035	792	1272	983
LOC440742	0	0	0	0	0	1	0	0	0	1
LOC105373261	0	0	0	0	0	0	0	0	0	1
LOC105373260	0	0	0	0	0	0	0	0	0	0
LOC105373262	1	0	2	0	0	0	0	0	0	1
C1orf100	10	4	1	2	2	1	1	1	3	14
ADSS2	3795	3959	1932	2248	2830	2486	736	921	779	1166
CATSPERE	22	39	21	32	114	104	43	47	52	101
DESI2	6131	6824	3300	4225	4306	3814	2655	3199	3304	3548
C1orf202	14	7	10	8	11	5	4	6	9	8
LOC107985372	0	0	0	0	0	3	1	0	0	0
COX20	1151	1021	744	824	1088	1285	1001	1373	1774	2183
HNRNPU	29827	34657	24097	29993	37149	30699	17994	16766	15840	17772
SNORA100	0	0	0	0	0	0	0	0	0	0
LOC124904588	1	1	0	0	2	0	1	0	0	3
LOC101928068	5	5	9	11	16	16	6	9	15	21
LOC124900416	6	3	3	0	6	6	3	3	9	11
EFCAB2	184	221	215	292	468	402	439	517	929	683
LOC107985725	4	3	7	6	6	17	30	33	129	98
LOC124904572	2	3	3	2	3	3	8	8	14	9
KIF26B	120	69	328	706	4045	2696	11532	14488	10861	7599
KIF26B-AS1	1	2	3	2	22	32	18	11	92	125
LOC124904571	1	0	2	0	9	11	5	3	29	42
LOC105373265	7	3	2	6	34	40	19	16	97	119
SMYD3	944	612	938	1242	1456	1822	731	726	1560	2993
SMYD3-AS1	8	0	2	6	8	18	1	1	26	30
LOC124904573	47	31	43	33	58	145	25	21	185	435
LINC01743	0	0	1	0	0	0	0	0	2	2
TFB2M	550	918	311	390	558	420	329	430	392	391
CNST	1296	1439	1042	1236	1662	1406	1256	1411	1269	1193
