	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	CTRL_12	GEF_1	GEF_2	GEF_3	GEF_4	IDA_1	IDA_2	IDA_3	IDA_4
LOC124904230	15	4	2	4	5	2	2	9	1	5	3	3	3	7	4	8	22	3	24	17
SLC35A3	848	825	387	660	312	993	283	920	463	702	363	420	256	384	366	556	755	216	425	427
MFSD14A	1523	1676	712	1287	548	2270	784	1998	1018	1594	734	1013	554	765	729	1032	1424	518	1162	759
SASS6	309	345	151	247	127	473	115	391	195	334	153	193	122	110	134	229	212	71	92	73
TRMT13	821	756	324	536	266	919	312	628	336	626	330	433	231	410	445	472	472	219	414	299
LRRC39	1669	1695	727	1320	649	3281	480	718	495	1668	669	562	701	799	1383	1332	1439	602	619	765
DBT	1846	2192	965	1683	728	2483	849	1778	937	2119	925	1246	796	1091	914	1367	2532	601	981	1136
RTCA-AS1	94	13	10	29	14	58	25	33	13	51	19	31	16	38	21	14	16	16	33	16
RTCA	1458	1578	646	953	492	2077	540	1594	809	1233	587	756	365	571	614	1008	1174	388	451	570
MIR553	6	3	1	1	1	0	0	8	0	1	0	2	0	1	0	1	4	3	1	0
CDC14A	260	267	138	207	84	367	96	305	131	188	129	123	70	91	96	189	369	85	339	203
LOC105379827	17	15	10	15	4	24	15	21	3	20	6	19	4	12	9	17	37	23	26	12
GPR88	4	0	1	5	1	7	1	1	4	4	1	3	1	3	1	2	23	1	19	12
LINC01349	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	2
LOC124904231	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	30	5	23	12
VCAM1	5484	4969	1746	1873	976	5511	1343	1347	887	2401	1887	1751	701	1012	988	2492	971	601	490	447
EXTL2	877	1189	522	750	548	1815	567	1129	630	1007	476	698	317	623	480	699	686	263	636	370
SLC30A7	448	639	296	502	281	795	286	998	462	433	209	401	176	386	287	478	729	242	787	343
DPH5	964	901	366	541	391	1244	322	772	492	716	310	474	254	414	431	595	654	308	302	375
DPH5-DT	162	262	134	117	69	228	88	177	98	140	83	104	60	110	108	156	187	67	75	99
LOC124900440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
LOC101928334	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	45	2	14	13
LOC124904817	0	1	3	2	1	0	0	1	0	1	0	0	1	0	2	3	4	1	2	1
S1PR1-DT	152	202	73	118	35	114	64	119	66	129	60	62	41	69	91	131	268	78	158	147
S1PR1	2569	4848	1789	2787	1347	4784	1543	3741	1560	3309	1705	1869	1089	1572	1973	3262	1920	743	860	1025
LOC102723784	0	0	2	0	0	0	0	0	0	0	2	0	0	1	0	1	7	5	10	8
LINC01307	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	2	1
LINC01709	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	14	6	4	3
OLFM3	3	1	1	4	2	8	1	10	4	2	1	1	0	1	4	0	64	9	29	29
DNAJA1P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	5	7
LOC107985095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112268286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
COL11A1	672	194	105	653	1287	1694	1230	5442	2813	281	193	1392	132	1184	226	195	529	556	638	324
LOC124904593	0	1	0	1	2	4	3	1	0	0	0	1	0	0	1	2	12	1	1	4
RNPC3-DT	2	2	1	1	1	0	0	2	0	1	0	1	0	0	1	1	24	1	7	3
RNPC3	2020	1438	439	843	773	1967	610	890	485	1154	705	836	472	1030	1104	985	871	641	807	615
AMY2B	1014	691	186	472	535	1202	357	488	330	669	405	447	295	656	685	497	412	337	475	268
ACTG1P4	76	136	40	50	67	133	41	45	38	69	55	57	25	91	85	89	64	57	77	49
AMY2A	16	4	0	10	11	38	8	7	0	12	7	2	7	10	20	1	12	10	17	9
AMY1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AMY1B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100129138	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	11	2	6	4
LOC105378879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
LOC105378880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC105378881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
LINC01676	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	4	2
LOC105378882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0
LOC105378883	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
LOC124904595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	2
LOC105378886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
LOC105378885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC124904596	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1
LOC105378887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC124904232	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	1	1
LOC124904233	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	15	0	4	4
LINC01661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
LOC105378888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1
PRMT6	1019	1024	383	658	374	1256	405	899	453	876	440	563	229	465	430	495	851	217	480	458
NTNG1	10	6	6	6	6	9	14	42	28	16	1	26	11	26	3	9	56	12	28	36
VAV3	108	16	9	37	15	43	10	120	44	10	40	14	2	9	16	2	71	22	55	38
MIR7852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VAV3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3
LINC02785	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	7	0	6	3
SLC25A24	2043	1912	815	1332	558	2554	625	2108	993	1673	695	904	719	647	755	1243	1584	359	705	670
NBPF4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	7	0	6	3
NBPF6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	2	7	3
EEIG2	2028	1529	722	1713	698	3372	942	1767	916	2114	1139	1313	703	928	932	812	1690	585	1104	1063
HENMT1	522	244	105	267	139	589	183	321	181	401	168	194	112	174	148	162	534	105	471	300
LOC105378890	1	2	0	2	2	7	4	5	1	4	2	4	1	2	1	3	9	3	9	2
PRPF38B	2297	1853	784	1493	751	3288	784	1892	992	1625	900	1180	669	971	989	1356	1964	678	1697	1190
FNDC7	0	1	0	0	0	0	2	3	2	1	0	0	0	2	0	0	16	1	21	9
STXBP3	1502	1197	559	921	438	1966	470	1393	665	1070	515	696	379	522	624	809	1423	475	880	669
LOC105378891	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0	5	0
AKNAD1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	2	0	13	3	7	2
SPATA42	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0
GPSM2	292	266	132	235	114	386	90	267	142	249	123	134	90	107	85	191	231	71	139	80
CLCC1	1028	836	338	638	281	1106	345	979	461	853	362	455	285	399	369	595	806	253	501	398
WDR47	1137	1022	484	934	318	1666	427	1299	621	1018	535	490	366	428	574	745	1185	328	1095	741
TAF13	784	661	284	517	147	985	181	746	349	550	207	305	205	223	231	481	932	153	510	438
TMEM167B-DT	0	4	3	3	0	9	1	1	2	4	2	4	0	3	2	3	7	0	3	2
TMEM167B	2244	2295	944	1371	759	3148	782	2297	997	1768	974	1081	765	1006	1147	1496	1390	533	969	762
SCARNA2	15	3	1	3	2	14	2	1	0	13	5	6	1	3	3	3	5	4	2	2
CFAP276	6	1	1	1	0	0	2	2	2	2	0	1	0	0	2	1	13	4	14	8
ELAPOR1	11	11	14	9	8	29	18	13	12	10	5	12	3	23	6	7	122	54	252	83
SARS1	4064	2695	986	2255	1127	4803	1617	4116	2081	2739	1409	1693	1041	1827	1296	1770	3579	1194	3066	1937
CELSR2	1128	1099	374	1070	438	775	548	1049	518	936	589	506	197	594	429	600	1309	406	1003	790
PSRC1	466	258	53	208	69	286	89	281	198	277	143	79	41	60	77	112	14	19	20	23
MYBPHL	169	54	21	163	78	98	41	47	44	89	91	46	23	42	56	32	300	64	91	129
SORT1	14398	17887	8060	11776	3423	16000	5043	19792	9286	15260	5624	6062	4802	3856	4164	11480	7725	2315	2766	3936
PSMA5	2198	1933	669	1179	483	3063	853	2191	1159	1649	827	1022	472	868	813	1087	2260	591	2172	1204
SYPL2	433	435	183	357	107	869	327	417	240	503	310	243	126	207	212	252	1654	153	1024	976
ATXN7L2	386	347	100	186	119	439	182	341	161	238	187	162	64	196	154	159	421	89	398	254
CYB561D1	609	316	122	292	149	629	264	454	234	361	242	311	94	316	185	163	330	123	314	229
AMIGO1	685	547	176	439	195	696	253	397	212	591	244	314	189	291	259	348	396	167	238	267
LOC105378893	0	0	0	0	1	0	1	2	0	0	0	1	0	0	0	0	2	0	0	0
GPR61	84	20	10	37	26	40	24	22	16	36	21	25	15	33	43	19	38	23	67	23
GNAI3	1443	1212	617	985	649	2200	671	2076	910	990	572	1044	374	845	537	766	1509	659	1339	870
MIR197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNAT2	214	197	96	221	61	245	159	151	87	272	129	141	110	223	147	164	94	44	73	42
AMPD2	761	995	275	651	406	1220	623	1238	634	910	342	599	229	587	383	557	1000	221	843	564
GSTM4	2238	2485	850	1585	591	2984	844	1573	1020	1712	948	922	483	895	899	1320	2014	421	677	1002
GSTM2	1452	1305	343	854	495	1634	803	915	536	1504	713	868	477	1060	928	760	599	343	382	548
GSTM1	590	3	1	373	231	685	313	412	221	533	212	303	160	326	233	5	2	126	139	96
GSTM5	4	0	0	5	9	4	14	12	7	7	4	10	0	18	4	0	0	3	3	2
GSTM3	3330	2400	862	1341	634	3926	1002	2017	1071	2042	1177	1162	563	996	980	1375	1826	540	1360	923
EPS8L3	5	4	0	0	0	1	1	0	0	1	3	0	0	1	0	2	11	0	10	0
LOC124904258	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	4	3
LINC01768	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	1	2	1
CSF1	620	273	134	346	279	591	388	680	301	519	228	451	130	545	282	194	1219	423	1548	766
AHCYL1	3040	3009	1208	2087	1107	4404	1427	3628	1738	2655	1327	1756	843	1544	1434	1874	2553	961	2270	1403
STRIP1	2526	2321	726	1403	641	3192	1222	1932	1043	2043	1047	1345	628	1395	1131	1346	1961	623	1729	1256
LOC105378895	2	1	0	0	0	0	2	0	0	1	0	0	0	1	0	1	2	0	3	0
ALX3	141	111	50	71	53	153	62	106	47	104	51	56	29	90	61	62	92	39	74	45
LINC01397	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	4	1	2	0
UBL4B	4	0	2	0	0	0	1	2	0	0	0	0	0	0	0	1	5	1	1	1
SLC6A17	27	38	10	23	15	33	9	213	90	9	21	7	1	5	22	18	198	9	105	109
SLC6A17-AS1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
KCNC4-DT	11	10	2	2	1	4	2	7	4	2	3	2	3	3	4	2	2	0	38	1
KCNC4	949	720	219	626	225	832	388	884	467	757	433	490	196	425	324	396	242	110	409	209
RBM15-AS1	2	3	6	13	5	7	8	8	4	19	4	6	1	10	4	7	13	4	15	10
LOC124904276	102	42	13	41	17	90	22	27	21	62	24	27	13	41	21	33	60	27	131	52
RBM15	620	649	224	540	288	881	269	679	291	700	236	255	235	308	226	449	768	279	623	299
SLC16A4	61	79	34	75	38	101	38	73	46	73	25	43	20	48	16	60	105	31	59	41
LAMTOR5	2261	2135	722	1338	515	3365	884	1942	1064	1961	1070	1238	658	1018	1007	1398	1202	563	936	894
LAMTOR5-AS1	7	13	2	3	7	14	7	7	13	9	2	5	3	10	9	4	12	7	21	4
PROK1	0	1	0	1	2	1	0	0	2	1	0	2	0	0	4	0	13	4	10	2
LOC105378899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
CYMP	18	5	1	1	8	6	1	3	0	2	7	1	2	6	11	3	7	7	7	11
CYMP-AS1	15	4	1	1	9	8	6	3	4	5	5	0	2	10	15	3	13	7	9	15
KCNA10	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	3	0	1	1
LOC124904292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA2	22	9	7	5	1	5	7	15	9	10	9	3	1	2	5	3	87	6	30	28
KCNA3	5	2	4	5	2	3	3	6	1	2	5	3	2	6	2	2	22	1	29	9
LOC107985174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1
LOC124904296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	2	1
LOC105378901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD53	12	0	0	1	4	1	1	46	21	0	2	4	0	3	1	0	15	7	8	8
LRIF1	700	552	243	448	224	1091	285	598	344	518	278	335	200	276	304	401	764	198	692	377
DRAM2	606	716	313	475	377	1146	306	752	404	559	307	426	216	372	382	489	648	398	335	320
CEPT1	424	573	225	377	318	922	235	556	288	471	218	315	177	293	263	375	628	285	514	281
DENND2D	15	12	5	12	11	26	29	56	11	24	8	19	5	20	5	9	49	38	163	33
CHI3L2	0	0	0	0	0	2	2	0	0	0	0	0	0	15	1	0	45	4	69	11
CHIAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	4	0
CHIA	2	4	0	0	0	4	0	2	0	0	1	0	0	0	2	0	17	4	9	11
LOC105378903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
PIFO	399	456	138	296	130	852	220	349	171	345	228	236	147	223	201	302	373	172	216	200
LOC105378904	0	1	2	0	0	0	0	0	1	0	0	0	0	1	0	2	24	5	11	3
PGBP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	1	3	1
OVGP1	45	41	14	36	15	71	26	32	18	31	18	13	8	36	47	49	50	21	90	25
LOC124904309	13	24	13	5	5	24	8	8	3	10	6	2	7	8	15	22	28	9	33	7
WDR77	2817	2499	859	1393	548	3021	996	1961	1004	1952	929	995	551	990	1038	1361	2636	512	1706	1595
ATP5PB	6963	7294	3072	4724	1993	11130	2401	6156	3259	6293	2903	3262	2104	2923	3123	5285	6119	2317	3524	3630
C1orf162	51	82	31	37	34	111	49	43	39	74	40	40	29	81	63	62	65	74	71	40
TMIGD3	0	0	0	0	1	1	1	9	3	0	1	0	0	0	2	0	26	3	24	6
ADORA3	0	2	0	0	1	1	0	1	0	0	1	2	0	1	0	0	8	1	3	3
RAP1A	2449	1813	827	1537	688	2838	796	2306	1052	1774	898	1261	685	1031	1119	1389	1169	435	816	644
LINC01160	2	13	5	21	7	18	11	22	15	18	10	16	3	23	6	11	66	12	76	34
LOC107985184	20	15	5	16	8	18	12	11	12	11	16	8	7	22	18	13	53	16	123	35
INKA2	3057	2701	1079	2288	525	3087	1333	3063	1492	3351	1365	1467	1103	1375	1002	1614	2814	599	1642	1131
INKA2-AS1	30	23	3	9	7	28	8	23	18	32	17	11	8	29	19	18	13	7	39	9
LOC101928718	11	10	3	18	3	7	6	18	9	13	9	9	2	10	13	6	9	4	12	4
DDX20	970	1025	474	768	376	1837	397	1150	572	1041	355	565	392	436	468	676	651	239	532	349
KCND3	238	529	251	294	51	204	77	460	193	339	130	107	155	84	124	477	474	58	108	155
LOC124904312	3	1	5	0	0	5	6	3	3	0	1	2	0	1	1	5	33	2	28	23
KCND3-IT1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2
KCND3-AS1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	2	5	0	1	1
LINC01750	4	0	2	2	1	5	1	5	2	3	0	0	0	0	2	7	7	0	6	4
LOC105378906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
LOC124904319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	8	5
LINC02884	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	84	16	37	30
LOC124904812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTTNBP2NL	1150	1180	554	1097	480	1690	636	1713	871	1192	578	834	415	667	628	890	1260	443	792	652
MIR4256	1	0	0	1	0	0	0	0	1	2	0	1	0	1	0	4	1	0	1	0
WNT2B	147	314	147	180	127	314	162	508	258	185	77	163	72	179	109	242	190	83	94	70
ST7L	324	246	91	233	120	482	155	273	167	314	134	197	106	165	156	193	320	138	293	189
CAPZA1	3283	4318	2033	3360	1671	6430	1864	5540	2674	3312	1723	2326	1263	1855	1772	2778	5834	1756	3312	2958
LOC124904810	39	13	5	11	2	17	5	15	4	9	3	14	3	12	7	11	12	3	18	6
MOV10	2040	1898	529	1013	929	2007	1563	1792	998	1780	916	1385	449	1633	937	1005	1677	868	1873	936
RHOC	7300	6051	1803	4525	1744	10411	3506	7060	3905	5765	3315	3639	1558	3777	2683	3475	7307	1875	5907	4505
PPM1J	147	88	38	70	36	160	62	73	43	105	56	62	24	94	47	77	232	47	250	103
PPM1J-DT	2	0	0	1	0	1	0	2	2	0	1	0	0	2	0	1	8	1	17	1
TAFA3	0	0	0	1	0	4	4	7	4	1	0	2	3	4	0	0	7	3	26	4
NUTF2P4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
LINC01356	11	32	8	4	3	19	7	16	3	14	4	5	2	6	1	18	38	6	15	7
LOC105378911	1	0	0	0	3	0	2	1	0	1	0	1	0	0	0	5	11	0	0	0
MIR11399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904342	42	43	29	32	11	63	19	40	13	45	19	18	18	16	18	24	17	17	23	14
SLC16A1	23039	15355	6858	14178	4259	31169	7160	19054	8561	17480	9481	8909	6234	6180	6920	9669	5969	2372	3611	3246
AKR7A2P1	78	69	32	84	22	76	46	73	22	102	29	33	28	36	20	45	25	10	24	8
SLC16A1-AS1	102	57	20	53	47	87	42	66	46	75	39	42	19	42	38	31	37	23	42	22
LOC107985189	79	71	39	73	25	116	35	63	37	81	36	51	51	39	38	77	72	30	36	13
LRIG2-DT	63	36	31	52	32	76	26	43	22	45	30	49	29	53	36	47	94	47	75	50
LRIG2	1234	1665	785	1298	596	2313	750	1731	705	1665	642	857	651	913	735	1178	1340	590	899	675
LOC643441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	4
MAGI3	915	814	348	676	329	1045	443	923	504	726	377	591	269	513	412	607	606	317	341	319
PHTF1	1305	1623	641	818	332	1685	438	1249	617	973	520	502	324	427	489	991	1160	220	568	481
RSBN1	773	814	366	721	474	1367	304	880	433	816	328	538	308	421	389	576	809	357	664	388
AP4B1-AS1	23	19	7	10	6	20	11	27	9	27	6	13	6	10	18	8	32	8	18	11
PTPN22	0	0	0	2	0	2	0	4	1	0	0	0	1	0	0	2	31	9	21	11
BCL2L15	10	6	7	3	4	17	8	15	4	14	2	7	8	2	3	5	18	3	10	3
AP4B1	669	385	138	300	166	485	195	430	232	385	190	267	150	254	232	256	495	176	408	321
DCLRE1B	275	312	79	207	112	349	130	300	179	260	125	130	90	110	87	183	110	49	113	42
HIPK1-AS1	4	0	1	7	0	6	4	3	0	2	1	5	3	3	1	2	17	2	25	4
HIPK1	2698	2906	1336	2679	1201	3519	1528	2973	1439	3133	1423	1708	1022	1492	1448	2007	3891	988	3070	1922
OLFML3	1265	1562	551	696	485	1825	1300	1564	971	1202	545	1336	410	1521	725	995	129	235	408	82
SYT6	4	1	1	0	0	0	0	1	2	8	0	2	2	1	1	1	26	2	31	15
LOC107985443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRIM33	3211	3585	1765	2884	1090	3544	1299	2816	1389	3619	1394	1846	1341	1624	1633	2831	2258	772	1366	1118
LOC124904348	9	8	3	4	0	13	5	8	4	7	4	2	1	7	8	6	9	2	18	5
BCAS2	1434	1034	441	786	363	1873	416	1160	559	952	490	636	342	521	485	746	1269	429	906	708
LOC105378914	1	2	2	1	5	4	2	2	1	4	3	3	0	0	1	2	11	2	12	2
DENND2C	207	129	64	136	77	224	107	221	88	182	87	96	88	106	105	113	407	85	270	153
LOC124904354	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
AMPD1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	28	14	16	6
NRAS	2304	2796	1394	1953	809	2883	966	3250	1522	1903	951	1235	812	921	1030	1961	3787	589	1791	1469
CSDE1	25306	24060	11166	19090	9521	36949	9829	24601	12043	23031	10430	13018	8555	10915	11217	18049	17984	7096	10935	9179
SIKE1	2105	2620	1289	1813	915	3272	810	2484	1198	2062	1009	1121	751	1029	1163	1829	3778	862	1616	1594
SYCP1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	52	10	22	17
LOC105378915	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	6	14
TSHB	0	2	0	1	1	6	1	1	2	1	0	0	1	1	0	5	10	2	6	2
TSPAN2	1466	1448	601	966	497	3433	584	1207	537	1141	663	751	413	634	790	938	355	249	163	257
LOC124904359	15	12	7	3	4	19	3	2	1	9	7	4	0	7	11	6	3	0	3	2
LINC01765	0	0	1	0	1	2	0	1	0	0	0	0	0	0	1	1	0	0	3	0
NGF-AS1	0	2	1	1	0	0	0	1	0	0	0	1	0	0	0	0	18	4	17	14
NGF	7	8	5	7	2	18	11	58	19	9	4	15	7	14	1	4	64	6	52	33
LOC112268234	5	2	0	3	0	2	1	2	1	6	2	0	1	1	3	0	4	0	1	1
LOC124904375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	2
LOC124900438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
VANGL1	855	1011	404	798	469	1210	557	923	538	1070	414	603	294	568	403	550	577	162	408	295
CASQ2	41761	25939	10869	23820	7965	47805	18563	32104	16780	48109	16700	24751	17188	19264	15703	17886	5199	3775	4838	5981
NHLH2	1	1	0	0	0	1	3	1	0	0	1	0	0	16	2	1	75	19	211	43
LINC01649	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	2	8	2
LOC101928977	0	0	1	0	0	2	0	2	0	0	0	0	0	0	2	0	3	0	1	1
SLC22A15	332	258	102	197	135	369	164	305	142	296	161	177	105	198	168	127	312	132	190	161
MAB21L3	15	32	16	15	5	49	3	7	2	9	5	6	6	9	6	24	69	6	35	34
LOC105378918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
LOC124904384	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	3	2
LOC105378919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC105378920	0	0	0	0	1	1	0	0	0	2	0	0	1	0	0	1	46	1	17	11
LOC124904669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP1A1	31682	28228	11259	18786	6408	36966	9088	22757	11481	20417	11637	10019	5556	7697	7042	14850	21872	5582	13202	12436
ATP1A1-AS1	91	89	41	53	34	76	60	49	40	86	36	81	28	77	37	58	81	54	34	31
LINC01762	3	1	2	5	1	6	0	4	3	1	2	1	0	0	2	0	7	0	6	4
LOC112268235	78	119	56	90	23	236	68	53	42	82	56	88	27	62	33	39	98	17	146	47
CD58	342	596	256	524	148	1010	259	778	310	586	364	352	209	280	265	283	326	115	253	237
LOC105378925	33	33	17	32	8	72	12	47	30	36	14	23	8	14	12	23	42	10	35	20
MIR548AC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904385	0	1	5	6	0	3	1	1	2	0	5	5	0	2	1	0	20	5	18	9
IGSF3	6003	5892	2083	3914	1585	5489	2356	4074	2267	4249	2466	2487	1144	2173	1732	3145	2402	1081	1320	1416
LOC105378924	3	4	3	2	2	5	1	0	1	1	1	2	0	2	0	2	11	3	6	5
MIR320B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02868	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
LOC105378926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	5	5
LOC105378927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	6	1
PTGFRN	8692	6577	2515	6590	2634	10520	3872	8402	4253	8213	3925	4770	2355	3758	2881	3952	1923	1314	1927	1486
CD101	49	29	15	43	17	85	22	65	33	54	17	20	25	23	12	28	51	9	27	27
LOC124904386	3	4	1	4	0	8	0	2	0	1	0	1	1	2	1	0	11	1	10	3
CD101-AS1	4	2	0	0	3	5	0	2	3	4	0	1	0	4	2	3	16	4	16	7
TTF2	667	733	329	442	199	529	287	827	463	578	290	294	153	208	199	427	423	125	480	176
MIR942	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
TRIM45	230	189	73	180	157	296	175	210	134	244	134	190	75	254	185	109	236	126	255	187
LOC124904387	3	4	0	3	1	2	3	3	2	7	2	2	1	3	4	0	19	4	31	18
VTCN1	6	1	0	0	2	2	1	0	1	1	2	2	0	2	7	2	81	13	57	32
LINC01525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2
MAN1A2	2758	2807	1378	2437	949	3575	1143	2523	1276	2409	1266	1787	905	1428	1373	1883	1781	698	1251	967
TENT5C-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TENT5C	80	44	25	89	27	101	38	219	88	58	33	31	22	29	28	18	719	43	229	221
LOC124900444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC105378929	44	14	8	29	23	48	35	30	9	28	33	21	11	46	79	12	208	37	143	101
GDAP2	404	579	281	455	208	697	241	561	273	476	194	308	174	237	220	365	780	209	518	302
WDR3	1187	973	410	646	398	1315	411	1073	477	885	389	468	336	446	368	597	1176	333	944	536
SPAG17	4	3	4	3	6	8	8	6	5	7	1	8	0	6	2	1	115	26	58	77
LOC105378930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	1	6	1
LOC107985447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0
