	CAR_1	CAR_2	CAR_3	CAR_4	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	CTRL_12	GEF_1	GEF_2	GEF_3	GEF_4
HCG22	12	47	34	21	43	11	9	35	13	16	12	10	10	50	132	18	7	12	81	3
C6orf15	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PSORS1C1	1	8	12	7	57	93	31	40	19	32	36	14	33	5	7	30	29	33	8	7
CDSN	21	26	17	15	83	145	57	140	47	67	47	20	48	10	26	58	36	52	17	16
PSORS1C2	2	0	6	0	18	25	19	17	2	9	12	5	9	0	1	8	3	7	0	2
CCHCR1	368	526	338	408	826	668	412	1030	324	419	351	279	486	211	875	818	263	401	448	202
TCF19	30	51	35	58	643	618	347	794	277	377	284	151	430	170	544	921	152	240	282	189
POU5F1	2	0	12	1	9	9	6	8	5	12	6	8	10	1	10	15	3	5	2	6
PSORS1C3	1	0	9	0	2	1	0	7	0	2	0	0	0	0	0	1	0	0	1	1
HCG27	12	77	31	58	79	33	19	50	23	17	27	15	29	22	62	42	20	51	41	8
HLA-C	5893	3702	4272	2088	15002	13388	6278	16196	4217	6306	5703	4035	5227	728	2154	7380	3776	6696	1185	1695
LINC02571	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267902	0	0	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HLA-B	686	799	609	518	1901	3421	1549	3159	716	1095	990	987	1015	61	222	661	533	1354	114	177
MIR6891	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901300	0	1	2	0	1	2	3	0	0	0	0	1	4	1	0	0	0	2	0	0
MICA-AS1	10	18	26	12	177	133	64	138	56	72	58	42	78	35	84	119	66	88	60	37
MICA	881	698	844	626	969	1073	578	988	414	502	467	194	587	444	1237	757	313	458	669	250
LINC01149	0	0	16	1	2	0	0	0	1	0	0	0	0	2	2	1	2	2	2	0
HCP5	12	14	29	20	276	394	176	382	104	230	170	154	184	4	14	99	115	164	6	38
HCG26	1	1	7	0	35	76	28	71	16	34	17	32	32	0	0	16	25	40	0	3
MICB-DT	1	0	7	1	4	4	0	12	2	8	2	6	2	0	3	6	3	1	1	1
MICB	34	65	99	118	19	65	40	20	5	22	18	10	30	9	33	26	6	15	11	2
MCCD1	1	0	3	1	1	0	0	1	3	3	8	0	0	0	0	0	2	3	0	0
ATP6V1G2-DDX39B	4	4	5	9	3	6	0	18	2	2	4	0	3	3	7	6	2	3	6	1
DDX39B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD117	0	3	5	0	8	2	0	0	2	1	2	4	3	3	5	3	1	1	0	0
SNORD84	10	5	8	9	35	24	10	52	25	22	16	13	12	7	34	27	16	21	24	5
DDX39B-AS1	2	10	2	8	12	11	3	34	2	4	2	2	2	8	6	5	3	3	0	0
ATP6V1G2	4	14	11	3	168	96	39	106	67	44	43	51	144	55	127	86	76	46	107	27
NFKBIL1	74	110	128	92	573	342	213	510	159	233	156	230	260	116	402	398	186	260	238	107
LOC100287329	1	3	6	3	9	7	3	13	5	11	8	5	3	3	7	9	3	14	5	3
LTA	6	10	28	8	9	14	8	7	6	9	4	4	7	7	12	11	4	4	3	4
TNF	0	0	9	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
LTB	0	1	7	0	0	1	0	1	2	1	0	2	0	0	7	0	1	2	2	1
LST1	0	0	0	1	0	1	4	0	1	1	0	1	0	0	0	0	0	2	0	1
NCR3	0	2	6	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0
AIF1	0	1	7	1	3	13	12	3	0	5	1	7	0	0	0	1	0	4	1	0
PRRC2A	2696	2241	2152	1985	11289	10671	5592	9795	5684	6861	6433	3853	9718	4372	12697	12410	4367	6339	7470	3157
SNORA38	1	1	1	0	3	0	1	8	2	2	2	3	1	1	3	5	4	2	7	2
MIR6832	0	2	0	0	0	0	1	2	3	5	3	0	2	2	4	0	1	2	5	1
BAG6	3338	3946	3194	3503	9189	6905	3654	6997	3498	4201	4065	2451	5626	2725	8023	7298	3225	4072	5079	2008
APOM	8	13	9	3	56	60	35	57	28	36	23	21	43	11	39	61	30	34	36	12
C6orf47	435	264	334	215	1073	682	418	1077	403	400	365	248	508	272	869	693	308	388	503	200
GPANK1	268	323	325	236	947	465	273	740	293	378	249	264	350	177	486	598	278	396	276	142
CSNK2B	1633	1714	1494	1368	3620	2587	1445	2303	1070	1405	1281	867	1894	913	2708	2318	1148	1321	1865	768
LY6G5B	331	342	384	244	557	474	244	390	248	238	293	204	250	123	499	391	248	320	286	120
LY6G5C	5	12	14	8	60	22	23	29	14	20	33	15	19	13	17	21	19	26	10	11
LOC105375019	4	5	4	4	7	2	2	4	2	1	3	1	5	3	2	3	4	5	2	1
ABHD16A	734	423	489	339	1837	1183	687	1504	740	697	658	367	932	432	1517	1301	611	731	779	297
LOC105375018	31	17	20	13	17	6	11	16	11	13	17	7	10	5	28	20	16	25	12	6
MIR4646	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
LY6G6F-LY6G6D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LY6G6F	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LY6G6E	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LY6G6D	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LY6G6C	1	5	10	1	4	1	1	0	0	1	1	0	0	1	1	1	2	1	2	0
MPIG6B	12	17	21	4	11	11	3	20	8	7	10	11	9	4	10	6	8	17	5	4
DDAH2	849	728	667	460	3839	2382	1236	3375	1230	1371	1235	666	1597	663	2401	2413	1265	1621	1144	566
CLIC1	2677	1328	2009	987	4305	3621	1888	3484	1251	1750	1525	875	1951	767	2251	2071	1102	1473	1370	638
MSH5-SAPCD1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSH5	0	0	1	0	1	1	0	0	0	0	0	0	1	1	3	2	0	2	0	0
SAPCD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAPCD1-AS1	8	4	4	6	42	7	15	13	10	20	10	7	13	0	10	16	10	14	7	8
VWA7	99	105	117	76	1114	565	290	871	470	479	478	292	581	139	458	824	519	611	288	217
VARS1	609	661	588	627	1845	1946	1038	1941	682	804	759	541	1154	655	1840	1391	447	714	1101	372
LSM2	98	98	93	81	758	591	358	507	265	365	304	236	330	189	670	620	271	297	419	153
HSPA1L	46	94	74	101	245	125	67	209	88	122	68	94	84	33	162	155	117	118	115	36
HSPA1A	19793	39945	29648	34112	2903	1796	849	2765	1145	1207	909	569	1597	508	1698	1686	894	1042	1096	588
HSPA1B	32052	59064	55388	38727	1937	1367	706	1677	711	955	733	489	1166	425	1366	1137	562	823	797	368
SNHG32	426	449	520	394	3324	2141	1042	1687	946	1144	817	667	1135	521	1939	1557	1045	1195	1199	463
SNORD48	6	1	5	5	21	8	3	17	10	14	10	3	8	4	15	18	11	5	12	3
SNORD52	16	6	11	9	74	36	24	66	19	21	20	14	27	17	49	32	25	32	16	5
NEU1	1205	1929	1312	1614	1394	1352	700	1092	494	643	622	305	723	328	813	898	561	675	572	258
SLC44A4	1	1	15	2	0	0	1	0	2	1	3	0	0	1	0	0	1	2	0	0
EHMT2-AS1	12	17	15	8	9	12	12	16	3	12	12	3	3	3	25	11	9	12	15	3
EHMT2	416	637	528	500	1366	1067	601	1393	520	701	662	620	859	386	1067	1209	495	900	715	317
C2	3	5	27	13	7	19	14	6	6	7	8	10	10	2	9	12	5	16	5	4
ZBTB12	24	26	31	14	401	261	130	479	168	230	186	179	222	106	364	381	142	237	206	103
C2-AS1	0	1	4	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CFB	19	19	30	23	9	28	16	11	5	24	22	2	9	22	82	60	8	29	49	21
NELFE	1158	1009	1007	740	2604	1858	1034	2170	793	955	838	548	1190	560	1769	1643	708	881	1236	481
MIR1236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKIC2	1056	1407	1020	966	1942	1673	832	1827	746	837	876	624	1113	528	1644	1506	743	985	957	423
DXO	143	194	130	164	824	513	292	640	286	330	364	184	409	174	609	500	262	331	329	148
STK19	187	178	152	143	792	424	214	610	208	246	210	125	270	90	434	454	189	257	186	117
C4A	29	19	30	12	1430	1273	658	1929	442	1141	904	520	787	69	120	980	751	1074	94	283
CYP21A1P	15	20	32	8	194	154	73	151	51	123	100	120	75	5	20	119	87	143	6	25
TNXA	0	2	1	1	19	19	2	3	6	8	10	20	4	0	0	3	7	14	1	1
C4B	13	6	14	6	521	501	248	540	183	469	387	202	335	29	63	330	255	497	46	88
CYP21A2	4	3	14	3	77	64	26	49	17	44	33	44	25	0	11	37	30	65	10	7
TNXB	21	86	117	66	95	183	92	166	59	119	129	111	230	39	115	750	56	172	76	176
ATF6B	901	530	628	338	2671	1985	1103	2300	1149	1508	1517	822	1541	689	2349	2365	1165	1632	1256	568
FKBPL	64	75	63	70	205	122	76	141	58	68	50	34	56	32	119	111	43	62	71	31
PRRT1	0	3	13	1	11	16	12	5	6	6	9	3	6	1	12	7	7	11	11	4
LOC100507547	1	5	2	8	12	9	3	8	2	6	1	6	3	3	16	3	5	10	5	4
PPT2	246	153	149	132	749	346	219	310	258	278	280	183	267	167	463	420	239	337	288	150
PPT2-EGFL8	8	2	7	3	20	3	3	2	3	6	5	0	4	3	3	13	5	5	3	1
EGFL8	0	2	0	0	4	2	2	0	0	0	0	0	0	0	0	1	0	1	4	1
AGPAT1	422	275	315	183	3894	3112	1607	2453	1445	1689	1581	1091	2401	1182	3118	2716	1231	1431	2015	768
MIR6721	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0
RNF5	312	239	208	204	3088	1393	750	1833	830	975	850	554	1020	516	1640	1598	755	920	1058	418
MIR6833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGER	58	50	46	27	223	146	95	284	98	118	92	76	106	50	187	150	98	147	126	55
PBX2	675	629	619	423	5487	3117	1741	3758	2039	2372	1970	1655	2891	1599	4190	3476	2023	2363	3124	1075
GPSM3	1	5	13	6	57	33	30	28	13	23	26	14	15	9	17	23	11	15	12	7
NOTCH4	3	2	49	0	70	53	25	80	23	30	41	21	39	17	28	72	21	36	22	11
TSBP1-AS1	0	0	8	0	4	6	5	3	4	10	4	4	5	0	0	12	8	5	0	1
TSBP1	0	0	15	0	3	0	1	0	0	2	3	2	2	0	0	1	4	2	0	0
HCG23	0	1	8	2	16	7	2	5	2	13	3	5	5	0	3	3	1	8	1	0
BTNL2	0	0	11	0	2	1	2	1	0	4	2	1	1	0	0	2	1	4	0	0
HLA-DRA	0	0	7	0	1	20	26	4	1	2	3	1	0	0	0	0	1	1	0	0
HLA-DRB5	2	16	12	10	11	17	10	6	2	3	1	6	7	0	0	5	0	3	1	0
HLA-DRB6	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HLA-DRB1	9	43	34	26	31	33	23	19	12	15	4	24	4	0	7	13	5	10	0	5
HLA-DQA1-AS1	0	0	21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-DQA1	0	2	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
HLA-DQB1	1	22	16	8	22	41	11	0	3	3	1	15	0	0	1	6	1	0	0	1
HLA-DQB1-AS1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102725019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-DQA2	0	1	11	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
MIR3135B	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-DQB2	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-DOB	4	1	15	3	1	0	4	4	0	1	0	0	2	0	0	1	1	1	0	0
TAP2	700	781	458	715	366	477	240	986	130	237	236	145	236	24	82	272	114	242	39	63
PSMB8	115	85	66	96	273	436	243	569	137	203	196	137	186	7	4	210	115	262	5	36
PSMB8-AS1	9	8	2	8	15	36	9	9	6	14	13	12	9	0	0	6	10	17	1	2
TAP1	480	526	353	398	676	644	300	910	238	391	363	197	335	52	135	436	219	458	81	118
PSMB9	8	5	10	4	59	38	25	103	22	28	18	29	24	1	9	28	13	52	8	4
LOC100294145	71	62	62	82	770	624	365	572	277	388	305	239	467	260	444	534	278	358	268	207
HLA-DMB	2	2	8	2	3	18	5	3	0	1	1	2	0	0	0	3	4	2	0	2
HLA-DMA	11	17	20	25	24	54	32	37	12	26	26	13	25	7	18	29	13	30	14	9
LOC124901302	2	0	10	2	10	7	4	3	2	2	2	3	6	1	5	2	1	10	7	4
BRD2	5252	6991	5442	5610	8365	6346	3024	7122	3051	3739	3369	2071	4667	2217	6396	6397	3008	3858	3961	1871
HLA-DOA	2	4	24	1	9	9	15	17	2	21	10	3	3	0	0	4	2	10	1	0
HLA-DPA1	4	24	17	17	16	22	16	6	6	15	8	3	13	0	0	29	4	4	0	1
HLA-DPB1	67	105	120	77	120	82	44	97	36	53	47	32	42	11	19	77	25	39	15	15
HLA-DPB2	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375021	0	1	8	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HCG24	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
COL11A2	127	309	258	173	13059	3485	2255	17772	5323	5858	4927	2998	5245	2435	10116	14700	6620	7627	6807	4305
RXRB	738	740	754	608	2248	1536	898	1595	842	1115	1011	624	1051	575	1662	1546	895	1286	891	466
SLC39A7	1568	2190	1458	1579	6592	4560	2518	5677	1905	2278	2072	1350	2787	1682	4642	3667	1671	2138	3033	1078
HSD17B8	18	1	18	4	207	192	123	331	117	109	124	106	156	89	326	266	159	130	215	76
MIR219A1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	1
RING1	515	564	505	404	2342	1542	770	2084	782	945	896	463	1110	511	1690	1673	743	943	1004	392
LOC105375022	2	12	4	9	5	11	3	10	2	1	4	4	6	2	4	6	2	6	3	2
HCG25	9	10	11	12	10	4	5	8	5	5	11	3	6	0	6	12	5	14	6	2
VPS52	701	611	636	505	1642	1308	799	1566	741	881	836	521	983	490	1279	1371	691	890	800	437
RPS18	6004	6401	6367	5623	32518	22428	11302	13862	7871	12134	8996	7626	11396	7291	23866	18057	7062	10389	13536	4755
B3GALT4	44	31	44	21	220	145	95	241	89	107	130	60	119	34	158	222	74	117	60	49
WDR46	705	674	604	461	1111	836	476	939	373	439	393	236	454	292	851	692	251	485	484	182
MIR6873	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
PFDN6	936	698	740	466	1067	721	327	926	341	357	250	190	410	261	702	625	249	343	423	176
MIR6834	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGL2	927	623	741	538	2531	1771	948	2224	886	1045	1097	622	1154	510	1563	1545	746	1199	870	373
TAPBP	367	189	269	173	1465	1258	634	1305	502	739	742	463	1244	341	987	1681	441	770	559	384
ZBTB22	140	186	165	141	1290	967	466	821	476	499	512	342	738	295	751	934	425	586	490	232
DAXX	957	1479	1131	1228	1400	1141	625	1099	483	581	514	319	737	336	919	1010	470	601	565	249
LOC124901303	2	1	4	5	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
SMIM40	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIFC1	3	21	39	28	1017	917	679	1081	437	359	299	275	848	264	1013	1083	191	173	422	191
PHF1	2035	1467	1516	1012	2712	1683	865	2684	930	1174	1028	629	1160	497	1629	1910	885	1029	869	418
CUTA	299	324	263	246	3879	2232	1279	4033	1245	1330	1341	717	1650	740	2716	2378	1288	1498	1630	592
SYNGAP1	472	704	554	536	1832	1210	783	1505	1014	1289	1299	774	1154	550	1632	1344	817	1343	961	320
SYNGAP1-AS1	2	6	0	1	15	7	3	11	12	10	8	8	7	11	13	12	7	6	9	2
MIR5004	0	1	1	1	0	8	2	0	1	2	2	0	2	2	0	3	1	0	3	0
ZBTB9	229	217	177	214	582	534	251	302	188	245	189	127	279	166	400	337	178	170	250	132
LOC107986537	4	5	6	3	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	1
BAK1	567	450	597	376	1686	1032	532	1051	604	514	592	284	793	499	1363	1052	437	527	678	292
GGNBP1	0	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LINC00336	0	1	9	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
ITPR3	55	94	119	79	272	267	148	201	92	152	165	77	118	69	221	293	104	203	127	50
LOC124901305	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITPR3-AS1	9	12	9	8	6	5	6	0	2	3	3	1	2	4	16	1	2	4	4	2
UQCC2	223	257	236	178	2613	1332	787	2175	894	1017	712	371	1019	422	1633	1850	617	845	947	454
MIR3934	1	7	6	7	58	26	8	8	12	13	23	4	15	6	32	23	22	19	11	5
LOC124901304	10	5	7	12	7	6	2	7	14	11	12	2	4	0	12	17	13	16	14	0
IP6K3	131	158	133	207	167	192	85	171	90	104	86	43	101	8	34	288	90	105	30	94
LEMD2	415	345	345	297	2136	1621	745	2037	701	757	652	453	849	432	1517	1377	640	825	881	327
LOC105375024	2	0	30	4	31	22	10	15	17	17	30	8	28	11	17	21	8	32	10	4
MLN	0	0	2	0	2	0	0	0	1	0	1	0	16	1	0	0	0	8	0	0
LOC105375025	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901306	0	0	7	3	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0
LOC105375027	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01016	0	0	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC105375026	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR7159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986590	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901307	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901308	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRM4	0	12	53	9	1	0	0	1	0	3	4	1	2	0	5	0	0	2	3	0
LOC124901225	15	15	14	5	4	8	8	12	8	5	1	12	8	1	13	15	3	4	10	2
HMGA1	3761	1401	2954	1240	1989	2979	1543	1124	643	643	754	588	962	752	2303	1486	404	629	1464	373
MIR6835	2	3	1	4	3	2	0	0	0	0	1	1	0	0	1	1	0	0	0	0
SMIM29	76	93	139	88	135	145	90	93	58	73	99	47	96	33	82	127	53	123	49	19
NUDT3	945	691	1060	694	5639	3361	2005	3609	1579	1762	1584	1423	3502	1763	3971	4365	1871	1821	2980	1605
RPS10-NUDT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS10	10	16	12	5	69	27	19	73	15	20	15	2	13	10	59	34	10	18	14	5
PACSIN1	7	53	63	31	170	143	86	191	132	84	83	89	178	56	144	201	82	80	110	35
SPDEF	0	1	18	0	9	19	9	5	7	9	10	3	9	5	15	17	6	5	9	9
ILRUN	2717	3420	2805	2816	8515	5521	2867	6019	2742	3155	2882	1830	4556	2340	5858	5871	2666	2999	4308	1989
LOC124901535	7	1	2	2	0	2	0	0	0	0	0	0	1	0	0	0	1	0	2	0
LOC105375028	10	0	3	3	1	1	0	4	2	1	1	0	0	1	1	0	1	0	0	0
LOC124901540	2	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
ILRUN-AS1	10	8	7	14	74	49	26	60	31	29	29	18	39	12	39	50	61	45	30	20
SNRPC	953	936	942	689	4419	2485	1355	2676	1312	1557	1144	727	1780	850	2628	2850	1289	1434	1563	747
BLTP3A	992	828	947	813	3274	2759	1261	2855	1401	1577	1410	1006	2238	1223	2653	2897	1395	1442	1642	959
TAF11	897	882	793	865	2599	1671	856	2012	728	936	826	617	1079	587	1786	1604	850	880	979	489
ANKS1A	540	753	646	579	1978	1467	766	1609	710	889	917	685	1165	506	1563	1322	645	898	793	371
TCP11	0	1	20	0	1	0	1	0	1	0	0	0	1	0	4	1	0	3	0	1
LOC112267955	4	13	35	5	34	44	16	55	22	21	22	10	40	27	44	41	11	19	19	19
SCUBE3	383	300	280	246	11686	7874	4134	6735	3686	5584	4999	1658	5796	3854	10509	10219	1696	3533	5062	2594
SCUBE3-AS1	199	104	146	91	734	672	324	1003	490	735	667	215	526	369	1017	1093	251	693	640	304
ZNF76	202	319	206	235	1920	1143	677	1465	706	898	928	552	995	533	1742	1706	778	1125	928	490
DEF6	12	30	52	40	26	38	21	28	7	20	31	26	21	4	20	38	12	35	13	7
PPARD	2829	2207	1983	1655	2548	2087	1340	2775	1279	1814	1743	822	1925	800	2470	2862	1140	1776	1522	763
FANCE	207	183	198	209	943	580	313	875	302	366	371	205	449	244	774	806	291	404	444	213
RPL10A	2753	1401	2589	1396	19535	11714	6380	12103	4892	6868	5944	4114	6867	4108	12977	10446	4007	6031	7631	2967
MIR7111	0	1	6	2	8	7	7	11	1	0	0	1	7	1	7	4	3	1	3	1
TEAD3	1943	1618	1760	1297	7318	4050	2118	4649	2406	2265	2163	1226	3120	1580	5178	4236	2015	2418	2715	1095
TULP1	14	13	32	9	33	23	13	13	5	11	8	8	17	1	9	20	9	15	2	8
LOC124901309	0	0	2	1	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
LOC101929309	4	0	7	3	1	0	2	2	0	0	0	0	0	0	2	0	0	2	1	0
LOC124901310	2	1	4	0	0	4	3	5	2	7	5	3	2	0	0	17	7	4	0	10
FKBP5	399	493	431	447	1424	1543	886	1276	501	890	679	367	1015	406	1072	1952	318	560	502	530
LOC124900228	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR5690	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
LOC285847	1	0	4	0	2	1	0	0	2	2	0	1	1	0	6	0	1	2	0	0
ARMC12	3	6	16	8	46	50	13	22	20	27	38	10	26	13	50	26	8	43	21	6
CLPSL2	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPSL1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPS	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LHFPL5	5	5	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRPK1	1239	1574	1562	1559	2293	1738	1027	1435	655	908	651	609	1153	712	1588	1350	592	689	1085	471
LOC124901311	74	32	122	32	24	20	14	29	7	17	15	12	23	17	26	29	10	15	31	18
SLC26A8	0	3	20	4	1	0	2	0	2	0	1	0	1	1	0	0	0	2	0	0
LOC105375035	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC105375034	0	0	5	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MAPK14	1441	1166	1230	1063	6641	4932	2391	4861	2116	2784	2183	1436	3383	1984	5078	4451	1476	1854	2383	1298
MAPK13	132	215	219	155	443	149	75	200	104	158	148	260	123	33	82	195	100	201	53	54
BRPF3-AS1	4	4	22	5	22	16	14	23	9	15	11	20	11	11	46	21	16	14	31	10
BRPF3	1164	1926	1041	1828	2895	2049	1109	2411	1068	1448	1278	754	1757	896	2323	2322	1044	1342	1531	653
LOC105375036	0	0	5	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0
PNPLA1	2	6	27	8	12	7	2	7	3	4	5	0	5	2	24	3	6	6	14	4
BNIP5	18	184	91	138	0	0	0	0	0	0	2	1	1	0	0	0	0	1	1	0
ETV7	32	274	208	370	0	5	6	1	0	1	1	2	2	0	4	0	1	26	0	0
ETV7-AS1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
PXT1	1	9	16	1	5	1	2	3	4	5	5	0	5	0	6	2	1	3	4	1
KCTD20	2401	1060	1766	1195	4630	4698	2338	3333	1381	2022	1783	1346	2438	1575	3474	3066	1494	1760	2110	1056
STK38	820	1267	888	1065	6107	4609	2239	4168	1582	2152	1776	1242	2852	1908	4778	3302	1712	1911	3464	1245
SRSF3	3622	2970	3905	2088	11942	8091	4000	8747	3207	3815	2891	2128	5088	2828	8098	7671	3315	2967	5008	2600
MIR3925	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0
LOC105375038	3	5	24	1	1	0	1	0	2	0	2	2	4	0	0	0	2	2	0	0
PANDAR	1	0	9	1	6	0	1	2	1	0	2	0	3	0	0	0	0	5	2	0
CDKN1A	6082	3438	5158	2497	11383	8142	4026	7837	3913	2639	3838	1562	6693	3137	6559	7112	3238	3902	3207	2040
DINOL	0	0	1	0	16	4	2	3	2	2	8	2	4	6	6	9	2	27	4	0
RAB44	11	8	73	9	3	1	1	3	4	3	9	2	2	4	6	5	2	10	0	1
CPNE5	486	88	171	54	7117	3588	2067	5965	2708	4153	4090	2134	4126	617	2309	5741	3108	4797	1152	1490
PPIL1	440	296	341	265	2766	1813	1024	1821	798	913	846	540	1331	673	1986	1896	767	732	1186	534
C6orf89	592	637	570	524	5111	3459	1837	3938	1926	2478	2240	1620	3127	1357	3516	4894	2112	2588	2409	1522
PI16	4	10	14	9	6	13	3	0	3	2	8	2	7	4	6	15	5	11	7	4
MTCH1	4990	3491	3816	2855	12433	8081	4441	11104	4268	4559	4533	2865	5562	2465	7951	9071	4088	5194	4680	2581
FGD2	0	4	26	2	5	4	1	5	0	1	1	2	3	3	3	3	3	0	1	2
PIM1	967	623	663	419	1907	1237	609	1466	611	566	541	594	813	242	778	753	435	406	355	169
TMEM217B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM217	35	74	90	84	105	75	31	41	22	26	40	10	44	18	31	35	23	38	33	12
LOC124901537	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D22B	550	583	465	500	1176	787	364	759	399	440	396	323	698	299	792	788	436	455	466	238
LOC105375040	9	1	8	0	2	0	1	3	0	0	0	1	1	0	0	1	0	1	0	0
RNF8	512	752	619	616	2050	1246	646	1748	573	701	487	587	900	464	1291	1054	465	609	792	314
CMTR1	644	457	520	428	3398	2197	1136	3686	1243	1495	1309	943	1675	860	2721	2468	1351	1447	1681	701
LOC107986531	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CCDC167	217	162	187	107	581	427	201	462	207	266	317	99	248	130	395	450	139	235	246	122
LINC02520	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901312	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4462	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901313	0	1	15	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MDGA1	61	157	119	106	68	188	104	121	76	53	92	32	136	105	312	114	39	108	204	28
