	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	CTRL_12	DAU_1	DAU_2	DAU_3	DAU_4	GEF_1	GEF_2	GEF_3	GEF_4
LOC124900954	0	0	0	3	0	0	0	1	2	1	0	0	1	3	2	1	0	1	0	0
SUB1	2401	4665	5669	5360	2635	7743	3166	1910	7740	1818	3901	2438	1844	1214	2750	1101	2590	2401	3607	1674
LINC02061	0	0	0	0	0	0	0	0	0	0	0	0	6	10	10	7	0	1	0	0
NPR3	31	100	167	661	259	74	107	50	91	20	155	106	187	331	107	169	49	75	216	67
LOC124900956	0	3	2	0	0	1	0	0	5	2	1	1	5	9	6	2	1	2	3	0
LOC124900955	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0
LINC02120	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	1	0	0	1	0
LOC105374715	0	0	0	0	0	0	0	0	1	0	1	0	4	0	4	0	0	0	0	0
LINC02160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124900637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARS1-DT	3	10	25	20	5	1	9	8	9	6	8	6	27	32	19	13	5	8	18	4
TARS1	1353	2798	3354	4411	2059	4265	1582	1225	6330	1127	2246	1282	2128	1273	1658	1212	1240	1294	2211	1186
LOC105374717	0	0	0	0	0	0	0	3	0	0	0	0	0	1	6	1	0	0	0	0
ADAMTS12	1411	2363	2937	4261	2018	2976	1052	958	3356	623	2568	1405	713	1211	227	255	468	661	1503	561
RXFP3	0	1	0	0	1	0	0	0	1	0	0	0	4	5	0	8	0	0	0	0
SLC45A2	30	32	26	450	159	58	24	21	29	6	41	8	17	12	18	5	19	13	28	6
AMACR	20	23	36	19	12	43	11	10	26	16	17	15	3	11	7	6	9	12	15	7
C1QTNF3-AMACR	0	1	2	0	0	2	1	3	1	0	2	0	0	0	1	2	0	1	0	0
C1QTNF3	60	125	88	151	85	85	100	89	184	82	91	38	37	25	38	23	49	97	63	43
LOC646652	34	69	31	39	32	110	40	22	58	22	31	6	53	26	43	53	30	54	19	27
LOC105374719	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC124900957	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
LOC124900958	5	0	0	5	1	10	2	2	8	0	1	0	0	0	1	0	4	2	1	1
LOC105374721	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	1	0	0	0	0
RAI14-DT	12	19	38	47	12	14	10	8	35	10	13	11	96	132	33	18	11	6	24	3
RAI14	3472	4665	8831	12275	5094	8794	2760	2126	11046	1594	5801	3815	1409	1611	984	732	2471	1877	5646	1579
LOC124900960	45	18	30	64	38	97	62	21	74	11	34	18	23	19	41	21	38	31	40	16
TTC23L-AS1	28	55	62	37	27	61	35	29	78	31	37	23	11	22	12	5	39	36	37	22
TTC23L	45	98	92	140	68	118	63	53	170	60	83	41	316	274	160	137	58	52	64	45
LOC124900959	0	1	0	3	1	3	0	3	5	4	1	1	12	58	5	6	3	3	3	0
RAD1	731	1576	1518	1456	751	2070	823	623	2554	513	1154	573	1067	776	814	657	834	748	957	609
BRIX1	26	46	47	25	15	45	24	17	65	10	20	7	64	65	45	103	19	27	23	17
LOC124900961	29	43	53	43	20	42	35	22	60	12	44	16	91	84	84	67	47	45	29	17
DNAJC21	1119	2773	2371	2436	1243	2754	1385	1042	3981	995	2273	1028	2319	1347	1662	991	1283	1260	1891	1133
AGXT2	0	0	0	0	0	5	0	0	0	0	0	0	3	3	4	1	0	1	0	0
PRLR	4	5	1	49	17	10	36	25	58	27	13	1	27	14	37	10	7	36	2	3
LOC124901220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SPEF2	65	132	173	156	84	185	120	115	209	201	112	72	31	32	80	14	120	143	107	44
LOC105374724	0	1	1	0	1	0	0	0	3	2	0	1	3	0	4	0	1	3	0	0
IL7R	1	0	0	19	12	0	4	3	24	2	3	4	51	29	82	10	0	6	0	0
CAPSL	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
CAPSL-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
UGT3A1	5	8	0	2	0	9	2	3	14	5	2	0	12	4	18	4	5	9	0	1
UGT3A2	5	8	13	43	27	13	7	2	22	2	11	2	4	9	15	2	8	5	7	2
LMBRD2	405	672	667	701	396	827	513	337	1119	336	709	419	546	556	605	329	445	446	487	284
MIR580	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	1	3	0	0
SKP2	363	761	814	941	440	880	476	366	1071	359	515	320	132	887	135	142	517	399	553	236
NADK2	522	1185	1412	1160	603	1572	842	578	1728	612	1067	605	2142	2453	1113	738	702	787	926	493
NADK2-AS1	10	27	24	29	11	21	23	14	22	4	20	16	57	61	34	22	7	24	24	8
LOC124900962	12	26	26	18	13	15	22	39	32	34	27	10	126	134	109	43	37	40	18	12
RANBP3L	13	17	29	16	12	33	30	15	40	17	23	12	51	50	46	23	9	18	24	12
LOC124900963	0	0	0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	1	0	0
SLC1A3	1535	5940	5325	3224	2003	3729	1776	1636	4328	1298	3711	2103	445	324	468	462	1706	1625	3553	2394
SLC1A3-AS1	315	1418	1149	508	373	652	386	379	453	283	856	571	84	50	130	101	359	408	781	510
NIPBL-DT	534	1204	2178	1060	516	1258	642	472	1414	445	1110	935	840	478	1090	869	535	595	1508	381
NIPBL	1584	3523	3907	3450	1857	3911	2021	1552	5709	1824	3262	1910	1296	1440	1201	1209	1785	1892	2860	1473
CPLANE1	588	1179	1243	1196	651	1279	862	683	1695	588	946	640	292	333	704	301	726	921	841	441
CPLANE1-AS1	3	0	1	5	4	0	0	3	4	0	1	1	1	4	1	5	1	3	0	0
NUP155	483	1309	1353	1474	702	909	670	557	1674	592	967	574	1182	1545	563	650	429	553	792	433
WDR70	272	569	722	800	384	742	382	290	926	267	472	262	106	86	174	77	247	286	576	226
GDNF	4	2	5	22	7	1	5	28	12	12	8	4	604	626	389	457	2	37	6	1
GDNF-AS1	0	3	1	3	1	7	1	4	2	2	1	2	31	43	34	13	1	4	11	0
LINC02117	0	0	0	0	0	0	0	0	0	0	0	0	1	7	4	0	0	0	0	0
LINC02110	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0
LINC02107	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
LOC105374730	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0
LINC02119	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0
LOC124900966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGFLAM	1	5	0	27	8	8	11	10	43	13	7	2	45	38	35	18	5	8	1	0
EGFLAM-AS4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
EGFLAM-AS2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0
EGFLAM-AS1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
LOC124900965	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0
LOC105374732	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	1	0	0
LOC124900964	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
LIFR	1039	1970	2130	2667	1204	2206	1920	1342	3820	1730	2253	1188	1685	1561	1480	1267	1447	1819	1723	775
LIFR-AS1	37	62	60	49	23	62	51	36	87	53	41	18	60	55	69	40	51	56	48	18
MIR3650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
OSMR-DT	1	2	1	4	4	0	4	5	5	0	4	1	11	13	17	3	0	6	0	1
LINC01265	0	0	1	0	0	0	1	0	0	0	1	0	1	4	0	1	0	1	0	0
LOC107986414	0	0	0	0	0	0	0	1	2	3	5	1	13	3	17	5	1	3	0	0
OSMR	89	178	75	903	361	143	464	342	306	208	205	54	956	688	487	134	72	292	34	60
RICTOR	2577	6117	6571	7284	2741	4841	3283	2126	11093	2567	6066	3704	1629	2069	1338	1714	3233	2761	5251	2499
FYB1	0	0	0	33	9	6	0	1	0	0	0	1	18	9	38	6	1	2	1	0
C9	0	0	0	0	2	4	0	0	2	0	2	0	21	62	9	6	5	2	0	0
DAB2	116	407	424	1376	587	188	373	339	695	227	312	220	745	962	441	280	113	326	304	106
LINC02104	0	2	0	4	1	0	2	0	6	1	0	0	1	3	0	1	0	0	0	0
LINC00603	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
LINC00604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
LOC105374736	0	0	0	0	0	0	0	0	0	0	0	2	5	8	13	3	0	1	0	0
LOC124900967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374737	0	0	0	0	0	0	1	0	0	2	0	0	2	0	1	0	0	0	0	0
LOC124900196	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTGER4	16	25	33	220	87	44	33	23	36	15	38	18	70	72	49	54	19	41	36	16
TTC33	392	682	889	782	419	1133	624	344	1226	421	757	463	278	388	379	253	521	431	651	294
PRKAA1	1248	1823	2530	2511	1201	2612	1394	1037	3283	900	2093	1265	806	818	1321	611	1274	1049	1698	731
LOC124900968	16	53	43	30	25	19	29	13	38	16	36	28	12	8	35	11	19	26	25	9
LOC124900202	0	2	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0
RPL37	5866	11935	14112	14145	6782	13331	8430	6563	21117	4651	8195	4403	4926	6601	3938	4830	5144	6929	9524	3347
SNORD72	0	3	2	0	1	0	3	1	2	1	3	0	0	1	5	2	1	0	0	0
CARD6	4	42	10	26	23	18	24	16	45	13	25	2	53	108	40	25	4	10	4	7
C7	2659	4979	3856	9072	4717	6708	4528	3191	14612	2296	4293	1984	1772	2536	1040	1911	1013	2560	1446	695
MROH2B	0	2	0	0	0	0	0	0	1	1	0	0	2	2	13	5	0	2	0	0
LOC105374739	0	0	3	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0
C6	9	43	22	47	24	27	20	27	30	15	20	9	31	7	43	18	16	16	10	6
LOC124900969	0	0	1	0	1	0	0	0	3	0	0	2	0	1	1	0	2	1	2	0
LOC102723740	0	0	2	0	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0
PLCXD3	3016	7184	6330	4551	2529	5228	4486	3202	8085	3069	5303	3351	1076	559	688	804	3661	4603	4981	2680
LOC105374740	0	0	0	0	1	0	1	0	1	0	0	0	0	0	2	0	0	1	1	2
OXCT1	4177	7916	7493	8428	4380	10062	4073	2872	11685	1406	6035	3579	3328	5233	1877	1804	3306	2715	4449	2414
LOC102723752	7	7	6	7	0	0	4	4	14	5	3	3	14	9	7	9	7	8	3	3
OXCT1-AS1	37	84	51	64	44	43	28	48	71	15	40	14	170	270	59	78	30	40	27	22
RIMOC1	1269	2278	2546	2831	1356	1872	1683	1275	4654	1073	2472	1381	1133	837	1234	619	1353	1341	1679	890
FBXO4	91	204	115	179	114	246	151	134	291	86	148	62	51	72	67	27	99	136	90	65
LINC02996	0	0	0	0	0	0	0	0	0	0	0	0	4	1	3	0	1	0	0	0
GHR	654	2581	3442	1818	936	1276	1008	702	2261	566	1161	1367	385	264	174	148	622	717	1859	895
CCDC152	28	52	37	53	42	56	41	30	142	33	48	12	10	6	12	4	19	25	21	24
SELENOP	272	616	325	571	330	569	504	331	807	273	338	134	158	79	141	35	386	508	209	198
LOC124900970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC124900971	1	2	0	0	0	0	0	0	0	0	0	0	2	1	3	1	0	1	0	0
LOC105374745	0	0	0	0	0	0	1	0	2	0	0	1	12	7	9	5	0	1	0	1
FLJ32255	19	100	31	25	20	54	32	21	37	17	44	12	69	86	41	29	18	37	16	24
LOC105374746	1	6	2	2	8	2	1	3	1	3	5	1	69	165	46	35	1	9	3	1
ANXA2R-OT1	34	76	53	33	25	57	26	19	59	17	43	19	108	188	79	60	17	26	40	22
LOC105374748	3	34	25	18	13	22	8	10	25	11	19	12	75	147	52	42	8	15	25	8
ANXA2R	15	35	11	10	4	9	6	11	15	8	10	6	117	304	58	127	8	13	11	1
ANXA2R-AS1	13	71	43	20	9	53	27	34	36	20	22	8	61	120	37	48	14	41	17	13
LOC100132356	37	74	58	39	25	107	55	38	63	22	49	21	49	87	64	78	35	56	44	15
LOC100506639	43	76	100	78	42	58	63	52	83	57	73	42	62	84	51	48	45	67	56	22
LOC124900972	53	134	134	84	67	48	88	65	130	61	126	61	100	169	107	73	75	78	88	50
ZNF131	338	707	779	884	456	880	421	295	1390	321	607	345	313	495	329	225	370	330	518	303
NIM1K	0	4	6	2	2	1	4	1	17	8	4	1	9	31	10	7	1	1	7	2
HMGCS1	5173	14180	19096	15638	7590	14432	7912	7167	12185	2465	9161	9532	2900	2614	3897	1840	4658	5832	12662	4947
CCL28	1	9	5	13	9	1	8	5	16	15	6	1	14	15	14	3	6	11	2	6
TMEM267	139	222	254	305	188	331	191	144	344	134	253	132	212	337	252	181	167	171	206	102
C5orf34-AS1	2	7	3	3	3	0	7	7	16	1	5	3	11	36	9	13	2	5	5	1
C5orf34	49	101	115	121	80	133	69	50	171	30	100	67	70	173	36	37	43	35	55	38
LOC124900190	15	23	24	37	9	9	10	18	29	15	18	4	101	186	71	72	9	16	10	9
PAIP1	1364	3022	3222	3130	1530	3433	1618	1276	5393	1121	2002	1292	1210	1100	1086	611	1521	1438	2027	989
NNT-AS1	466	956	1016	769	480	1064	636	451	1406	422	973	516	266	417	293	261	552	539	890	403
NNT	4887	10562	11236	8861	5057	11528	5256	4208	14888	3992	9781	5070	2927	3392	1995	2111	4408	4457	7993	3481
FGF10	359	167	330	129	58	720	128	95	797	87	283	115	25	81	91	42	257	155	244	67
FGF10-AS1	3	1	0	0	0	0	0	0	4	0	0	0	0	0	3	1	0	0	1	1
LINC02224	0	0	0	0	1	0	1	0	0	0	0	0	2	1	3	1	0	0	0	0
MRPS30-DT	33	70	61	56	24	80	51	30	100	55	43	21	22	33	20	20	58	59	37	28
MRPS30	313	746	842	675	352	940	405	266	1224	304	586	358	744	928	542	462	296	341	463	253
LOC124901180	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HCN1	40	21	20	48	11	58	21	20	73	67	110	28	47	100	52	36	57	22	36	13
EMB	181	264	364	617	298	239	284	210	422	115	260	192	48	50	145	15	213	246	221	104
PARP8	328	592	727	661	313	683	438	292	845	394	452	309	253	878	302	147	398	489	499	262
LOC124901181	0	0	0	0	0	7	0	0	0	0	0	0	0	1	4	0	0	0	0	0
LINC02106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC107986379	0	0	1	0	0	0	0	0	0	0	0	1	2	1	5	0	0	0	0	0
LOC124901206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISL1-DT	30	5	27	24	6	52	18	17	22	18	49	11	58	51	34	47	39	17	18	0
ISL1	50	10	88	58	24	83	30	29	60	43	83	28	30	44	26	14	56	27	52	4
LOC105378959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
LOC105378961	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0
LOC105378962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
LOC105378963	0	0	0	0	1	0	0	0	0	0	0	0	3	5	5	1	0	0	0	0
PELO-AS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC124900973	1	1	1	0	1	2	0	0	4	0	1	1	3	5	5	2	2	3	2	0
ITGA1	350	397	580	2516	1447	716	784	590	1842	667	1227	274	645	914	368	209	363	504	334	126
PELO	440	812	925	1153	589	1040	487	428	1441	358	723	350	294	178	593	265	383	458	557	253
ITGA2	53	63	60	181	88	94	132	78	141	102	86	33	189	189	325	70	43	62	43	11
LOC124900974	0	0	0	0	1	0	0	0	0	0	0	0	2	7	8	4	0	0	0	0
MOCS2	1038	2163	2164	2057	1040	2350	1254	854	3567	666	1619	938	210	412	474	204	1040	975	1547	751
MOCS2-DT	37	87	87	69	36	76	57	56	108	28	60	24	65	43	58	39	30	51	37	27
LOC107986380	0	0	0	0	0	0	0	0	0	0	0	0	4	2	8	0	0	0	0	0
LOC105378965	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
FST	74	90	155	443	187	235	75	94	148	84	208	61	711	606	228	173	77	71	127	33
NDUFS4	685	1461	1521	1317	755	1947	821	573	2567	462	866	618	307	163	268	176	665	659	1070	521
LOC124900975	0	2	1	1	4	7	1	0	6	0	4	0	4	2	3	1	1	1	3	3
LINC02105	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ARL15	335	802	875	744	329	516	438	310	1029	336	600	375	346	479	219	225	467	433	627	328
MIR581	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LINC01033	0	0	1	0	1	0	0	0	1	0	0	1	3	7	8	3	0	0	0	0
HSPB3	3573	9379	7832	4895	2887	7795	4220	3310	11385	1870	4732	2156	383	218	761	607	3852	4553	5508	3107
SNX18	536	1035	1915	1636	807	1128	729	511	2373	425	1162	897	577	452	611	533	398	539	1081	320
LINC02998	0	1	1	6	2	0	0	0	5	0	1	0	4	1	6	2	0	1	0	0
LOC105378969	1	0	4	3	2	10	0	1	0	0	3	6	14	18	22	3	0	1	1	0
LOC124900976	4	1	11	3	4	5	5	5	13	3	3	5	10	37	10	9	3	4	5	3
ESM1	0	4	0	1	0	1	2	1	4	7	0	3	8	6	23	2	0	0	0	0
LOC102467081	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0	0	0
GZMK	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0	0	0	0	0
LOC105378971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GZMA	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	0	0	0	0
CDC20B	0	0	0	2	0	0	0	1	1	0	0	0	10	7	11	2	0	1	0	0
GPX8	853	1739	1694	3230	1708	2001	1457	1066	3316	1077	1548	744	86	158	223	41	902	1166	1191	663
MIR449A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR449B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR449C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCIDAS	0	0	2	12	9	0	0	0	0	0	1	0	16	33	6	7	1	1	0	0
LOC124900978	0	0	0	2	3	4	2	1	0	0	0	0	98	347	18	25	0	0	0	0
CCNO	6	11	4	62	29	12	4	9	17	0	8	3	197	438	40	158	3	16	3	1
DHX29	452	1083	1234	1225	662	1136	642	452	1852	375	797	500	471	536	587	267	503	510	819	376
LOC105378973	0	6	3	4	3	2	6	3	10	2	3	1	31	54	9	6	3	3	1	2
MTREX	1121	2613	2828	2949	1334	3474	1505	1120	4501	1109	1845	1296	1611	1958	1231	823	1151	1229	1791	991
LOC124900979	3	7	2	2	6	10	12	8	6	6	3	2	24	35	19	28	6	4	10	5
LOC107986415	0	0	1	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	2	1
LOC124900977	2	1	0	6	0	2	0	1	4	0	3	1	14	36	12	14	0	6	5	1
PLPP1	271	490	389	412	198	528	283	250	794	214	343	143	256	184	229	362	313	312	230	143
MIR5687	0	0	0	0	1	2	1	3	1	0	0	0	0	2	0	0	0	2	2	3
RNF138P1	13	24	14	28	12	49	24	9	31	10	25	12	55	139	75	47	28	19	18	16
LOC124900980	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	0	0	0	0
SLC38A9	121	238	219	321	177	226	203	179	421	124	175	91	241	235	190	159	156	174	149	79
DDX4	0	2	1	0	4	0	0	1	1	0	0	1	28	14	28	10	0	1	1	0
IL31RA	600	655	503	994	313	949	684	486	1932	506	602	181	54	63	308	43	793	947	361	255
IL6ST	3200	7378	6909	11275	5083	5950	5252	3699	12381	3927	6579	3987	6557	3266	4834	3074	3013	4238	5048	2957
IL6ST-DT	6	11	9	25	6	8	6	4	8	1	4	2	232	203	102	79	5	16	12	0
LOC124901197	0	1	0	0	0	0	0	0	0	0	2	0	11	8	5	1	0	0	0	0
LOC105378976	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
ANKRD55	0	0	0	2	1	0	0	1	1	4	2	0	64	22	35	8	1	3	0	0
LOC101928419	5	3	14	27	8	15	5	7	18	6	18	8	110	40	27	25	5	4	4	3
LOC105378977	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0
LINC01948	3	0	1	2	1	0	5	3	3	0	0	0	7	1	8	2	0	3	0	0
C5orf67	0	0	0	4	1	0	0	0	0	0	0	2	4	2	9	1	0	0	0	0
LOC105378979	0	0	1	0	0	0	0	2	0	0	0	0	1	3	10	5	0	0	1	0
MAP3K1	266	510	453	893	451	586	388	313	787	287	646	221	336	634	282	300	225	275	271	185
LOC105378980	0	0	0	0	0	0	0	0	0	0	0	0	2	11	1	0	0	0	0	0
SETD9	108	262	264	261	119	186	130	102	360	69	181	106	264	249	208	156	122	127	163	97
MIER3	541	1030	1277	1386	562	1330	727	532	1711	433	1031	730	1254	2494	1406	969	609	629	885	450
LOC124900981	0	0	0	0	0	0	0	0	0	0	0	0	4	0	12	0	0	0	0	0
GPBP1	1247	2952	3209	2920	1611	3262	1833	1297	5760	1353	2316	1363	1867	2587	1219	1248	1388	1500	2296	1218
LOC107986381	0	2	0	4	0	0	0	1	0	0	0	0	31	16	9	17	0	1	0	0
ACTBL2	0	0	0	12	1	0	2	2	1	4	3	1	95	11	18	8	0	4	0	0
LOC102724122	1	0	6	0	0	4	3	1	1	2	2	0	28	8	21	4	0	0	0	0
LNCBRM	0	0	0	0	0	0	0	0	1	0	0	0	17	4	10	1	0	1	0	0
LOC124901182	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC101928505	0	0	1	0	0	2	2	0	1	1	3	0	1	0	8	1	0	0	0	0
LINC02225	0	0	0	0	0	0	0	0	0	0	0	0	3	1	7	0	0	0	0	0
LOC124901183	0	0	0	0	0	0	0	0	0	0	1	0	5	5	2	4	0	0	0	0
LOC124901202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02101	0	0	0	0	1	0	0	1	2	2	1	0	11	17	6	3	0	0	0	0
LOC105378983	0	0	0	0	0	0	0	0	2	0	0	0	3	1	5	0	0	0	0	0
LOC105378984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
PLK2	1277	2772	1427	6082	2875	2821	2260	1854	4103	1032	2176	633	2687	2090	2458	3181	1111	1420	823	799
GAPT	0	0	0	0	0	0	2	3	1	2	0	0	13	2	8	3	0	3	0	0
MIR548AE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB3C	10	11	7	43	20	14	39	11	87	51	17	2	35	58	42	14	14	26	3	2
PDE4D	1186	4593	4454	3083	1672	2439	1226	633	5218	1217	3115	1850	992	515	726	464	1378	772	2781	1978
LOC107986347	0	1	3	1	1	5	4	1	3	1	0	0	2	1	1	0	1	0	4	1
MIR582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC105378988	0	4	8	3	0	3	2	3	7	1	3	2	24	19	19	14	0	3	3	0
LOC107986350	0	0	0	1	0	0	0	1	0	0	2	1	16	6	5	3	2	0	0	0
PART1	0	1	0	3	2	0	0	2	0	2	4	3	21	2	9	4	0	0	1	0
DEPDC1B	68	183	179	297	157	228	64	48	183	46	128	85	82	173	42	53	51	35	83	37
LOC124900982	0	1	0	0	0	0	0	0	0	0	0	0	5	11	7	0	1	0	0	1
ELOVL7	10	51	38	275	124	41	30	30	47	30	54	22	220	243	185	123	20	36	36	18
ERCC8	211	416	519	515	265	343	281	181	721	185	360	272	136	107	120	52	225	242	344	156
ERCC8-AS1	1	5	2	3	4	0	4	2	2	2	3	1	0	2	2	1	1	1	0	1
NDUFAF2	127	277	320	355	195	299	165	114	444	76	165	95	189	202	155	88	145	132	186	71
SMIM15	364	722	892	1105	550	947	485	352	1220	299	657	405	493	611	599	306	402	425	573	299
SMIM15-AS1	3	8	4	1	1	3	3	2	4	1	5	3	9	19	6	5	4	3	4	0
LINC02057	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0
LOC105378993	0	0	0	0	0	0	0	1	0	0	1	0	4	14	0	2	0	0	1	0
LOC105378994	0	0	5	0	1	0	0	3	2	2	1	0	17	48	3	7	2	3	2	1
ZSWIM6	452	979	1492	1519	626	670	559	524	1548	322	990	692	2038	2179	1074	2066	387	508	980	322
C5orf64	3	3	8	7	2	7	0	0	7	0	3	2	7	4	10	5	2	0	0	0
LOC101928651	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	0	0	0	0
C5orf64-AS1	0	0	0	0	0	0	0	1	0	0	0	0	4	1	7	1	0	0	0	0
LOC124900983	0	0	0	0	0	1	0	0	0	0	1	0	9	2	11	3	0	0	0	0
LOC105378995	0	0	0	0	0	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0
LOC105378998	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0
LOC124900610	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0
KIF2A	587	1394	1555	1735	999	1439	714	562	2231	594	1178	723	1189	1395	787	580	627	567	1082	580
DIMT1	158	311	363	385	187	444	209	176	451	96	242	121	299	241	229	240	183	176	235	93
IPO11	301	557	619	611	341	619	331	268	858	261	450	330	379	237	274	244	281	292	415	217
IPO11-LRRC70	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LRRC70	2	10	8	10	1	3	0	0	10	2	9	5	28	19	19	20	6	8	5	2
LOC107986416	0	0	0	0	0	0	0	0	1	0	0	0	2	4	1	3	0	0	0	0
LOC105378999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTR1A	0	0	0	16	5	2	4	1	0	0	0	0	2	15	4	12	0	5	0	0
RNF180	284	607	753	628	352	557	397	271	836	247	692	428	53	75	95	72	328	347	560	246
RGS7BP	39	45	46	66	27	58	30	27	72	27	61	9	18	63	58	17	49	45	37	19
LOC124900984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHISAL2B	0	0	2	1	1	0	0	0	3	0	1	1	28	36	10	11	1	0	1	0
SREK1IP1	288	612	845	683	343	613	418	280	1106	287	494	434	314	228	303	171	354	359	667	265
LOC124900985	8	8	20	7	2	8	6	7	11	7	10	18	7	1	9	5	11	11	17	8
CWC27	341	868	887	961	483	1124	533	351	1626	362	657	387	290	212	247	124	396	393	625	307
LOC107986419	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0
ADAMTS6	262	831	1899	776	339	595	542	405	1212	632	597	688	59	30	87	54	351	442	1363	213
