	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	DOX_1	DOX_2	DOX_3	GEF_1	GEF_2	GEF_3
LOC124901060	60	30	46	38	68	49	51	65	95	130	38	57	48	42	61	43	43
ISOC1	1780	854	1162	1275	2256	756	1615	1292	1423	2987	1329	763	487	728	1124	1095	710
MIR4633	0	0	0	1	0	0	1	3	2	1	1	0	0	1	1	0	0
LOC102723654	2	5	3	9	1	3	2	4	4	7	3	7	0	18	3	5	0
LOC105379169	0	0	0	0	0	2	0	2	0	0	0	1	0	1	0	1	2
MIR4460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS19-AS1	0	4	0	2	3	1	1	0	0	6	1	0	0	0	1	0	0
ADAMTS19	22	45	41	30	31	18	43	4	16	90	36	29	25	43	26	61	49
MINAR2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0
LOC112267944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHSY3	118	39	79	64	127	89	141	77	105	214	95	211	269	289	61	79	64
LOC105379171	18	10	18	5	13	8	14	14	16	21	10	161	84	63	12	10	14
LOC107986449	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
LOC105379172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HINT1	2733	1278	1803	2236	4351	840	2638	1492	1812	3682	1753	1430	1186	1531	1251	1818	982
LYRM7	333	234	304	277	300	183	338	204	254	492	200	320	200	286	268	322	167
LOC124901061	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
CDC42SE2	522	352	454	471	433	206	539	406	431	953	373	618	320	558	354	496	381
LOC105379173	9	16	20	14	6	15	8	8	8	20	2	13	34	15	20	7	10
RAPGEF6	486	305	368	390	220	266	415	332	394	610	279	647	498	502	305	428	338
FNIP1	490	438	650	852	338	276	557	566	611	1150	474	1125	817	1365	620	932	422
MEIKIN	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ACSL6	0	0	1	0	0	0	0	1	0	1	0	10	13	13	1	2	0
ACSL6-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379174	0	0	0	0	0	0	0	0	1	0	2	0	1	1	1	0	0
IL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P4HA2-AS1	0	0	0	4	0	0	1	0	0	1	1	4	2	0	1	0	1
P4HA2	1056	439	565	659	1240	494	778	542	564	1620	602	977	1147	1692	351	464	477
MIR6830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDLIM4	348	308	474	367	1729	342	969	336	533	1382	492	331	548	632	329	351	418
LOC124901063	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC22A4	48	49	34	39	49	41	48	37	49	57	17	196	169	354	57	52	50
MIR3936HG	60	41	74	49	119	47	101	50	57	97	35	30	96	34	64	56	82
MIR3936	12	4	9	10	24	8	9	7	6	21	4	9	11	3	11	9	11
SLC22A5	395	266	336	332	590	378	488	293	355	697	267	396	411	374	352	422	490
IRF1-AS1	29	13	30	17	49	15	61	22	21	64	29	78	53	143	22	20	15
LOC124901064	9	27	20	15	15	39	11	16	38	44	15	66	106	43	55	36	43
IRF1	132	55	98	86	177	60	108	83	90	253	88	602	576	1141	85	98	105
IL5	1	1	0	1	0	5	1	0	2	0	0	1	3	2	1	2	0
RAD50	1121	543	673	680	801	549	846	649	742	1524	672	1198	965	731	594	782	644
TH2LCRR	0	1	1	1	0	3	3	2	2	4	0	17	13	6	2	1	6
IL13	1	0	0	3	0	0	0	1	1	1	0	8	3	9	0	0	3
IL4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
LOC105379176	0	0	0	0	0	0	0	0	0	2	2	4	0	6	1	0	0
KIF3A	328	190	263	212	165	174	310	246	241	659	284	360	277	344	163	255	191
CCNI2	31	10	14	20	22	9	17	14	23	38	13	14	30	41	8	16	30
SEPTIN8	1376	652	901	889	1571	955	1806	1028	1121	2351	992	861	773	972	673	913	1096
SOWAHA	0	1	1	0	2	0	0	0	0	1	0	21	15	33	1	0	1
SHROOM1	79	59	81	59	279	68	190	72	125	288	84	108	237	92	69	75	82
LOC124901190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDF9	13	2	3	1	6	1	2	2	2	12	2	48	27	85	3	1	2
UQCRQ	2229	1175	1579	2145	4808	854	2683	1424	1697	3158	1419	1377	1454	1174	1100	1518	982
LEAP2	7	11	17	15	45	13	27	5	8	31	10	82	68	112	12	12	5
AFF4	2826	2374	3645	3267	1425	2273	2860	2809	3197	5282	2109	4796	3212	3994	2562	4045	2046
LOC124901065	0	0	0	3	0	0	1	2	0	3	1	40	19	35	1	2	2
ZCCHC10	172	140	188	226	230	79	192	157	146	416	174	429	197	498	107	184	92
HSPA4	2666	1614	2601	2777	4450	1924	2931	2474	2760	4955	2360	5527	5061	6060	1706	2582	1691
LOC105379178	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
FSTL4	0	2	1	1	6	6	0	0	1	1	0	41	39	23	0	1	0
CTB-49A3.2	0	0	0	0	0	0	0	0	0	0	0	4	2	4	0	0	0
LOC124901067	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
LOC124901068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTB-3M24.3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
MIR1289-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901066	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
LOC124901210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WSPAR	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0
LOC105379182	0	5	3	1	0	0	2	3	1	2	0	8	6	4	1	0	0
C5orf15	598	487	643	747	807	279	820	531	575	1407	586	1232	612	1139	531	726	388
LOC105379183	0	0	0	0	0	0	6	3	0	3	6	9	7	3	1	4	0
VDAC1	3412	2021	2992	3406	4598	1810	4088	2662	2762	4926	2306	3860	3409	2894	1888	2658	1625
LOC124901069	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0
TCF7	97	71	107	75	199	83	174	142	188	279	111	524	516	716	140	117	122
SKP1	5105	2085	3027	4195	8149	1473	3911	2704	3227	6513	3125	5292	3470	5635	2307	3161	1821
PPP2CA	2207	1556	2223	2600	3666	1081	2498	1838	2198	4351	2040	2998	2080	3322	1425	2237	1320
MIR3661	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CDKL3	69	21	32	63	71	24	59	39	36	71	25	249	265	303	30	57	21
UBE2B	770	650	859	1080	1113	327	903	659	799	1918	758	1082	422	995	669	936	410
CDKN2AIPNL	216	142	180	191	514	110	294	197	193	378	167	119	128	62	139	231	125
LINC02999	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
LINC01843	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
LOC124901070	0	0	1	0	0	5	3	0	0	1	0	11	7	6	1	2	2
JADE2	329	179	226	169	340	245	348	262	356	655	263	410	584	559	310	285	290
LOC124901191	0	0	1	4	0	5	2	2	0	0	1	1	1	2	0	2	0
SAR1B	1012	696	1002	1136	1070	639	1121	851	1027	2066	824	583	452	404	748	1033	661
SEC24A	296	276	507	495	266	310	432	330	423	893	397	661	460	838	296	442	274
LOC124901192	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CAMLG	352	218	258	284	560	135	450	239	244	606	257	251	215	329	232	332	177
DDX46	1121	484	764	833	1258	631	1159	634	692	1595	733	1120	1236	695	607	783	712
C5orf24	1624	1638	2265	2295	1248	1206	2034	1776	2039	4394	1731	1581	899	813	1536	2259	1090
TXNDC15	521	281	403	468	696	274	606	408	456	1267	554	727	724	945	309	380	270
LOC124901071	2	4	3	1	2	6	3	3	1	8	3	2	12	3	5	3	6
PCBD2	178	119	152	165	289	133	302	154	168	304	131	228	231	154	108	164	151
CATSPER3	14	8	6	10	20	13	26	11	10	22	5	22	27	21	19	14	15
PITX1	0	2	6	4	82	15	4	1	1	46	14	14	5	34	1	6	18
PITX1-AS1	138	38	87	72	99	87	163	55	70	146	64	189	232	74	42	109	134
EPIST	0	0	0	0	1	0	0	0	0	0	0	1	3	2	0	0	2
LOC124901072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02900	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MACROH2A1	2016	1318	1681	1740	4672	1300	3066	1598	1911	3118	1225	4753	5521	3185	1343	1758	1374
DCANP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIFAB	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
LOC124901073	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0
NEUROG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL14	3	16	23	19	83	6	6	2	0	51	22	34	43	58	0	32	8
SLC25A48	1	0	0	0	2	3	0	0	0	1	0	4	7	6	0	0	3
SLC25A48-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR5692C1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC107986453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXL21P	0	0	0	1	0	0	0	0	0	1	0	10	12	5	0	0	0
LECT2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
LOC105379189	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
TGFBI	414	82	96	84	1132	335	325	60	76	3323	1965	879	1145	2635	47	56	360
VTRNA2-1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
SMAD5-AS1	0	1	1	0	0	0	0	2	0	8	1	4	10	25	4	1	0
SMAD5	893	570	868	871	382	511	669	630	731	2017	799	2367	1144	2501	663	886	469
SMIM32	0	0	0	3	11	0	0	1	1	0	0	4	24	10	0	0	6
TRPC7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
TRPC7-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
TRPC7-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901076	8	2	2	0	0	0	2	2	6	11	2	6	2	2	4	11	1
CTB-1I21.1	6	6	18	10	21	10	17	11	15	32	10	1	2	0	3	16	22
SPOCK1	4221	1481	2073	1638	1815	1778	2848	2836	3279	2984	1448	325	297	825	807	904	634
LOC105379192	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
KLHL3	1831	827	1092	773	1815	1759	1904	1863	1978	2813	1298	977	1308	540	936	749	684
MIR874	0	1	2	1	0	3	0	1	0	0	0	0	3	0	0	0	0
HNRNPA0	2399	1710	2269	2431	3991	1669	4366	2099	2736	4951	1884	2155	2660	2297	1849	2819	1729
NPY6R	662	320	506	627	479	288	665	535	559	1365	591	459	593	302	367	439	258
PKD2L2-DT	8	16	22	9	21	5	9	14	5	37	9	19	34	24	12	9	9
LOC107986368	0	0	0	0	4	0	0	1	2	2	1	2	3	8	1	3	0
MYOT	18	10	13	7	14	4	18	9	17	28	7	33	25	38	7	10	15
PKD2L2	1	7	3	7	8	1	2	7	4	9	1	5	8	14	11	8	5
FAM13B	869	554	884	1072	590	557	840	846	1093	2485	1056	969	721	794	867	974	604
FAM13B-AS1	8	9	7	1	5	3	7	13	10	18	14	82	66	66	14	15	4
LOC124901077	1	2	1	2	0	2	3	1	2	9	3	5	14	9	6	5	2
WNT8A	0	1	1	1	0	0	0	0	0	0	0	14	14	35	0	0	0
NME5	36	18	31	18	44	3	28	29	24	54	34	2	6	12	29	30	20
LOC124901208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRD8	1013	466	684	734	1538	641	1431	653	750	1757	823	989	917	1179	532	691	737
KIF20A	1253	501	751	656	949	525	1227	692	813	1065	596	129	89	236	337	508	409
CDC23	731	374	486	539	664	393	731	445	521	1064	524	822	604	977	381	518	433
GFRA3	5	2	4	0	0	1	3	4	1	5	4	15	16	23	3	2	21
CDC25C	135	49	61	59	173	57	112	67	53	90	40	68	62	212	29	52	60
LOC100128966	0	0	0	1	0	0	0	0	2	0	0	1	1	2	0	0	7
FAM53C	1646	1083	1317	1430	1706	901	2256	1571	1698	2244	998	5021	4562	5703	1385	1720	1058
KDM3B	3344	1803	2202	2045	2841	2453	3916	2484	2699	3910	1676	1727	1960	1462	2198	2454	2491
REEP2	736	433	497	424	1782	359	1239	556	715	1479	624	1757	3225	850	389	389	392
EGR1	2527	279	167	160	271	183	342	1161	432	826	317	3163	4561	4494	219	109	166
LOC124901078	0	0	0	0	0	0	1	0	0	0	0	5	5	1	0	0	0
ETF1	1212	786	1082	1385	2029	824	1410	1090	1128	2250	1064	3121	2356	3665	789	1140	888
HSPA9	3136	1733	2517	3424	5250	1848	3629	2059	2328	5000	2336	3280	2891	2829	1694	2539	1869
SNORD63B	5	5	7	5	0	2	5	3	5	11	2	8	8	7	7	10	0
SNORD63	8	1	7	1	0	0	1	6	2	3	3	6	4	7	2	1	7
LOC105379193	0	0	0	0	0	0	0	1	0	0	0	3	3	5	0	1	0
LOC124901196	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CTNNA1-AS1	4	4	6	1	5	3	11	1	4	2	0	17	30	22	5	7	2
CTNNA1	10310	6202	8940	10758	14331	6470	13712	7334	8513	18493	7916	8599	8339	9982	5354	8471	7177
LRRTM2	8	21	37	20	13	30	19	21	25	16	6	19	62	14	66	24	8
SIL1	356	181	163	223	1008	160	415	200	258	751	307	408	570	383	173	250	181
LOC124901079	42	103	51	42	94	112	66	86	107	114	51	113	303	44	147	65	77
LOC124901080	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	2	2
LOC124901081	0	2	0	2	0	1	1	1	0	0	0	7	9	24	0	0	0
MATR3	6219	3135	4714	5595	7600	2775	5950	4008	4566	9712	4265	5912	4478	4765	3519	5083	3049
SNHG4	70	30	43	77	111	43	75	17	44	133	57	252	253	153	30	48	97
SNORA74D	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
SNORA74A	0	0	1	0	0	0	2	0	0	0	0	0	4	0	0	1	0
PAIP2	1878	965	1447	1772	2312	628	1515	1294	1322	2653	1325	1726	1247	1567	1094	1444	735
SLC23A1	7	10	8	13	8	5	10	13	11	20	7	58	63	75	13	19	5
MZB1	7	2	4	0	5	0	1	1	0	4	1	0	4	3	2	1	3
PROB1	203	188	230	304	837	154	543	256	282	631	213	225	316	453	207	306	214
SPATA24	113	54	56	75	146	25	109	60	53	117	54	84	147	172	37	79	59
DNAJC18	436	191	311	372	430	246	495	292	306	689	306	307	324	246	266	261	196
LOC124901082	6	5	4	3	1	1	3	5	2	8	2	3	4	4	1	4	3
ECSCR	3	0	1	0	7	2	6	0	3	2	3	6	0	13	1	0	3
SMIM33	0	0	2	0	0	0	4	0	0	0	0	0	0	4	0	0	0
STING1	1651	845	1134	1136	2901	947	2096	1548	1956	3648	1593	1219	2330	1716	1153	942	845
LOC124901083	0	0	0	0	0	1	0	0	0	6	5	1	3	14	0	0	0
UBE2D2	1224	725	1093	1285	2107	769	1527	931	1089	2275	1062	1364	1109	1161	819	1037	697
CXXC5	634	414	469	395	1592	643	1020	393	487	1359	564	507	394	547	395	464	707
CXXC5-AS1	0	5	1	0	4	11	7	1	3	3	2	3	5	1	6	0	3
LOC124901084	0	0	0	0	0	0	0	0	1	0	1	3	0	1	1	1	1
LOC124901085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PSD2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	4
PSD2	5	5	5	5	7	7	0	0	3	5	4	7	16	26	1	4	0
NRG2	102	82	59	42	98	66	120	70	91	84	29	106	151	40	44	68	50
LOC124900193	1	13	11	2	0	9	11	3	13	12	5	16	25	12	8	9	7
MALINC1	2	0	3	0	0	0	2	0	0	3	4	20	20	14	0	3	0
PURA	380	332	541	431	483	285	497	432	509	1169	425	1189	662	1029	424	509	313
IGIP	75	44	76	71	103	63	81	72	61	234	106	187	135	230	59	57	36
LOC124901086	0	1	0	0	0	0	0	0	2	3	0	0	1	1	1	0	0
LOC101929719	0	2	0	0	0	0	0	0	1	0	2	3	1	6	2	0	0
CYSTM1	388	248	321	475	824	192	480	283	336	853	379	1017	967	936	210	270	164
PFDN1	1237	606	912	1183	2529	628	1741	746	942	1852	811	1303	1232	1112	675	965	748
HBEGF	2788	1356	1098	1147	2069	500	1373	2411	1984	924	353	1763	1553	3129	1689	1944	867
SLC4A9	2	2	0	2	0	0	2	2	0	2	2	9	11	12	2	2	2
LOC124901087	0	1	1	7	0	1	7	1	0	0	2	17	15	20	5	2	0
ANKHD1-EIF4EBP3	3	9	11	9	11	6	5	5	6	16	12	15	41	19	7	7	8
ANKHD1	31	44	52	53	79	22	44	45	45	105	55	68	46	76	43	63	3
EIF4EBP3	0	2	0	5	18	15	12	6	10	6	4	32	36	27	7	5	11
SRA1	444	216	273	323	1125	234	616	269	317	732	367	548	721	555	223	307	270
APBB3	183	82	90	53	222	80	298	85	114	268	85	151	198	94	95	104	147
MIR6831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35A4	1182	681	1014	1043	1958	837	1884	892	1093	2334	975	842	1038	596	731	824	856
LOC112267855	3	0	2	0	0	0	0	0	0	3	8	0	2	1	0	0	0
LOC124900208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMCO6	35	33	38	30	89	45	82	31	28	113	45	48	54	52	22	40	58
CD14	1	2	3	7	4	4	8	8	7	18	4	8	18	52	6	2	11
NDUFA2	197	70	107	153	417	89	187	98	103	279	106	198	188	320	71	117	72
IK	1277	620	820	933	2751	563	1677	793	845	2108	971	1236	1400	1191	661	907	777
MIR3655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901088	3	1	3	3	0	5	9	1	0	4	3	16	17	35	2	5	3
WDR55	249	151	208	219	460	201	347	181	221	506	238	319	443	329	174	214	192
DND1	40	20	30	23	120	32	77	26	25	66	22	58	166	35	21	32	43
HARS1	699	419	566	688	1851	452	1143	548	583	1414	623	907	1262	727	359	534	465
HARS2	571	333	392	502	1075	342	837	342	381	876	395	503	594	298	328	381	402
ZMAT2	768	365	450	661	1814	264	833	476	471	1287	548	1446	1336	2249	370	606	388
LOC105378198	0	0	0	0	0	0	1	0	0	2	0	9	5	18	0	0	0
VTRNA1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VTRNA1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VTRNA1-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHA1	0	5	5	0	0	2	3	1	1	10	4	4	1	0	3	6	4
PCDHA2	93	41	34	32	45	27	82	60	84	95	29	31	21	4	61	46	57
LOC124901089	43	18	14	19	8	8	18	13	18	62	19	13	5	5	26	26	11
PCDHA3	12	5	6	7	9	7	10	8	6	7	7	2	3	0	7	4	5
PCDHA4	67	47	60	35	64	50	50	37	63	114	39	13	20	7	54	52	39
PCDHA5	19	11	11	4	15	12	14	6	15	32	11	0	16	5	15	14	11
PCDHA6	91	53	49	34	80	75	102	60	63	62	9	10	21	2	55	50	66
PCDHA7	9	7	13	8	2	8	22	9	9	37	7	5	5	2	19	13	11
PCDHA8	1	9	6	6	5	4	12	11	9	12	2	5	5	1	9	6	1
PCDHA9	6	10	5	4	4	1	6	4	10	5	9	1	4	4	12	8	12
PCDHA10	110	45	58	34	47	38	105	42	53	319	106	42	41	33	73	70	42
PCDHA11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267934	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PCDHA12	61	36	43	39	54	36	84	67	73	121	43	26	28	10	49	58	51
PCDHA13	1	4	5	0	5	6	9	0	5	7	0	7	5	3	6	5	7
PCDHAC1	22	18	26	19	12	36	46	33	28	72	13	15	38	23	38	20	36
PCDHAC2	214	111	118	105	58	104	155	134	165	151	57	143	187	119	148	162	101
LOC124901090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB1-AS1	0	0	0	1	0	0	1	0	1	1	0	6	4	3	0	0	0
PCDHB1	8	0	5	1	6	4	5	4	6	12	4	11	6	5	7	4	4
PCDHB2	573	438	513	425	480	333	688	501	669	882	330	285	264	170	565	623	457
PCDHB3	79	80	76	57	37	85	84	92	95	161	48	44	58	14	113	107	96
PCDHB4	43	47	46	28	60	61	94	42	54	109	36	28	46	3	67	65	49
PCDHB5	331	133	139	85	95	64	381	120	158	520	207	131	190	115	109	184	66
PCDHB6	19	7	10	8	16	14	14	13	13	27	8	3	2	4	17	16	7
PCDHB17P	4	3	6	6	3	6	14	6	4	11	8	0	1	0	7	1	4
PCDHB7	17	12	13	12	25	21	30	4	13	30	12	0	9	0	16	16	25
PCDHB8	6	3	7	9	4	12	10	6	9	36	20	0	2	2	10	11	13
PCDHB16	145	133	154	122	162	106	164	145	145	315	127	28	44	52	147	174	138
PCDHB9	195	157	181	154	111	151	234	195	217	309	110	71	89	41	176	217	156
PCDHB10	222	164	181	149	264	138	367	141	157	273	131	96	87	58	133	210	134
PCDHB11	36	19	41	11	15	49	56	25	29	55	15	7	18	9	38	38	24
PCDHB12	66	33	41	10	18	51	51	37	50	113	34	6	16	13	42	46	35
PCDHB13	110	75	113	49	23	97	113	89	101	197	88	30	46	15	86	91	95
PCDHB14	271	161	237	237	321	162	413	241	276	517	225	70	106	71	218	223	195
PCDHB18P	7	13	6	2	13	20	7	9	11	65	27	10	7	7	11	14	10
PCDHB19P	43	13	13	4	6	16	21	11	21	59	18	1	5	6	13	15	9
PCDHB15	601	339	429	453	628	438	740	364	505	1087	428	226	268	180	419	448	370
LOC105378199	0	0	0	0	0	0	5	0	0	1	2	0	5	2	0	0	0
SLC25A2	0	0	5	0	0	0	0	0	2	1	2	0	5	1	2	1	2
TAF7	2814	1372	1925	2298	3081	1045	2729	1856	2045	3878	1647	3515	2627	5167	1600	2078	1193
PCDHGA1	24	19	11	15	20	23	27	23	23	46	12	23	22	41	18	29	27
PCDHGA2	2	10	22	8	10	25	25	13	11	29	7	11	8	15	24	14	16
PCDHGA3	7	3	8	3	3	10	13	2	7	8	1	4	5	2	6	6	4
PCDHGB1	7	4	7	1	15	12	11	4	7	3	1	3	1	1	10	6	3
PCDHGA4	5	7	7	5	0	9	8	7	9	12	2	3	7	2	10	9	12
PCDHGB2	5	5	8	3	0	9	21	8	10	23	2	7	4	1	15	6	23
PCDHGA5	3	2	6	0	4	14	12	6	7	16	7	6	8	6	12	5	1
PCDHGB3	10	2	3	1	4	9	3	10	11	15	2	3	19	4	9	9	3
PCDHGA6	13	2	5	8	14	15	19	13	22	19	6	10	20	16	16	18	5
PCDHGA7	4	4	10	11	1	3	4	11	22	7	4	3	2	2	16	6	5
PCDHGB4	281	65	69	67	95	68	315	55	65	594	236	98	186	83	39	85	118
PCDHGA8	29	6	10	6	3	18	28	12	9	49	23	30	55	10	19	10	15
PCDHGB5	26	8	8	13	11	20	18	6	9	33	10	17	41	10	7	6	16
PCDHGA9	7	9	13	4	0	10	11	8	11	32	14	13	44	4	14	6	11
PCDHGB6	463	426	574	369	498	452	523	564	740	519	212	199	326	83	533	564	462
PCDHGA10	187	105	136	114	129	189	273	123	170	297	125	137	208	48	113	128	151
PCDHGB7	34	53	60	33	52	47	86	52	70	100	36	92	112	30	60	50	58
PCDHGA11	27	28	31	23	2	33	34	21	34	37	12	37	83	9	48	34	37
PCDHGB8P	21	14	24	17	14	30	17	20	22	30	12	0	49	3	36	12	16
PCDHGA12	5	34	25	19	23	34	35	17	31	26	9	9	63	12	52	22	27
PCDHGC3	155	118	100	110	67	109	204	133	161	439	147	222	279	244	116	133	74
PCDHGC4	51	53	52	32	30	75	46	44	61	70	21	31	78	41	67	48	45
PCDHGC5	89	35	40	52	20	60	67	48	56	78	34	44	73	28	58	38	96
DIAPH1	1257	807	1179	1185	1737	1054	1793	1082	1192	2884	1275	3524	4066	4275	892	1226	1344
LOC124901091	6	9	6	15	6	17	17	21	12	16	6	34	35	29	15	11	1
DIAPH1-AS1	0	13	4	2	0	3	6	13	9	8	7	5	23	3	4	6	2
HDAC3	800	378	492	573	1498	393	1018	450	575	1197	606	703	809	446	370	550	507
RELL2	6	4	5	5	3	7	10	7	4	9	5	118	190	91	3	5	2
FCHSD1	129	48	98	53	243	102	142	41	59	207	110	120	132	96	30	77	172
ARAP3	729	399	439	299	928	465	1079	518	600	1336	493	218	397	328	437	356	504
LOC124901092	0	1	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0
LOC124901093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901094	0	0	3	1	0	0	2	0	0	0	1	3	0	1	0	0	0
LOC107986454	2	0	0	0	0	3	0	1	0	0	0	2	13	2	0	1	0
PCDH1	41	22	44	28	94	43	22	29	41	82	21	68	127	32	9	17	7
LOC729080	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
DELE1	1610	924	1117	1227	2057	949	2350	1115	1341	2780	1048	800	1036	697	970	1144	1087
PCDH12	39	27	32	27	49	31	42	29	34	56	17	41	52	48	32	28	30
RNF14	776	506	731	866	962	478	763	716	798	1630	706	1442	997	1085	495	698	426
LOC124901095	0	1	1	0	0	0	2	0	0	0	0	13	3	1	4	2	7
GNPDA1	433	143	186	295	701	239	479	244	278	654	311	1396	1056	1428	197	231	200
LOC105378204	0	0	1	0	0	0	0	0	0	0	0	3	1	1	1	1	0
NDFIP1	1498	960	1465	1619	2028	852	1778	1189	1538	2862	1348	1350	1091	1065	1006	1431	899
LOC107986455	5	7	12	3	8	12	7	8	4	15	5	10	40	28	8	14	4
LOC124901096	23	14	19	29	100	15	28	15	32	49	30	103	81	124	17	14	33
SPRY4	790	320	392	307	1838	1447	691	1164	1459	833	360	659	1523	885	113	108	49
SPRY4-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRY4-AS1	5	1	5	0	14	7	0	13	3	4	2	2	3	8	0	1	0
FGF1	985	602	801	1037	983	501	1055	979	1010	1268	513	234	117	68	652	816	449
LOC124901195	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0
LINC01844	4	3	5	15	8	8	13	5	5	14	7	12	4	1	11	4	1
ARHGAP26	1097	762	925	846	998	894	1266	824	949	1409	552	1260	1477	720	926	1048	928
ARHGAP26-AS1	0	0	0	1	0	1	2	0	1	0	2	0	8	0	5	2	0
LOC107986457	1	26	27	8	6	26	2	14	22	7	2	27	76	4	32	17	15
LOC124901097	0	3	2	2	0	0	0	2	1	1	1	0	0	0	6	1	0
LOC124901098	0	1	0	0	6	1	5	2	3	1	0	12	11	0	2	0	0
ARHGAP26-IT1	1	2	3	4	0	3	0	3	4	1	0	1	14	4	3	3	5
LOC124901099	9	17	14	3	3	7	4	9	14	12	3	23	24	13	19	18	16
LOC124901100	0	0	0	1	0	0	0	0	0	0	0	0	1	6	0	0	0
