	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	CTRL_12	EPI_1	EPI_2	EPI_3	EPI_4	GEF_1	GEF_2	GEF_3	GEF_4
NKX6-1	3	0	0	1	0	0	3	0	0	2	2	1	11	29	94	73	0	0	0	0
LOC102723338	81	33	22	23	22	21	24	36	30	51	47	94	8	13	51	51	31	73	24	24
CDS1	712	357	210	234	140	222	183	427	224	372	278	664	124	122	177	274	168	448	199	208
LOC124900854	88	29	14	33	14	29	22	32	17	39	19	52	7	16	39	34	7	24	28	23
WDFY3	5155	3682	1888	3709	1860	2873	2135	3865	2176	3176	2107	4179	261	377	716	826	1310	2917	2714	1864
WDFY3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDFY3-AS2	295	85	49	92	46	71	67	144	91	107	58	174	43	70	185	275	49	103	96	82
ARHGAP24	1664	1010	509	1550	551	720	589	918	438	872	317	667	28	32	52	85	390	479	701	547
LOC105377319	6	12	3	13	4	4	1	5	1	5	1	3	0	4	1	3	3	0	0	4
LOC124900728	19	16	2	13	8	7	6	17	5	14	2	9	1	0	2	10	5	6	9	6
MIR4451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK10	141	132	73	114	64	77	62	90	71	137	24	68	30	42	115	123	40	40	83	83
MAPK10-AS1	7	9	1	1	2	2	5	4	1	5	2	1	3	0	1	0	2	0	2	3
MIR4452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN13	1807	1608	814	1794	674	785	560	954	665	1164	545	1193	219	183	654	369	376	770	785	764
SLC10A6	0	2	0	5	0	1	1	2	0	0	0	1	2	4	7	3	0	0	0	1
C4orf36	22	21	11	32	7	14	13	17	9	14	9	15	4	5	12	4	7	4	18	7
AFF1-AS1	87	51	19	63	29	39	33	63	18	40	12	40	10	16	55	49	28	44	40	24
AFF1	3709	2466	1343	3572	1878	2192	1871	3120	1923	3162	1216	2322	348	438	1028	1311	1176	1638	2042	2028
LOC105377320	0	1	1	15	1	2	1	9	1	3	1	0	2	4	3	10	0	2	5	8
KLHL8	809	557	271	584	243	349	203	530	216	485	286	533	64	69	107	165	220	379	266	269
MIR5705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSD17B13	10	8	7	2	5	5	5	4	0	4	1	3	4	3	22	16	1	5	7	2
HSD17B11	401	457	239	357	143	229	160	282	164	258	119	218	61	92	151	251	77	136	146	169
NUDT9	1777	1163	503	1626	475	566	365	969	349	712	380	1013	45	96	95	167	281	719	443	537
SCPPPQ1	1	1	1	7	0	1	0	0	0	1	0	0	0	2	0	1	0	1	0	0
SPARCL1	45	49	15	13	13	85	60	139	32	26	6	7	43	60	670	80	16	6	123	14
LOC124900729	1	2	1	0	1	2	1	0	2	0	1	4	0	1	2	2	0	1	1	1
DSPP	0	0	1	0	1	0	0	0	0	2	0	2	2	0	10	5	0	2	0	0
DMP1	0	4	0	0	0	1	1	2	1	1	0	0	1	2	13	7	2	0	1	1
LOC105377323	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0
LOC105377324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
IBSP	2	0	0	3	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0
MEPE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124900730	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
SPP1	48	2130	1068	88	21	53	16	0	253	4	0	0	559	505	84	243	0	0	78	34
PKD2	3253	2911	1428	2976	1153	1664	1287	2470	882	2210	1158	2522	593	657	1772	1770	943	1666	1437	1154
ABCG2	100	18	7	60	22	45	27	80	29	42	5	18	8	12	23	33	55	15	35	46
LOC124900867	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
PPM1K	18610	8983	4414	11279	4579	5114	3747	8421	2857	8802	4231	10456	677	1027	3260	2711	2850	5785	4292	3498
PPM1K-DT	39	17	5	21	6	16	7	14	2	14	6	20	13	8	54	60	3	7	19	13
LOC124900731	3	1	1	6	1	1	0	0	3	1	0	0	4	1	10	4	0	0	4	4
LOC105377326	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	5	0	0	0	0
HERC6	1029	529	289	1696	263	473	309	552	260	460	151	323	68	67	149	125	156	179	410	221
LOC102723458	29	28	7	53	11	17	15	19	14	21	6	9	4	17	51	23	16	6	31	18
HERC5	314	182	114	569	84	171	149	350	145	210	33	88	96	119	112	89	113	44	193	105
PIGY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYURF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIGY-DT	3	0	0	0	2	3	3	5	2	2	1	2	0	2	0	9	0	1	0	1
HERC3	1753	898	504	1262	578	701	599	1080	484	848	480	1158	137	203	409	632	380	714	667	573
NAP1L5	702	617	265	631	279	337	216	505	164	424	213	462	13	28	25	98	156	328	244	279
FAM13A-AS1	140	65	53	64	55	69	37	85	47	70	28	69	12	8	19	39	36	54	81	66
FAM13A	974	873	409	1037	383	468	289	667	391	499	290	743	50	76	140	165	216	460	432	404
LOC124900732	10	6	7	6	0	8	6	4	1	3	2	6	3	4	7	15	2	3	5	3
LOC105377327	7	0	5	1	1	1	3	2	2	3	2	1	2	1	6	4	3	4	1	0
TIGD2	327	456	180	269	104	143	112	237	97	171	160	318	80	102	40	28	88	201	111	124
LOC124900834	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPRIN3	10112	6729	3962	9589	4459	4888	3547	8772	3098	7291	5280	10033	122	278	592	1132	3155	6771	3823	3898
LOC105377328	1	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0
LOC124900855	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0	0
LOC105377329	2	0	0	0	0	1	0	0	0	0	0	0	0	4	4	14	0	0	0	1
LOC124900602	159	64	38	76	29	59	58	107	114	85	140	174	97	112	75	40	37	124	58	41
SNCA	1540	965	452	1364	567	447	325	573	204	682	291	865	669	736	2727	3897	185	471	405	496
LOC124900856	22	18	14	13	12	17	10	15	11	21	14	22	42	77	12	12	3	16	12	18
SNCA-AS1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	7	4	0	0	0	0
MMRN1	1	3	1	0	2	8	8	1	2	2	2	1	6	5	22	17	0	0	11	0
LOC105377331	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CCSER1	51	45	13	28	15	14	11	39	11	27	19	26	3	24	19	35	14	21	17	19
LOC124900733	0	0	1	0	0	0	2	1	0	0	1	0	0	0	5	0	0	0	0	0
LOC112268468	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
LNCPRESS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0
GRID2	10	169	71	11	2	31	16	8	11	3	6	1	6	16	16	26	1	1	25	10
ATOH1	0	0	0	0	0	1	0	0	0	0	0	0	13	29	275	143	0	0	1	0
SMARCAD1-DT	1	0	0	0	0	0	1	0	1	2	0	1	0	2	1	11	0	1	0	0
LOC124900734	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1
SMARCAD1	2857	2145	1106	1861	851	1267	919	1895	1124	1560	1122	2295	124	189	359	466	809	1716	1226	1144
HPGDS	0	5	0	4	0	0	1	0	0	1	1	1	1	4	7	14	0	2	0	1
PDLIM5	76801	53782	25991	53564	24738	33531	25147	48137	17718	43892	25615	53522	8920	8206	31847	27314	18201	35803	24711	23159
BMPR1B-DT	0	0	0	0	0	0	2	0	0	0	2	0	2	0	2	0	0	0	0	0
BMPR1B	45	32	17	25	6	15	9	21	18	18	7	23	14	4	35	4	6	20	11	4
LOC124900735	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	6	0	0	1	0
UNC5C	168	272	157	167	74	252	199	71	113	172	24	61	39	48	203	226	13	49	213	89
LOC124900736	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
UNC5C-AS1	9	13	10	29	16	13	13	3	10	13	3	3	3	6	13	16	2	1	15	9
PDHA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124900737	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
STPG2-AS1	6	1	0	1	0	0	0	0	0	1	0	1	0	1	3	9	0	0	0	1
STPG2	7	0	0	3	1	1	5	2	1	3	5	6	1	1	10	1	0	0	2	4
LOC105377340	3	3	1	0	0	1	2	0	1	4	3	3	1	1	4	18	0	3	2	3
RAP1GDS1	2858	1977	983	1469	711	846	733	1430	704	1309	752	1770	293	392	400	641	566	1160	792	738
TSPAN5	2428	1418	745	1590	750	1126	932	1918	898	1232	510	1322	64	73	245	224	644	914	1169	870
LOC112267901	3	3	2	2	0	1	0	0	2	0	0	1	0	2	2	0	2	2	5	3
TSPAN5-DT	37	17	16	43	21	25	21	29	19	26	9	47	5	16	9	25	10	33	36	25
LOC105377343	0	2	0	0	0	1	1	2	0	0	0	0	0	1	3	5	0	0	0	3
EIF4E	1512	992	467	907	444	521	363	827	317	734	361	855	36	76	63	108	263	623	405	432
METAP1	8679	5301	2612	6251	2339	2660	2110	4483	1280	3424	2731	6008	879	958	1659	2824	1586	4371	1888	2184
MIR3684	0	0	1	4	0	1	0	0	1	0	0	0	0	0	0	7	0	0	0	0
LOC124900738	171	130	42	88	58	41	36	87	23	119	23	32	10	13	37	38	10	14	24	14
ADH5	14287	10258	5277	13325	4943	5037	4190	10648	2544	7125	4755	11417	4723	4754	5881	14673	3686	7541	4490	5170
LOC100507053	544	444	254	493	250	342	227	364	124	260	229	627	112	138	430	675	122	336	256	228
LOC124900739	35	27	17	31	9	7	9	19	8	10	8	19	1	2	6	9	5	12	17	8
ADH4	6	8	6	5	0	3	5	9	2	7	2	4	3	1	2	2	2	6	1	2
PCNAP1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0
ADH6	60	58	19	12	22	26	17	44	9	27	21	42	25	22	34	43	17	39	20	18
ADH1A	12	4	1	13	5	1	8	5	2	3	4	9	0	0	5	2	0	6	5	4
ADH1B	1	8	3	0	1	2	2	0	0	14	2	1	0	2	4	8	0	0	0	1
ADH1C	0	0	1	3	0	6	0	0	0	0	0	0	2	4	0	0	1	0	5	0
LOC102723576	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	2	0	0	0	1
ADH7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
C4orf17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0
TRMT10A	171	164	66	131	63	72	60	95	68	79	55	129	40	53	167	187	35	96	69	82
MTTP	23	13	3	7	10	8	7	14	15	9	17	40	11	20	62	47	4	24	7	8
C4orf54	57	42	10	34	25	19	19	26	9	31	18	16	4	5	17	6	5	7	25	27
DAPP1	19	6	3	8	4	6	5	2	0	7	29	58	14	13	26	75	1	41	5	8
LAMTOR3	2115	1259	571	867	529	721	534	1031	500	863	564	1090	169	236	341	486	444	798	694	777
DNAJB14	1615	1419	648	1396	495	793	444	891	540	1044	704	1233	258	266	1000	1071	403	868	622	584
H2AZ1	6484	4790	2581	4092	1714	1751	1617	4284	927	2518	1393	4547	739	1187	2263	2478	1019	1985	1425	1348
H2AZ1-DT	4	0	0	0	0	0	3	4	1	0	0	1	0	2	7	7	0	0	0	0
LOC107986232	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DDIT4L	81	63	36	78	34	37	32	25	57	36	12	27	60	92	410	369	15	12	29	50
DDIT4L-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0
SNORA101A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMCN	24	66	47	9	5	49	35	8	5	19	4	12	49	34	79	11	3	0	25	1
LOC124900740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01216	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LINC01217	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
PPP3CA	1485	1515	645	1049	389	597	469	907	523	765	530	1109	142	202	390	549	387	833	495	503
MIR8066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1255A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ20021	43	53	27	37	25	27	23	46	19	20	9	29	17	24	39	67	16	26	34	15
LOC124900741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC107986297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
BANK1	11	5	6	12	0	3	2	5	5	3	6	9	5	4	6	10	4	1	5	3
SLC39A8	425	320	151	248	122	86	84	179	138	178	206	379	272	319	375	945	81	316	91	135
LOC105377621	7	19	10	8	3	6	5	8	4	4	2	11	4	4	15	2	2	6	4	5
NFKB1	1475	1016	538	1033	503	544	430	1029	308	882	397	1096	157	191	362	341	361	608	508	421
LOC124900742	0	0	0	5	0	1	0	2	0	0	1	0	1	0	0	1	1	0	1	0
LOC105377347	27	31	18	1	18	16	20	29	11	28	17	33	7	18	36	24	10	25	28	17
MANBA	3178	1748	964	2313	826	882	736	1480	860	1496	1017	2765	574	800	1669	2458	542	1777	994	1072
LOC102723704	2	3	2	5	2	2	0	5	2	1	4	2	4	0	2	5	2	1	3	2
LOC124900743	23	12	2	28	5	4	7	25	8	9	7	18	4	24	20	37	9	18	6	6
UBE2D3	12866	8820	4341	7417	3501	4314	3417	7353	3117	6009	3955	8706	730	1089	2211	2156	2798	5799	3579	3556
UBE2D3-AS1	101	69	34	38	34	49	28	61	25	37	16	60	10	16	27	33	18	34	45	33
LOC124900903	0	2	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	2
CISD2	970	706	377	755	310	364	263	603	274	516	354	687	121	207	220	586	233	544	260	339
SLC9B1	13	10	8	3	3	2	5	7	5	5	6	8	6	5	24	36	1	3	11	3
SLC9B2	726	546	266	396	210	348	264	399	221	322	201	502	93	138	390	324	147	338	279	271
BDH2	2135	1472	813	1382	614	836	666	1354	696	994	576	1593	519	897	2372	3129	439	970	899	883
CENPE	1335	1001	636	1057	338	272	173	971	341	956	639	1052	47	64	77	74	196	572	119	195
LINC02428	0	1	0	0	0	2	0	1	2	0	0	0	0	0	0	2	1	1	2	0
TACR3	0	2	0	0	0	1	2	1	0	0	0	2	10	5	20	29	0	0	3	1
LOC105377350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC124900744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXXC4	698	304	226	405	196	237	154	330	335	327	283	569	38	53	66	91	130	408	272	255
CXXC4-AS1	1	4	3	0	2	0	0	2	1	1	0	5	0	1	0	7	0	4	0	3
LOC124900745	0	1	1	0	0	3	0	0	0	0	0	0	0	1	3	1	1	1	2	0
LOC124900746	5	2	2	0	1	0	1	2	4	0	1	1	0	4	0	3	0	1	2	3
LOC105377351	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
LOC124900868	17	12	11	15	6	10	10	11	24	8	6	16	10	10	40	39	4	6	3	3
TET2	2967	2136	1113	2294	1051	1453	1094	2425	1222	1992	1135	2449	279	328	1091	1294	869	1580	1438	1152
TET2-AS1	6	0	1	1	1	4	2	1	0	3	1	8	0	0	1	7	1	3	1	1
PPA2	2152	1357	688	1900	492	640	431	1192	460	786	550	1532	718	985	972	2656	410	846	440	540
LOC105377352	1	0	0	0	0	0	2	1	0	0	1	0	2	1	1	16	0	0	1	1
ARHGEF38	1	6	2	6	2	4	1	2	1	8	4	3	1	6	10	4	1	4	2	1
ARHGEF38-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INTS12	1240	763	438	756	390	414	350	691	255	522	316	740	41	70	164	135	259	544	337	336
LOC124900748	5	6	2	1	1	3	2	4	1	4	3	2	0	2	1	0	2	2	1	2
LOC124900747	6	3	0	1	0	1	1	0	0	2	2	0	1	0	0	1	0	1	1	0
GSTCD	619	380	224	413	203	242	179	304	169	327	157	338	93	127	427	402	99	223	191	127
LOC107986190	0	0	0	0	1	1	0	0	0	0	2	1	1	0	0	0	0	0	1	0
GSTCD-AS1	1	0	0	5	0	0	1	0	0	0	0	0	0	0	0	6	1	0	0	0
LOC124900749	102	51	34	38	41	42	52	71	26	65	40	67	31	29	56	98	28	64	35	38
NPNT	43774	30390	15501	33506	15405	18403	14334	31604	8722	25066	12176	25929	16491	23168	35638	71471	11385	19941	12798	12434
LOC101929577	8	11	5	10	4	3	3	11	8	11	4	17	0	0	7	6	5	8	4	9
TBCK	1326	1031	507	800	388	484	374	578	443	561	296	627	86	134	251	333	205	396	466	458
LOC124900750	3	4	2	2	0	2	0	0	2	3	2	0	0	2	0	1	2	1	1	0
AIMP1	2054	1374	705	1736	582	743	503	1215	499	921	599	1273	336	369	923	1085	458	863	635	611
GIMD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	0	0	0	0
LINC02173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377356	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DKK2	143	349	213	24	10	91	83	7	99	29	10	20	52	76	503	401	4	21	44	18
LOC102725220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
LOC105377358	5	2	0	0	2	1	1	4	1	0	0	0	0	3	0	4	1	0	0	0
PAPSS1	1675	1910	993	1715	536	847	622	927	592	846	365	851	489	462	599	1006	312	545	701	570
SGMS2	909	1086	530	782	323	426	345	507	170	737	209	337	205	183	367	238	203	241	351	266
CYP2U1-AS1	1	2	2	3	2	3	0	3	1	0	1	0	2	3	2	7	2	0	0	1
LOC107986298	41	26	11	19	14	18	12	24	6	26	8	19	7	5	16	11	16	16	15	14
LOC124900751	1	1	1	2	0	0	0	0	0	1	0	0	2	3	5	2	0	0	0	0
CYP2U1	429	504	226	317	148	194	160	276	129	286	85	213	118	115	169	203	90	125	195	176
LOC107986299	19	12	7	14	10	9	4	13	4	7	0	2	1	2	10	12	0	2	4	8
HADH	3779	1654	956	2405	1048	1073	962	2298	822	1568	838	2573	857	1303	2846	5050	674	1596	1072	1208
LEF1	106	65	35	53	50	47	56	47	48	41	19	54	76	120	404	354	10	27	51	38
LEF1-AS1	6	2	1	7	4	4	0	4	2	1	2	0	3	5	15	22	1	0	1	2
LOC124900752	0	0	0	4	2	0	0	0	0	0	0	0	6	7	22	33	1	0	1	0
LOC124900753	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	0
RPL34-DT	4	1	1	3	2	1	3	10	5	2	0	1	1	0	10	13	3	2	4	4
LOC101929621	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
RPL34	13028	8423	4202	7825	3596	4879	3907	7344	2834	4248	2656	9309	502	1050	657	2740	2096	5216	4306	3565
OSTC	4563	3583	1851	2643	1081	1679	1233	2134	1080	1837	1178	2570	1974	2300	4652	5409	699	1548	1259	1278
ETNPPL	14	5	6	9	5	5	4	12	6	12	7	8	8	14	33	44	1	6	9	5
COL25A1	169	303	105	51	23	120	87	55	134	51	41	72	75	71	216	101	12	51	126	67
LOC124900756	17	0	4	24	6	12	2	6	1	5	13	31	1	1	6	7	4	25	1	5
LOC124900754	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
COL25A1-DT	3	5	0	0	1	1	3	1	1	0	0	0	2	6	31	21	0	1	0	0
SEC24B-AS1	23	17	14	20	16	15	17	24	11	16	22	29	8	8	28	37	11	17	19	11
SEC24B	3055	1844	1108	1627	934	1187	997	2061	934	1638	931	2212	149	226	340	351	705	1415	1151	1053
MIR576	0	0	1	0	1	1	1	1	0	0	0	3	0	0	0	0	0	0	1	0
MCUB	59	162	91	70	27	42	33	62	28	46	21	57	35	58	38	135	18	27	33	26
LOC124900755	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASP6	763	459	283	476	223	258	216	437	152	327	178	500	94	120	155	211	146	287	268	268
PLA2G12A	2100	1346	695	1436	657	753	559	1144	604	1191	773	1580	476	770	854	2344	397	1089	610	807
CFI	432	1044	567	677	187	711	431	286	275	232	111	151	470	618	1159	680	79	121	408	321
LOC124900757	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC124900758	7	1	0	7	5	1	2	6	0	1	0	8	3	2	24	25	4	1	2	3
GAR1	693	427	230	425	186	236	155	419	126	273	148	427	35	60	80	86	110	265	167	193
RRH	6	2	1	1	5	0	2	2	1	0	1	4	7	6	8	16	1	5	1	1
LRIT3	9	8	0	4	1	2	5	0	2	4	1	3	17	33	77	67	0	4	5	3
EGF	1495	766	416	1364	555	671	451	1074	344	950	378	835	275	419	997	1945	360	579	623	638
ELOVL6	1276	1428	810	1039	415	604	479	720	298	609	417	908	203	300	654	802	162	433	336	169
LOC124900759	4	0	1	2	2	0	0	2	2	1	0	0	0	8	3	7	1	0	1	1
LOC105377362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC124900892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENPEP	109	79	34	102	26	107	70	62	88	60	18	15	41	30	201	76	21	26	65	45
PANCR	126	24	12	85	62	55	61	67	47	66	8	17	0	1	14	21	24	10	43	61
LOC105377363	18	8	6	50	24	23	20	29	13	20	16	37	0	5	5	9	6	15	18	19
PITX2	876	401	294	856	383	527	453	405	461	448	34	133	34	37	468	253	88	57	539	285
LOC124900857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
MIR297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377366	0	1	0	5	0	7	0	0	0	0	0	0	0	1	14	1	0	0	0	1
LOC105377367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377369	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377370	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
FAM241A	776	416	215	495	240	348	247	434	233	453	276	604	227	264	1055	969	176	449	309	326
AP1AR	575	330	199	449	188	242	154	332	176	285	193	410	93	130	615	582	120	309	211	224
TIFA	259	229	114	197	82	153	86	232	152	110	108	289	15	14	66	76	53	174	101	91
ALPK1	43	122	58	44	16	53	42	32	37	40	13	23	9	11	16	63	11	18	38	19
NEUROG2	2	0	1	10	3	0	2	0	2	0	1	2	21	19	156	95	0	6	0	0
NEUROG2-AS1	1	0	0	0	0	0	0	0	1	2	0	2	2	1	1	8	0	1	0	0
LOC124900760	2	1	2	12	1	0	0	1	0	3	2	3	0	1	8	7	1	1	1	1
ZGRF1	494	436	214	409	129	189	156	381	143	244	198	458	68	110	197	298	123	261	138	129
H3P14	47	32	19	19	21	13	15	35	22	32	26	53	26	25	130	120	13	47	22	18
LARP7	2967	1621	864	2144	694	864	610	1537	665	1247	634	1587	96	104	170	344	611	1179	817	823
MIR302CHG	8	3	3	6	4	2	1	2	4	2	2	0	0	0	0	4	1	3	1	3
MIR367	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
MIR302D	2	0	0	0	0	2	0	0	1	0	0	0	0	0	3	0	1	0	3	0
MIR302A	1	0	0	0	1	0	0	4	2	0	0	2	0	0	0	0	0	1	0	0
MIR302C	1	1	1	1	2	0	1	0	1	0	2	1	0	0	1	0	0	1	0	0
MIR302B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANK2	8386	5292	2846	6194	2776	3446	2767	7951	2637	6114	3511	8076	1257	1878	2772	4769	2670	5657	3331	3475
LOC102723896	2	0	0	0	0	1	0	2	2	1	4	0	0	1	5	9	1	2	2	0
LOC124900761	12	2	2	22	7	5	11	12	5	2	2	9	3	1	4	11	7	5	1	11
ANK2-AS1	0	0	1	5	0	1	2	2	0	1	0	0	0	0	0	0	0	1	1	0
MIR1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR8082	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
LOC105377374	4	1	0	0	1	3	3	5	0	6	0	1	1	3	3	0	0	2	1	1
CAMK2D	32364	19406	9420	21216	9446	9077	7080	18508	5026	17637	10126	22612	6288	7678	12806	20578	6811	15396	6665	8055
LOC105377375	2	10	3	0	0	0	0	0	1	0	0	0	3	4	1	0	0	0	0	0
ARSJ	530	620	297	181	103	167	112	295	73	311	283	686	27	26	79	54	119	497	130	89
LOC107986305	8	6	10	8	2	5	4	2	1	7	6	15	1	4	36	18	4	13	6	2
LOC124900762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986235	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC105377378	302	287	114	196	90	47	35	79	12	134	107	243	24	14	30	106	30	154	22	57
LOC105377379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
LOC105377380	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	4	0	0	0	0
UGT8	45	46	24	29	6	17	2	21	6	25	56	98	18	17	26	68	6	59	9	8
MIR577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124900763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377382	1	0	0	0	0	0	0	0	0	1	2	1	1	3	1	0	1	0	0	0
NDST4	81	43	11	27	12	13	9	14	45	21	1	3	4	2	13	13	7	1	12	27
LOC124900764	5	2	3	0	1	0	0	0	1	1	0	0	0	0	7	2	0	0	1	2
LOC124900835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377384	75	75	34	177	61	49	35	101	20	97	121	281	17	36	76	159	47	206	24	59
LOC105377385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986306	4	0	0	0	0	0	0	0	0	2	1	0	1	0	0	2	0	0	0	1
LOC105377387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377388	8	1	1	0	0	0	2	2	2	3	2	3	0	0	0	0	0	4	3	5
TRAM1L1	150	63	63	102	49	92	61	80	64	70	37	87	3	3	0	0	32	55	76	68
LINC02262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
